Topology,car_cache,ec2_vcpus,ec2_memorylevel,ec2_instances,latency,cost,complexity,scalability
3.0,7,16,3,16,0.75,2.187,10,8.6251
3.0,1,16,1,9,0.625,6.3012,10,8.975
3.0,8,4,1,48,0.535,2.0262,10,8.8986
3.0,10,12,3,8,0.625,1.8912,10,8.7476
3.0,4,16,3,90,0.75,2.7012,10,8.745
3.0,6,4,1,75,0.535,2.2512,10,8.9171
3.0,10,12,2,60,0.625,1.8912,10,8.7476
3.0,3,14,3,59,0.7125,3.0012,10,8.824
3.0,5,10,2,100,0.5875,2.3412,10,8.8708
3.0,4,16,1,78,0.625,2.7012,10,8.8697
3.0,5,12,1,93,0.5875,2.3412,10,8.8708
3.0,3,6,1,4,0.545,3.0012,10,8.9463
3.0,7,14,2,37,0.625,2.187,10,8.8051
3.0,2,2,3,55,0.5225,4.0512,10,8.9772
3.0,1,6,1,32,0.545,6.3012,10,8.9875
3.0,10,10,1,15,0.57,1.8912,10,8.8347
3.0,1,14,3,93,0.7125,6.3012,10,8.9583
3.0,5,16,2,47,0.7125,2.3412,10,8.7203
3.0,2,2,2,32,0.5225,4.0512,10,8.9772
3.0,5,4,1,80,0.535,2.3412,10,8.9228
3.0,4,2,3,22,0.5225,2.7012,10,8.9499
3.0,7,4,1,14,0.535,2.187,10,8.9108
3.0,4,14,3,72,0.7125,2.7012,10,8.7853
3.0,3,8,3,62,0.5875,3.0012,10,8.9195
3.0,3,12,3,41,0.625,3.0012,10,8.8935
3.0,2,6,3,64,0.57,4.0512,10,8.9614
3.0,3,2,2,18,0.5225,3.0012,10,8.9593
3.0,6,14,2,28,0.625,2.2512,10,8.8168
3.0,9,4,1,68,0.535,2.0014,10,8.8957
3.0,3,14,1,49,0.5875,3.0012,10,8.9195
3.0,8,12,2,25,0.625,2.0262,10,8.7772
3.0,8,6,1,13,0.545,2.0262,10,8.8864
3.0,1,16,3,39,0.75,6.3012,10,8.9502
3.0,8,12,1,21,0.5875,2.0262,10,8.8308
3.0,10,16,2,26,0.7125,1.8912,10,8.5898
3.0,7,12,1,82,0.5875,2.1871,10,8.8529
3.0,6,16,1,95,0.625,2.2512,10,8.8168
3.0,10,2,2,33,0.5225,1.8912,10,8.9016
3.0,9,16,3,69,0.75,2.0014,10,8.5596
3.0,7,6,3,16,0.57,2.187,10,8.8737
3.0,8,2,3,61,0.5225,2.0262,10,8.9134
3.0,9,4,3,25,0.545,2.0014,10,8.8831
3.0,3,8,3,84,0.5875,3.0012,10,8.9195
3.0,5,8,3,25,0.5875,2.3412,10,8.8708
3.0,9,12,3,19,0.625,2.0014,10,8.7716
3.0,3,6,3,37,0.57,3.0012,10,8.9309
3.0,7,8,2,39,0.5875,2.187,10,8.8532
3.0,7,2,3,35,0.5225,2.1871,10,8.9247
3.0,8,16,2,67,0.7125,2.0262,10,8.6369
3.0,5,14,2,51,0.625,2.3412,10,8.8294
3.0,4,12,1,5,0.5875,2.7012,10,8.9014
3.0,9,12,2,43,0.625,2.0013,10,8.7719
3.0,6,4,1,69,0.535,2.2512,10,8.9171
3.0,2,10,1,43,0.57,4.0512,10,8.9614
3.0,3,12,2,61,0.625,3.0012,10,8.8935
3.0,3,4,1,94,0.535,3.0012,10,8.9521
3.0,7,10,1,5,0.57,2.1849,10,8.8813
3.0,9,10,1,94,0.57,2.0014,10,8.8504
3.0,1,12,3,53,0.625,6.3012,10,8.975
3.0,3,12,2,55,0.625,3.0012,10,8.8935
3.0,2,12,1,11,0.5875,4.0512,10,8.955
3.0,9,14,3,9,0.7125,2.0013,10,8.6286
3.0,8,4,3,73,0.545,2.0262,10,8.8864
3.0,8,14,1,61,0.5875,2.0262,10,8.8308
3.0,9,10,2,26,0.5875,2.0014,10,8.8264
3.0,10,10,3,5,0.625,1.8912,10,8.7476
3.0,2,10,2,35,0.5875,4.0512,10,8.955
3.0,7,6,3,55,0.57,2.187,10,8.8724
3.0,7,6,1,5,0.545,2.1849,10,8.9093
3.0,9,14,3,45,0.7125,2.0013,10,8.6286
3.0,1,4,1,8,0.535,6.3012,10,8.9934
3.0,9,4,2,53,0.545,2.0014,10,8.8831
3.0,2,14,2,16,0.625,4.0512,10,8.9404
3.0,5,12,1,63,0.5875,2.3412,10,8.8708
3.0,10,10,3,98,0.625,1.8912,10,8.7476
3.0,9,12,3,17,0.625,2.0014,10,8.7716
3.0,6,12,3,42,0.625,2.2512,10,8.8168
3.0,1,10,1,37,0.57,6.3012,10,8.9838
3.0,7,4,3,6,0.545,2.187,10,8.9016
3.0,9,14,1,61,0.5875,2.0014,10,8.8264
3.0,10,2,1,23,0.51375,1.8912,10,8.913
3.0,6,12,3,51,0.625,2.2512,10,8.8168
3.0,7,2,1,75,0.51375,2.187,10,8.9338
3.0,4,12,3,10,0.625,2.7012,10,8.8697
3.0,6,12,2,24,0.625,2.2512,10,8.8153
3.0,10,16,2,71,0.7125,1.8912,10,8.5898
3.0,8,4,1,62,0.535,2.0262,10,8.8986
3.0,1,2,1,82,0.51375,6.3012,10,8.9916
3.0,4,4,2,18,0.545,2.7012,10,8.9341
3.0,8,6,1,73,0.545,2.0262,10,8.8864
3.0,6,14,2,19,0.625,2.2512,10,8.8153
3.0,6,8,2,32,0.5875,2.2512,10,8.8612
3.0,10,6,2,36,0.57,1.8912,10,8.8347
3.0,4,2,3,89,0.5225,2.7012,10,8.9499
3.0,5,14,3,38,0.7125,2.3412,10,8.7203
3.0,3,4,1,86,0.535,3.0012,10,8.9521
3.0,6,14,1,62,0.5875,2.2512,10,8.8612
3.0,6,6,1,29,0.545,2.2512,10,8.907
3.0,9,16,3,1,0.75,2.0013,10,8.561
3.0,8,2,2,81,0.5225,2.0262,10,8.9134
3.0,9,10,1,79,0.57,2.0013,10,8.8508
3.0,2,6,1,40,0.545,4.0512,10,8.97
3.0,1,14,1,87,0.5875,6.3012,10,8.9812
3.0,1,4,1,76,0.535,6.3012,10,8.9888
3.0,7,16,3,81,0.75,2.1871,10,8.6248
3.0,10,14,1,3,0.5875,1.8912,10,8.808
3.0,8,8,2,87,0.5875,2.0262,10,8.8308
3.0,1,8,1,5,0.57,6.3012,10,8.9838
3.0,7,16,2,25,0.7125,2.187,10,8.6834
3.0,10,12,3,95,0.625,1.8912,10,8.7476
3.0,10,16,2,66,0.7125,1.8912,10,8.5898
3.0,9,10,3,49,0.625,2.0014,10,8.7716
3.0,6,14,1,91,0.5875,2.2512,10,8.8612
3.0,8,10,3,29,0.625,2.0262,10,8.7772
3.0,3,12,3,81,0.625,3.0012,10,8.8935
3.0,4,6,3,73,0.57,2.7012,10,8.9153
3.0,9,16,1,69,0.625,2.0014,10,8.7705
3.0,7,2,1,34,0.51375,2.1871,10,8.9334
3.0,4,8,1,56,0.57,2.7012,10,8.9153
3.0,7,2,1,99,0.51375,2.187,10,8.9338
3.0,9,2,3,25,0.5225,2.0014,10,8.9108
3.0,5,4,1,78,0.535,2.3412,10,8.9228
3.0,1,8,2,20,0.5875,6.3012,10,8.9812
3.0,7,10,2,25,0.5875,2.187,10,8.8532
3.0,5,14,1,61,0.5875,2.3412,10,8.8708
3.0,1,8,3,85,0.5875,6.3012,10,8.9812
3.0,1,12,1,49,0.5875,6.3012,10,8.9812
3.0,9,2,3,79,0.5225,2.0013,10,8.9112
3.0,2,16,3,89,0.75,4.0512,10,8.8819
3.0,8,8,3,10,0.5875,2.0262,10,8.8308
3.0,1,6,2,23,0.57,6.3012,10,8.9839
3.0,6,12,3,90,0.625,2.2512,10,8.8168
3.0,5,8,2,31,0.5875,2.3412,10,8.8708
3.0,5,16,2,50,0.7125,2.3412,10,8.7203
3.0,1,4,3,39,0.545,6.3012,10,8.9875
3.0,2,6,1,25,0.545,4.0512,10,8.97
3.0,7,16,3,6,0.75,2.187,10,8.6252
3.0,10,4,3,33,0.545,1.8912,10,8.8709
3.0,3,16,3,93,0.75,3.0012,10,8.7906
3.0,8,16,3,36,0.75,2.0262,10,8.5707
3.0,2,14,3,44,0.7125,4.0512,10,8.9009
3.0,10,16,1,28,0.625,1.8912,10,8.7476
3.0,1,14,2,59,0.625,6.3012,10,8.975
3.0,4,16,2,67,0.7125,2.7012,10,8.7853
3.0,9,8,1,88,0.57,2.0014,10,8.8504
3.0,7,14,3,71,0.7125,2.187,10,8.6834
3.0,9,10,1,100,0.57,2.0014,10,8.8504
3.0,3,6,3,78,0.57,3.0012,10,8.9309
3.0,3,14,2,97,0.625,3.0012,10,8.8935
3.0,6,8,2,98,0.5875,2.2512,10,8.8612
3.0,4,6,2,75,0.57,2.7012,10,8.9153
3.0,1,6,1,32,0.545,6.3012,10,8.9875
3.0,5,4,1,45,0.535,2.3412,10,8.9228
3.0,3,4,2,2,0.545,3.0012,10,8.9463
3.0,9,4,2,74,0.545,2.0013,10,8.8835
3.0,6,6,3,96,0.57,2.2512,10,8.8807
3.0,2,2,2,7,0.5225,4.0512,10,8.9773
3.0,2,2,1,22,0.51375,4.0512,10,8.9799
3.0,7,8,3,97,0.5875,2.187,10,8.8532
3.0,8,2,3,37,0.5225,2.0262,10,8.9134
3.0,8,14,1,95,0.5875,2.0262,10,8.8308
3.0,9,12,1,62,0.5875,2.0014,10,8.8264
3.0,10,6,1,1,0.545,1.8912,10,8.8709
3.0,10,12,3,75,0.625,1.8912,10,8.7476
3.0,7,4,3,72,0.545,2.187,10,8.9016
3.0,7,10,3,80,0.625,2.187,10,8.8064
3.0,8,8,3,63,0.5875,2.0262,10,8.8308
3.0,4,4,1,26,0.535,2.7012,10,8.9412
3.0,10,16,3,96,0.75,1.8912,10,8.5158
3.0,9,4,1,65,0.535,2.0014,10,8.8957
3.0,8,2,1,2,0.51375,2.0262,10,8.9258
3.0,3,6,3,37,0.57,3.0012,10,8.9309
3.0,1,12,3,9,0.625,6.3012,10,8.975
3.0,1,6,2,42,0.57,6.3012,10,8.9838
3.0,5,8,2,54,0.5875,2.3412,10,8.8708
3.0,6,14,1,56,0.5875,2.2512,10,8.8612
3.0,6,4,2,22,0.545,2.2512,10,8.907
3.0,6,2,3,21,0.5225,2.2512,10,8.9293
3.0,3,8,1,76,0.57,3.0012,10,8.9309
3.0,4,2,3,26,0.5225,2.7012,10,8.9499
3.0,6,2,2,39,0.5225,2.2512,10,8.9293
3.0,4,6,3,47,0.57,2.7012,10,8.9153
3.0,1,12,2,3,0.625,6.3012,10,8.975
3.0,7,8,2,62,0.5875,2.187,10,8.8532
3.0,5,2,3,75,0.5225,2.3412,10,8.9341
3.0,5,2,3,88,0.5225,2.3412,10,8.9341
3.0,9,8,3,86,0.5875,2.0014,10,8.8264
3.0,7,10,1,37,0.57,2.187,10,8.8724
3.0,3,14,2,74,0.625,3.0012,10,8.8935
3.0,2,16,2,62,0.7125,4.0512,10,8.9009
3.0,8,12,1,51,0.5875,2.0262,10,8.8308
3.0,10,2,1,11,0.51375,1.8912,10,8.913
3.0,7,2,2,36,0.5225,2.187,10,8.9251
3.0,7,6,1,68,0.545,2.187,10,8.9016
3.0,6,4,2,21,0.545,2.2512,10,8.907
3.0,3,14,2,66,0.625,3.0012,10,8.8935
3.0,6,16,2,37,0.7125,2.2512,10,8.6998
3.0,8,14,1,85,0.5875,2.0262,10,8.8308
3.0,9,10,2,61,0.5875,2.0014,10,8.8264
3.0,4,14,1,46,0.5875,2.7012,10,8.9014
3.0,8,12,1,2,0.5875,2.0262,10,8.8308
3.0,5,4,2,45,0.545,2.3412,10,8.9134
3.0,1,6,2,31,0.57,6.3012,10,8.9838
3.0,10,8,1,30,0.57,1.8912,10,8.8347
3.0,9,10,2,62,0.5875,2.0014,10,8.8264
3.0,3,14,1,37,0.5875,3.0012,10,8.9195
3.0,6,16,2,43,0.7125,2.2512,10,8.6998
3.0,7,14,2,46,0.625,2.1871,10,8.8047
3.0,7,12,2,79,0.625,2.187,10,8.8065
3.0,1,2,1,17,0.51375,6.3012,10,8.9956
3.0,9,10,1,94,0.57,2.0014,10,8.8504
3.0,6,14,1,24,0.5875,2.2512,10,8.8596
3.0,8,10,1,3,0.57,2.0262,10,8.8544
3.0,2,14,2,42,0.625,4.0512,10,8.9404
3.0,2,12,1,59,0.5875,4.0512,10,8.955
3.0,2,8,2,21,0.5875,4.0512,10,8.955
3.0,2,4,3,73,0.545,4.0512,10,8.97
3.0,1,14,1,89,0.5875,6.3012,10,8.9812
3.0,9,6,1,16,0.545,2.0014,10,8.8831
3.0,4,6,3,28,0.57,2.7012,10,8.9153
3.0,9,4,2,35,0.545,2.0014,10,8.8831
3.0,6,8,1,39,0.57,2.2512,10,8.8807
3.0,6,2,1,78,0.51375,2.2512,10,8.9376
3.0,7,14,1,2,0.5875,2.187,10,8.8532
3.0,4,4,2,83,0.545,2.7012,10,8.9341
3.0,8,16,2,54,0.7125,2.0262,10,8.6369
3.0,7,14,1,70,0.5875,2.1871,10,8.8529
3.0,2,4,3,53,0.545,4.0512,10,8.97
3.0,1,16,3,88,0.75,6.3012,10,8.9502
3.0,5,10,1,76,0.57,2.3412,10,8.8889
3.0,8,10,2,50,0.5875,2.0262,10,8.8308
3.0,6,8,1,66,0.57,2.2512,10,8.8791
3.0,7,12,1,81,0.5875,2.1871,10,8.8529
3.0,3,6,1,77,0.545,3.0012,10,8.9463
3.0,4,6,3,4,0.57,2.7012,10,8.9153
3.0,2,8,1,77,0.57,4.0512,10,8.9614
3.0,7,14,1,44,0.5875,2.1849,10,8.8621
3.0,8,2,2,50,0.5225,2.0262,10,8.9134
3.0,7,16,1,6,0.625,2.187,10,8.8065
3.0,7,4,2,68,0.545,2.187,10,8.9016
3.0,5,12,3,86,0.625,2.3412,10,8.8294
3.0,8,6,1,19,0.545,2.0262,10,8.8864
3.0,6,14,1,41,0.5875,2.2512,10,8.8612
3.0,7,14,2,5,0.625,2.1849,10,8.8138
3.0,5,14,3,85,0.7125,2.3412,10,8.7203
3.0,1,14,3,76,0.7125,6.3012,10,8.9583
3.0,3,6,2,98,0.57,3.0012,10,8.9309
3.0,5,8,3,77,0.5875,2.3412,10,8.8708
3.0,10,4,1,16,0.535,1.8912,10,8.8847
3.0,8,14,2,34,0.625,2.0262,10,8.7772
3.0,7,2,3,11,0.5225,2.1871,10,8.9247
3.0,10,8,1,32,0.57,1.8912,10,8.8347
3.0,9,14,1,18,0.5875,2.0014,10,8.8264
3.0,9,14,3,22,0.7125,2.0014,10,8.6282
3.0,2,12,1,51,0.5875,4.0512,10,8.955
3.0,7,4,2,81,0.545,2.1871,10,8.9012
3.0,10,4,3,56,0.545,1.8912,10,8.8709
3.0,2,12,1,64,0.5875,4.0512,10,8.955
3.0,3,8,3,63,0.5875,3.0012,10,8.9196
3.0,3,12,1,12,0.5875,3.0012,10,8.9195
3.0,7,16,3,15,0.75,2.187,10,8.6252
3.0,7,12,2,44,0.625,2.1849,10,8.8152
3.0,4,14,1,30,0.5875,2.7012,10,8.9014
3.0,6,12,2,87,0.625,2.2512,10,8.8168
3.0,10,14,3,13,0.7125,1.8912,10,8.5898
3.0,1,14,2,91,0.625,6.3012,10,8.975
3.0,6,2,1,15,0.51375,2.2512,10,8.9376
3.0,5,16,1,93,0.625,2.3412,10,8.8294
3.0,10,6,1,47,0.545,1.8912,10,8.8709
3.0,6,12,2,7,0.625,2.2512,10,8.8168
3.0,9,14,2,77,0.625,2.0013,10,8.7719
3.0,5,10,2,25,0.5875,2.3412,10,8.8708
3.0,2,10,2,24,0.5875,4.0512,10,8.955
3.0,9,2,3,39,0.5225,2.0013,10,8.9112
3.0,3,14,1,53,0.5875,3.0012,10,8.9195
3.0,3,2,3,12,0.5225,3.0012,10,8.9592
3.0,6,10,1,17,0.57,2.2512,10,8.8806
3.0,1,14,3,36,0.7125,6.3012,10,8.9583
3.0,7,2,3,43,0.5225,2.187,10,8.925
3.0,2,2,1,62,0.51375,4.0512,10,8.9799
3.0,3,8,3,33,0.5875,3.0012,10,8.9195
3.0,3,14,1,66,0.5875,3.0012,10,8.9195
3.0,6,10,1,15,0.57,2.2512,10,8.8806
3.0,2,14,2,24,0.625,4.0512,10,8.9404
3.0,8,12,1,15,0.5875,2.0262,10,8.8308
3.0,7,12,2,19,0.625,2.187,10,8.8051
3.0,9,10,3,67,0.625,2.0014,10,8.7716
3.0,3,2,1,72,0.51375,3.0012,10,8.9641
3.0,3,4,1,81,0.535,3.0012,10,8.9522
3.0,9,4,3,29,0.545,1.9997,10,8.8907
3.0,4,6,1,8,0.545,2.7012,10,8.9341
3.0,5,8,2,62,0.5875,2.3412,10,8.8708
3.0,7,12,2,75,0.625,2.187,10,8.8065
3.0,7,10,3,96,0.625,2.187,10,8.8051
3.0,9,6,2,91,0.57,2.0014,10,8.8504
3.0,7,16,2,28,0.7125,2.187,10,8.6821
3.0,7,16,1,42,0.625,2.187,10,8.8065
3.0,2,4,2,35,0.545,4.0512,10,8.97
3.0,10,8,2,51,0.5875,1.8912,10,8.808
3.0,9,14,1,62,0.5875,2.0014,10,8.8264
3.0,8,6,1,47,0.545,2.0262,10,8.8864
3.0,4,8,2,26,0.5875,2.7012,10,8.9014
3.0,2,6,2,26,0.57,4.0512,10,8.9614
3.0,1,8,3,66,0.5875,6.3012,10,8.9812
3.0,2,6,3,73,0.57,4.0512,10,8.9614
3.0,9,16,1,53,0.625,2.0014,10,8.7716
3.0,3,8,1,36,0.57,3.0012,10,8.931
3.0,2,2,2,28,0.5225,4.0512,10,8.9772
3.0,2,10,3,73,0.625,4.0512,10,8.9404
3.0,6,6,2,30,0.57,2.2512,10,8.8807
3.0,7,16,1,48,0.625,2.187,10,8.8065
3.0,4,6,2,88,0.57,2.7012,10,8.9153
3.0,10,2,2,79,0.5225,1.8912,10,8.9016
3.0,7,2,3,10,0.5225,2.1849,10,8.9328
3.0,6,14,1,20,0.5875,2.2512,10,8.8612
3.0,1,14,1,37,0.5875,6.3012,10,8.9812
3.0,2,10,2,87,0.5875,4.0512,10,8.955
3.0,6,4,3,67,0.545,2.2512,10,8.907
3.0,6,14,1,89,0.5875,2.2512,10,8.8612
3.0,6,2,2,33,0.5225,2.2512,10,8.9277
3.0,6,16,2,3,0.7125,2.2512,10,8.6998
3.0,8,6,2,50,0.57,2.0262,10,8.8544
3.0,9,12,2,52,0.625,2.0014,10,8.7716
3.0,6,10,3,73,0.625,2.2512,10,8.8168
3.0,2,8,2,15,0.5875,4.0512,10,8.955
3.0,8,4,2,26,0.545,2.0262,10,8.8864
3.0,7,8,1,54,0.57,2.187,10,8.8737
3.0,1,10,3,73,0.625,6.3012,10,8.975
3.0,6,12,3,56,0.625,2.2512,10,8.8168
3.0,10,10,3,46,0.625,1.8912,10,8.7476
3.0,2,4,2,44,0.545,4.0512,10,8.97
3.0,7,4,3,71,0.545,2.187,10,8.9016
3.0,7,8,2,45,0.5875,2.187,10,8.8532
3.0,10,2,2,70,0.5225,1.8912,10,8.9016
3.0,10,12,2,65,0.625,1.8912,10,8.7476
3.0,2,4,2,25,0.545,4.0512,10,8.97
3.0,6,14,2,4,0.625,2.2512,10,8.8168
3.0,3,8,3,61,0.5875,3.0012,10,8.9195
3.0,3,6,1,39,0.545,3.0012,10,8.9463
3.0,9,10,1,65,0.57,2.0014,10,8.8504
3.0,7,2,2,94,0.5225,2.1871,10,8.9247
3.0,10,6,1,79,0.545,1.8912,10,8.8709
3.0,5,16,2,50,0.7125,2.3412,10,8.7203
3.0,4,8,2,72,0.5875,2.7012,10,8.9014
3.0,8,6,2,38,0.57,2.0262,10,8.8544
3.0,1,16,2,46,0.7125,6.3012,10,8.9583
3.0,10,12,2,36,0.625,1.8912,10,8.7476
3.0,5,4,2,96,0.545,2.3412,10,8.9134
3.0,2,14,3,91,0.7125,4.0512,10,8.9009
3.0,7,10,3,28,0.625,2.187,10,8.8051
3.0,1,6,2,23,0.57,6.3012,10,8.9839
3.0,10,2,1,48,0.51375,1.8912,10,8.913
3.0,7,14,2,81,0.625,2.1871,10,8.8061
3.0,6,8,3,45,0.5875,2.2512,10,8.8612
3.0,1,16,3,58,0.75,6.3012,10,8.9502
3.0,4,10,3,85,0.625,2.7012,10,8.8697
3.0,9,2,3,41,0.5225,2.0013,10,8.9112
3.0,4,2,3,85,0.5225,2.7012,10,8.9499
3.0,1,4,3,12,0.545,6.3012,10,8.9876
3.0,10,6,3,28,0.57,1.8912,10,8.8347
3.0,8,2,1,86,0.51375,2.0262,10,8.9235
3.0,5,10,3,97,0.625,2.3412,10,8.8294
3.0,1,2,1,81,0.51375,6.3012,10,8.9916
3.0,2,10,3,100,0.625,4.0512,10,8.9404
3.0,7,6,2,55,0.57,2.187,10,8.8724
3.0,10,2,3,91,0.5225,1.8912,10,8.9016
3.0,10,12,3,10,0.625,1.8912,10,8.7476
3.0,2,14,3,11,0.7125,4.0512,10,8.9009
3.0,8,6,1,84,0.545,2.0262,10,8.8864
3.0,5,12,1,75,0.5875,2.3412,10,8.8708
3.0,10,8,2,79,0.5875,1.8912,10,8.808
3.0,2,16,1,68,0.625,4.0512,10,8.9404
3.0,5,12,3,25,0.625,2.3412,10,8.8294
3.0,6,4,3,58,0.545,2.2512,10,8.907
3.0,9,16,3,56,0.75,2.0014,10,8.5607
3.0,9,6,3,100,0.57,2.0014,10,8.8504
3.0,10,2,2,43,0.5225,1.8912,10,8.9016
3.0,1,16,3,7,0.75,6.3012,10,8.9503
3.0,8,6,3,15,0.57,2.0262,10,8.8544
3.0,6,8,2,89,0.5875,2.2512,10,8.8612
3.0,3,10,3,66,0.625,3.0012,10,8.8935
3.0,1,8,3,39,0.5875,6.3012,10,8.9812
3.0,8,12,1,93,0.5875,2.0262,10,8.8308
3.0,2,14,2,78,0.625,4.0512,10,8.9404
3.0,4,16,3,14,0.75,2.7012,10,8.745
3.0,7,4,2,55,0.545,2.187,10,8.9002
3.0,6,14,3,91,0.7125,2.2512,10,8.6998
3.0,5,8,3,10,0.5875,2.3412,10,8.8708
3.0,6,6,3,62,0.57,2.2512,10,8.8806
3.0,5,16,3,59,0.75,2.3412,10,8.6684
3.0,2,2,1,46,0.51375,4.0512,10,8.9799
3.0,2,2,1,23,0.51375,4.0512,10,8.98
3.0,4,10,3,23,0.625,2.7012,10,8.8697
3.0,5,16,2,99,0.7125,2.3412,10,8.7203
3.0,5,16,2,14,0.7125,2.3412,10,8.7203
3.0,4,12,2,93,0.625,2.7012,10,8.8697
3.0,1,8,2,76,0.5875,6.3012,10,8.9812
3.0,8,8,3,20,0.5875,2.0262,10,8.8308
3.0,9,6,2,1,0.57,2.0013,10,8.8508
3.0,6,6,2,94,0.57,2.2512,10,8.8791
3.0,6,6,3,2,0.57,2.2512,10,8.8806
3.0,3,12,1,72,0.5875,3.0012,10,8.9196
3.0,3,8,1,16,0.57,3.0012,10,8.9309
3.0,4,12,1,63,0.5875,2.7012,10,8.9014
3.0,3,8,2,80,0.5875,3.0012,10,8.9195
3.0,3,8,3,13,0.5875,3.0012,10,8.9195
3.0,1,12,1,100,0.5875,6.3012,10,8.9812
3.0,2,10,2,50,0.5875,4.0512,10,8.955
3.0,5,4,1,73,0.535,2.3412,10,8.9228
3.0,10,10,2,69,0.5875,1.8912,10,8.808
3.0,10,6,2,13,0.57,1.8912,10,8.8347
3.0,1,10,3,85,0.625,6.3012,10,8.975
3.0,6,2,3,16,0.5225,2.2512,10,8.9293
3.0,1,2,1,22,0.51375,6.3012,10,8.9916
3.0,4,6,1,64,0.545,2.7012,10,8.9341
3.0,2,12,3,45,0.625,4.0512,10,8.9404
3.0,5,8,3,53,0.5875,2.3412,10,8.8708
3.0,2,4,1,36,0.535,4.0512,10,8.9733
3.0,4,10,1,72,0.57,2.7012,10,8.9153
3.0,4,12,2,76,0.625,2.7012,10,8.8697
3.0,3,4,1,100,0.535,3.0012,10,8.9521
3.0,10,16,2,21,0.7125,1.8912,10,8.5898
3.0,4,12,3,87,0.625,2.7012,10,8.8697
3.0,10,4,1,20,0.535,1.8912,10,8.8847
3.0,3,12,1,60,0.5875,3.0012,10,8.9195
3.0,2,10,2,89,0.5875,4.0512,10,8.955
3.0,1,6,1,8,0.545,6.3012,10,8.9875
3.0,10,8,2,9,0.5875,1.8912,10,8.808
3.0,6,8,2,5,0.5875,2.2512,10,8.8597
3.0,1,8,3,70,0.5875,6.3012,10,8.9812
3.0,6,4,2,5,0.545,2.2512,10,8.9055
3.0,8,8,2,92,0.5875,2.0262,10,8.8308
3.0,8,16,3,44,0.75,2.0262,10,8.5707
3.0,5,10,1,44,0.57,2.3412,10,8.8889
3.0,2,10,2,6,0.5875,4.0512,10,8.955
3.0,4,2,2,23,0.5225,2.7012,10,8.95
3.0,6,6,3,79,0.57,2.2512,10,8.8807
3.0,2,8,1,10,0.57,4.0512,10,8.9614
3.0,6,4,3,4,0.545,2.2512,10,8.907
3.0,2,14,3,21,0.7125,4.0512,10,8.9009
3.0,5,10,1,92,0.57,2.3412,10,8.8889
3.0,3,16,3,62,0.75,3.0012,10,8.7906
3.0,6,14,1,12,0.5875,2.2512,10,8.8612
3.0,4,2,2,98,0.5225,2.7012,10,8.9499
3.0,7,10,2,45,0.5875,2.187,10,8.8532
3.0,5,16,2,69,0.7125,2.3412,10,8.7203
3.0,1,4,1,13,0.535,6.3012,10,8.9888
3.0,2,8,1,53,0.57,4.0512,10,8.9614
3.0,7,14,3,99,0.7125,2.187,10,8.6834
3.0,3,4,3,90,0.545,3.0012,10,8.9463
3.0,4,4,1,1,0.535,2.7012,10,8.9469
3.0,9,14,3,35,0.7125,2.0014,10,8.6282
3.0,5,12,3,98,0.625,2.3412,10,8.8294
3.0,7,16,3,100,0.75,2.187,10,8.6252
3.0,3,16,1,87,0.625,3.0012,10,8.8935
3.0,2,16,2,61,0.7125,4.0512,10,8.9009
3.0,5,10,2,70,0.5875,2.3412,10,8.8708
3.0,6,4,2,64,0.545,2.2512,10,8.907
3.0,6,4,3,84,0.545,2.2512,10,8.907
3.0,4,4,3,32,0.545,2.7012,10,8.9341
3.0,3,14,3,27,0.7125,3.0012,10,8.824
3.0,9,4,3,83,0.545,2.0013,10,8.8835
3.0,5,4,1,18,0.535,2.3412,10,8.9228
3.0,8,8,2,92,0.5875,2.0262,10,8.8308
3.0,3,4,2,23,0.545,3.0012,10,8.9463
3.0,3,6,1,18,0.545,3.0012,10,8.9463
3.0,4,16,3,74,0.75,2.7012,10,8.745
3.0,6,4,1,2,0.535,2.2512,10,8.9171
3.0,9,12,3,30,0.625,2.0014,10,8.7716
3.0,8,10,1,88,0.57,2.0262,10,8.8544
3.0,3,6,1,88,0.545,3.0012,10,8.9463
3.0,2,12,3,75,0.625,4.0512,10,8.9404
3.0,8,12,3,37,0.625,2.0262,10,8.7772
3.0,10,10,3,96,0.625,1.8912,10,8.7476
3.0,9,8,2,53,0.5875,2.0014,10,8.8264
3.0,7,4,2,50,0.545,2.187,10,8.9016
3.0,9,10,1,13,0.57,2.0014,10,8.8504
3.0,7,4,2,75,0.545,2.187,10,8.9016
3.0,7,6,3,36,0.57,2.187,10,8.8737
3.0,1,12,3,9,0.625,6.3012,10,8.975
3.0,8,2,3,89,0.5225,2.0262,10,8.9134
3.0,6,14,1,21,0.5875,2.2512,10,8.8612
3.0,1,12,1,75,0.5875,6.3012,10,8.9812
3.0,6,6,3,83,0.57,2.2512,10,8.8807
3.0,6,2,1,68,0.51375,2.2512,10,8.9376
3.0,8,16,3,41,0.75,2.0262,10,8.5707
3.0,2,8,3,60,0.5875,4.0512,10,8.955
3.0,7,16,1,32,0.625,2.187,10,8.8051
3.0,3,16,3,98,0.75,3.0012,10,8.7906
3.0,2,14,2,57,0.625,4.0512,10,8.9404
3.0,3,12,1,68,0.5875,3.0012,10,8.9195
3.0,9,2,3,14,0.5225,2.0014,10,8.9108
3.0,2,12,1,98,0.5875,4.0512,10,8.955
3.0,7,16,1,11,0.625,2.1871,10,8.8061
