Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
1.3,8,1,0,2600,0.9,6,1,0,0.64655,9,7.8391
1.3,6,1,1,900,0.9,12,1,0,1.2141,9,5.5596
1.3,10,1,1,1450,0.8,6,1,0,0.84005,9,4.8211
1.3,2,0,0,3400,0.3,14,3,0,2.7513,9,7.3602
1.3,6,0,0,1650,1,6,1,0,1.4241,9,4.7608
1.3,6,1,0,400,0.9,12,1,0,0.90811,9,7.433
1.3,7,0,1,3950,0.5,6,2,0,5.8233,9,0.99355
1.3,1,0,1,3600,0.2,12,1,0,5.2476,9,7.8082
1.3,8,1,0,2400,0.4,6,3,0,0.67322,9,7.5198
1.3,9,1,1,2450,0.3,4,2,0,0.87426,9,5.1472
1.3,8,0,1,2000,1,8,3,0,4.1369,9,1.2237
1.3,6,1,0,3900,1,4,1,0,0.80937,9,8.4081
1.3,3,1,0,1250,0.9,6,2,0,1.5974,9,8.4732
1.3,1,0,1,450,0.6,8,1,0,4.6859,9,8.7543
1.3,8,1,0,1500,0.6,4,1,0,0.62187,9,8.1884
1.3,6,1,1,1450,0.8,8,3,0,1.2003,9,5.6236
1.3,1,1,0,1350,0.3,4,3,0,4.5771,9,8.8952
1.3,3,0,1,3650,1,10,1,0,3.9758,9,3.4166
1.3,10,0,0,1100,0,10,2,0,0.92565,9,4.3753
1.3,9,0,1,3900,0.9,10,2,0,7.9735,9,0.56437
1.3,5,1,0,1150,0.5,8,3,0,1.0443,9,7.7564
1.3,1,0,0,3350,0.3,10,3,0,4.7991,9,8.4628
1.3,9,0,0,3450,0.2,2,3,0,1.6548,9,2.7193
1.3,1,0,0,2350,0.9,6,2,0,4.7224,9,8.6354
1.3,3,0,1,2250,1,8,3,0,3.0836,9,4.378
1.3,10,0,1,2850,0.2,10,1,0,5.3035,9,0.76364
1.3,8,1,1,2200,0.9,6,1,0,0.95256,9,5.3209
1.3,2,1,1,3400,0.2,4,2,0,2.6243,9,7.7644
1.3,5,1,0,3900,0.3,10,1,0,1.0334,9,7.838
1.3,7,1,0,250,0.8,6,2,0,0.74025,9,7.8159
1.3,2,1,0,250,1,12,2,0,2.4348,9,8.3227
1.3,8,0,0,3100,0.2,14,1,0,1.6278,9,3.11
1.3,3,1,0,3800,1,6,3,0,1.6107,9,8.3813
1.3,9,1,1,1100,0.1,16,3,0,1.0846,9,4.149
1.3,3,1,0,1750,0.3,6,3,0,1.6107,9,8.3813
1.3,3,1,1,1450,0.1,8,3,0,1.9503,9,6.922
1.3,7,1,0,1600,0,4,3,0,0.72001,9,8.0357
1.3,10,0,0,2550,0.2,8,3,0,1.503,9,2.6945
1.3,1,1,0,1950,0.7,6,2,0,4.5974,9,8.8702
1.3,8,1,1,2400,0.6,4,3,0,0.94565,9,5.3535
1.3,1,0,1,3150,0.1,16,3,0,5.2734,9,7.6841
1.3,2,0,0,2800,0.2,12,3,0,2.654,9,7.6301
1.3,1,1,0,500,0.2,16,1,0,4.7075,9,8.6939
1.3,4,1,0,1400,0.3,10,2,0,1.2807,9,7.9061
1.3,6,1,0,1850,0.1,4,1,0,0.80937,9,8.4081
1.3,5,0,1,3250,0.6,6,1,0,4.0626,9,2.0062
1.3,9,1,0,1450,0.8,10,1,0,0.63342,9,7.1042
1.3,4,0,1,2150,0.7,10,3,0,2.9828,9,3.3944
1.3,10,1,0,1300,0.3,14,2,0,0.66391,9,6.1002
1.3,9,1,0,1300,0.1,16,3,0,0.7786,9,5.7796
1.3,6,0,0,450,1,6,3,0,1.012,9,6.6701
1.3,9,1,1,3900,0.3,14,3,0,1.051,9,4.2815
1.3,3,0,0,2200,0.4,4,3,0,1.8447,9,7.333
1.3,6,1,0,1700,0.8,16,1,0,0.95748,9,7.0498
1.3,5,1,1,200,0,10,2,0,1.3617,9,5.9487
1.3,3,0,1,650,0.5,2,1,0,1.8797,9,7.2786
1.3,3,1,1,2350,0,12,2,0,1.9908,9,6.7813
1.3,6,1,1,3550,0.7,4,3,0,1.1332,9,5.9568
1.3,8,0,1,3400,0.2,14,2,0,5.2773,9,0.95929
1.3,4,0,0,350,0.5,16,2,0,1.4218,9,7.1213
1.3,1,1,1,2450,0.5,2,1,6.9333e-06,4.8782,9,8.416
1.3,9,0,1,2100,0.3,12,1,0,3.9021,9,1.1532
1.3,1,1,0,700,0.8,14,1,0,4.6828,9,8.7446
1.3,5,0,0,1750,0.2,14,1,0,1.3878,9,5.8366
1.3,9,1,1,3100,0.8,14,2,0,1.0199,9,4.4122
1.3,1,1,1,2250,0.4,14,2,0,5.0199,9,8.1004
1.3,6,0,1,2250,0.5,2,2,0,3.2652,9,2.0772
1.3,2,0,0,1700,0.1,12,1,0,2.5106,9,8.1318
1.3,9,1,0,1800,1,6,2,0,0.59739,9,7.5328
1.3,9,0,0,450,0.9,2,2,0,0.76538,9,5.8947
1.3,6,1,0,2300,0.2,8,1,0,0.85874,9,7.8696
1.3,2,1,1,300,1,4,1,0,2.6154,9,7.8424
1.3,8,0,0,3200,0,6,1,0,1.4053,9,3.6066
1.3,3,0,0,1000,1,2,1,0,1.7047,9,8.0259
1.3,3,1,1,3550,0.1,2,1,0,1.8407,9,7.4329
1.3,4,1,1,1700,0.7,10,2,0,1.5867,9,6.3814
1.3,1,1,0,3600,0,4,1,3.2e-06,4.5732,9,8.9773
1.3,1,0,0,850,0,4,1,3.2e-06,4.5894,9,8.9455
1.3,9,0,1,1100,0.2,14,1,0,2.3119,9,1.9464
1.3,3,1,0,3200,0.9,4,3,0,1.5772,9,8.5768
1.3,9,1,0,2000,0.7,14,3,0,0.74502,9,6.0401
1.3,3,0,1,2650,0,6,2,0,2.8115,9,4.8141
1.3,10,1,1,1700,0.6,6,1,0,0.84005,9,4.8211
1.3,8,1,0,3650,0.2,6,3,0,0.67322,9,7.5198
1.3,1,0,0,300,0.7,2,2,3.2e-06,4.5523,9,8.9686
1.3,4,1,1,1050,0.3,6,3,0,1.5417,9,6.5673
1.3,4,1,1,2250,0.3,10,2,0,1.5867,9,6.3814
1.3,7,1,1,2900,0.6,8,2,0,1.0754,9,5.3802
1.3,5,0,1,3500,0.7,12,2,0,4.5128,9,1.7949
1.3,1,0,0,1200,0.9,14,1,0,4.7403,9,8.6385
1.3,2,0,1,700,0.6,10,3,0,2.6839,9,7.5449
1.3,9,1,1,700,0.1,8,3,0,0.9503,9,4.7353
1.3,8,0,0,1800,0.5,2,2,0,1.2441,9,4.0832
1.3,4,0,1,1450,0.9,14,1,0,2.5082,9,4.0368
1.3,9,1,0,2950,0.5,8,1,0,0.60874,9,7.3923
1.3,9,1,0,1300,0.8,12,2,0,0.68478,9,6.5715
1.3,10,1,1,2000,0.1,16,2,0,0.99904,9,4.0539
1.3,7,0,1,2900,0.5,14,2,0,4.5843,9,1.2621
1.3,6,1,1,2700,0.8,14,1,0,1.2388,9,5.4488
1.3,8,1,1,800,1,14,2,0,1.0824,9,4.6771
1.3,8,0,1,2500,0,16,3,0,3.9031,9,1.297
1.3,5,1,0,3100,0.3,4,2,0,0.96826,9,8.3824
1.3,1,1,0,700,0.7,16,3,0,4.7786,9,8.4798
1.3,4,1,0,2450,0.2,16,3,0,1.4036,9,7.2136
1.3,3,1,0,2400,0.7,10,2,0,1.6557,9,8.1539
1.3,3,0,0,2400,1,4,1,0,1.9844,9,6.8828
1.3,6,0,1,2850,0,4,3,0,3.4452,9,1.9592
1.3,9,0,1,3550,0.2,8,3,0,5.9348,9,0.75824
1.3,7,0,1,3650,0.7,4,1,0,5.7012,9,1.0218
1.3,5,1,1,2000,0.5,10,3,0,1.3839,9,5.8531
1.3,8,0,0,2450,0.5,14,2,0,1.6514,9,3.0656
1.3,3,1,0,700,0,12,2,0,1.6848,9,8.0129
1.3,6,0,0,1000,0.5,12,1,0,1.1681,9,5.7786
1.3,7,1,1,250,0.9,16,1,0,1.1563,9,5.0035
1.3,10,1,0,1050,0.4,16,1,0,0.65748,9,6.1599
1.3,2,0,1,750,0.2,6,1,0,2.5695,9,7.9733
1.3,6,0,0,2100,0,10,2,0,1.2744,9,5.2966
1.3,6,1,0,3300,0,2,3,0,0.79358,9,8.5227
1.3,6,0,1,1800,0.2,14,2,0,2.7448,9,2.4592
1.3,1,1,0,3300,0,10,2,0,4.6556,9,8.7467
1.3,3,1,0,3650,0,6,1,0,1.5841,9,8.6066
1.3,2,0,0,1500,0.6,4,2,0,2.4508,9,8.3141
1.3,4,1,1,450,0.4,16,1,0,1.6385,9,6.1795
1.3,10,1,0,200,1,10,1,0,0.58342,9,6.9418
1.3,6,1,0,2150,0.9,16,3,0,1.0286,9,6.5623
1.3,1,0,1,1900,0.3,10,3,0,4.9957,9,8.1298
1.3,5,0,0,3950,0.9,8,1,0,2.135,9,3.8069
1.3,6,0,1,2700,0.1,8,1,0,3.4376,9,1.9659
1.3,2,1,0,1900,0.3,6,2,0,2.3474,9,8.6683
1.3,10,1,1,700,0,12,1,0,0.91411,9,4.4305
1.3,4,0,0,3300,0.2,4,3,0,1.6684,9,6.0719
1.3,7,0,1,400,0.7,16,3,0,1.4585,9,3.9668
1.3,10,1,0,200,0.5,16,2,0,0.69304,9,5.8438
1.3,3,1,1,2300,0.3,8,3,0,1.9503,9,6.922
1.3,3,0,0,3000,0.7,2,3,0,1.9948,9,6.7978
1.3,1,1,1,3550,0.1,10,2,0,4.9616,9,8.2072
1.3,4,0,0,2950,0.4,16,2,0,1.8568,9,5.453
1.3,5,0,0,2650,0.5,10,2,0,1.6456,9,4.9221
1.3,8,0,1,2200,1,12,2,0,4.5221,9,1.1195
1.3,8,0,0,3500,0.9,16,2,0,2.408,9,2.1023
1.3,3,0,0,550,0.7,4,3,0,1.6497,9,8.1998
1.3,4,1,1,2650,0.9,10,1,0,1.5644,9,6.4941
1.3,8,1,0,1750,1,6,1,0,0.64655,9,7.8391
1.3,8,0,1,2200,0.7,16,3,0,4.286,9,1.1812
1.3,4,1,1,1350,0.4,6,2,0,1.5284,9,6.6292
1.3,3,1,0,1650,0.4,8,1,0,1.6087,9,8.4604
1.3,9,1,1,2000,1,4,2,0,0.87426,9,5.1472
1.3,5,0,0,1400,0.6,8,2,0,1.3578,9,5.9657
1.3,10,1,1,2400,0.4,2,1,0,0.79069,9,5.1696
1.3,6,0,1,1350,0.9,2,3,0,2.4717,9,2.7363
1.3,10,0,1,1200,0.1,6,3,0,2.4689,9,1.6404
1.3,9,0,0,3500,0.5,4,3,0,1.9922,9,2.2589
1.3,4,1,1,2000,0,2,3,0,1.4746,9,6.8919
1.3,9,0,0,400,0,4,2,0,0.66701,9,6.7465
1.3,10,1,0,1150,0.8,4,3,0,0.52715,9,7.6828
1.3,4,1,1,3850,0.6,4,1,0,1.4904,9,6.8652
1.3,2,1,0,1050,0.7,8,2,0,2.3765,9,8.5503
1.3,9,1,1,1400,0.2,2,3,0,0.84958,9,5.2968
1.3,9,0,1,3250,0,12,3,0,5.1943,9,0.86634
1.3,4,1,0,500,0.2,4,3,0,1.2022,9,8.4269
1.3,4,1,1,1250,0.9,14,1,0,1.6138,9,6.274
1.3,5,1,0,550,0.3,16,2,0,1.143,9,7.0864
1.3,2,0,1,3400,0.1,16,2,0,3.5695,9,5.673
1.3,2,0,1,550,0.8,8,1,0,2.5717,9,7.9571
1.3,3,1,0,1150,0.4,16,1,0,1.7075,9,7.9156
1.3,4,1,0,2600,0.5,10,1,0,1.2584,9,8.0732
1.3,1,1,1,2500,0.5,8,1,0,4.9147,9,8.3466
1.3,7,1,0,2700,0.6,10,1,0,0.77628,9,7.4531
1.3,10,0,0,250,1,10,2,0,0.74565,9,5.4315
1.3,1,1,1,3250,0.5,14,3,0,5.051,9,8.0275
1.3,10,0,1,3450,0.7,12,3,0,7.4207,9,0.54577
1.3,7,0,0,3500,0.3,6,1,0,1.6769,9,3.4591
1.3,1,1,0,3700,0.2,8,1,0,4.6087,9,8.9008
1.3,5,0,0,1600,0.7,6,1,0,1.3866,9,5.8781
1.3,4,0,0,950,0.8,4,2,0,1.3895,9,7.3119
1.3,4,1,1,400,0.8,12,1,0,1.5891,9,6.3789
1.3,3,1,1,3350,0.2,16,2,0,2.049,9,6.5885
1.3,1,1,1,1800,0.8,4,1,3.2e-06,4.8792,9,8.4143
1.3,9,1,1,3100,0,12,3,0,1.0175,9,4.4228
1.3,3,0,0,3400,0.1,4,3,0,1.9047,9,7.102
1.3,3,0,0,1850,0.7,8,1,0,1.8837,9,7.2253
1.3,5,0,0,1550,0.8,10,2,0,1.4694,9,5.5125
1.3,8,1,1,3900,0.1,14,3,0,1.1135,9,4.5464
1.3,2,1,0,2800,0.4,4,2,0,2.3183,9,8.7893
1.3,8,1,1,850,0.5,16,2,0,1.1115,9,4.5545
1.3,6,0,0,3750,0.1,4,1,0,1.5419,9,4.4137
1.3,8,0,0,1200,0.5,8,1,0,1.0962,9,4.6181
1.3,1,1,1,1250,0.4,6,2,0,4.9034,9,8.3166
1.3,5,1,0,3250,0,12,3,0,1.1115,9,7.2878
1.3,10,1,1,2250,0.3,2,2,0,0.79513,9,5.1038
1.3,10,0,0,1050,0,16,1,0,0.96248,9,4.2079
1.3,8,1,0,2850,0.8,6,1,0,0.64655,9,7.8391
1.3,3,0,1,3250,0.8,4,2,0,3.5284,9,3.8446
1.3,1,0,0,250,0.9,12,3,0,4.7165,9,8.6041
1.3,2,0,0,1050,0.1,10,2,0,2.4632,9,8.2377
1.3,8,1,1,1550,0.3,16,3,0,1.1471,9,4.4133
1.3,4,1,1,3700,0.6,6,2,0,1.5284,9,6.6292
1.3,9,0,1,3450,0.1,6,1,0,5.5278,9,0.81406
1.3,6,1,0,3900,0.3,10,1,0,0.88343,9,7.6407
1.3,2,0,0,1200,0.1,12,3,0,2.5302,9,8.0033
1.3,6,1,0,550,0.6,14,3,0,0.99503,9,6.7837
1.3,9,0,1,650,0.7,6,3,0,1.7558,9,2.563
1.3,5,1,1,1300,0.1,14,1,0,1.3888,9,5.8324
1.3,9,1,0,1700,0,4,2,0,0.56826,9,7.9189
1.3,1,0,0,2300,0.6,8,2,0,4.7253,9,8.6242
1.3,4,1,1,3150,0.1,2,1,0,1.4657,9,6.997
1.3,5,0,1,2950,0,2,1,0,3.1903,9,2.5699
1.3,5,0,1,2650,0.8,8,3,0,3.722,9,2.1762
1.3,4,0,0,1150,0.3,14,1,0,1.4778,9,6.8514
1.3,5,1,0,1150,0.9,8,2,0,1.0265,9,7.8907
1.3,3,1,0,2750,0.7,10,3,0,1.6779,9,8.0459
1.3,2,0,1,3550,0.8,14,3,0,3.9221,9,5.1631
1.3,9,1,0,3850,0.8,12,3,0,0.71145,9,6.3251
1.3,5,0,0,200,1,14,3,0,1.195,9,6.7781
1.3,6,1,1,800,0.6,16,3,0,1.3346,9,5.0577
1.3,5,1,1,1500,1,8,1,0,1.3147,9,6.1819
1.3,4,1,0,1700,0.7,12,3,0,1.3365,9,7.576
1.3,6,0,1,1650,0.8,12,1,0,2.9047,9,2.3238
1.3,6,0,0,900,0.2,8,1,0,1.0437,9,6.4747
1.3,2,1,1,3100,0.5,16,3,0,2.8346,9,7.1439
1.3,5,0,1,1800,0.1,12,2,0,2.5097,9,3.2275
1.3,9,0,1,2400,0,12,1,0,3.9674,9,1.1343
1.3,6,1,0,3350,0.8,2,1,0,0.78469,9,8.7028
1.3,3,0,0,3150,1,6,2,0,2.1611,9,6.2629
1.3,10,0,0,800,0,8,1,0,0.78874,9,5.1348
1.3,8,0,0,1350,0.9,2,2,0,1.2104,9,4.197
1.3,2,0,1,2250,0.7,2,2,0,3.1578,9,6.4613
1.3,6,1,0,3050,1,6,3,0,0.86073,9,7.8422
1.3,1,1,1,1750,0.6,12,3,0,5.0175,9,8.0879
1.3,8,1,0,550,0.4,6,2,0,0.65989,9,7.6717
1.3,9,1,1,3200,0.4,2,3,0,0.84958,9,5.2968
1.3,4,1,1,200,0.2,4,3,0,1.5082,9,6.7171
1.3,6,0,1,800,0.6,10,2,0,1.8024,9,3.7449
1.3,3,1,1,3650,0.7,10,2,0,1.9617,9,6.882
1.3,6,0,0,3900,0.8,10,3,0,2.1929,9,3.0782
1.3,2,0,0,1200,0.9,8,3,0,2.5193,9,8.0422
1.3,9,0,1,3900,0.1,12,2,0,6.2776,9,0.71683
1.3,3,1,1,2600,0.4,14,3,0,2.051,9,6.5821
1.3,10,0,1,1550,0.9,12,2,0,3.8606,9,1.0491
1.3,8,0,1,450,0.1,8,1,0,1.2382,9,4.0886
1.3,8,0,0,1850,0.7,4,2,0,1.3783,9,3.6731
1.3,7,1,0,3850,0,4,2,0,0.71112,9,8.1361
1.3,2,0,1,2950,0.4,2,3,0,3.3308,9,6.1118
1.3,7,0,1,3700,0.2,10,3,0,5.1025,9,1.1339
1.3,3,0,1,2300,0.6,14,3,0,3.0484,9,4.4286
1.3,4,0,0,1700,0.9,6,2,0,1.6024,9,6.323
1.3,6,0,1,2800,0.2,4,1,0,3.5794,9,1.9013
1.3,7,1,1,2300,0.6,12,1,0,1.107,9,5.2266
1.3,1,1,1,700,0.7,14,2,0,5.0199,9,8.1004
1.3,5,0,1,2500,0.6,4,1,0,3.3269,9,2.4573
1.3,2,0,1,950,0.5,14,2,0,2.8043,9,7.2212
1.3,9,0,1,550,1,10,1,0,1.6867,9,2.6679
1.3,3,0,0,3700,0.4,8,1,0,2.0637,9,6.5951
1.3,6,1,0,3700,0,12,3,0,0.96145,9,7.0206
1.3,6,1,0,400,0.7,6,3,0,0.86073,9,7.8422
1.3,3,1,0,1400,0.5,6,1,0,1.5841,9,8.6066
1.3,8,1,0,2900,0.5,10,1,0,0.69592,9,7.2745
1.3,4,1,1,3900,1,14,1,0,1.6138,9,6.274
1.3,10,0,0,1700,0.6,16,2,0,1.5043,9,2.6923
1.3,3,1,1,3100,0.7,10,2,0,1.9617,9,6.882
1.3,9,1,1,650,0.1,8,2,0,0.93252,9,4.8256
1.3,9,1,1,3150,0.2,12,3,0,1.0175,9,4.4228
1.3,8,1,1,650,0.7,6,1,0,0.95256,9,5.3209
1.3,8,0,1,3900,0.9,6,3,0,7.1685,9,0.70621
1.3,10,0,1,1850,0.5,12,2,0,4.0289,9,1.0052
1.3,1,0,1,850,0.9,8,3,0,4.8114,9,8.4488
1.3,7,1,1,3700,0.6,14,2,0,1.1628,9,4.9758
1.3,10,0,0,3600,0.9,8,1,0,2.6187,9,1.5465
1.3,3,0,1,2550,0,12,1,0,2.8216,9,4.8054
1.3,2,1,0,1100,1,8,2,0,2.3765,9,8.5503
1.3,8,0,0,3300,0.2,8,2,0,1.6315,9,3.1029
1.3,6,1,1,200,1,4,2,0,1.1243,9,6.0081
1.3,10,0,0,3850,1,6,2,0,2.8699,9,1.4112
1.3,2,0,1,1050,1,8,2,0,2.8181,9,7.2106
1.3,1,0,1,2500,0.3,4,2,0,4.9873,9,8.1824
1.3,4,1,1,950,0,8,1,0,1.5397,9,6.6143
1.3,9,0,0,2900,0.8,12,1,0,2.0694,9,2.1746
1.3,7,1,0,3650,0.9,2,2,0,0.68199,9,8.5178
1.3,7,0,0,3150,1,10,3,0,2.1495,9,2.6917
1.3,2,0,0,3000,0.9,8,3,0,2.7293,9,7.4234
1.3,5,0,0,4000,0.9,6,3,0,2.152,9,3.764
1.3,8,1,0,1050,0.5,16,2,0,0.80554,9,6.2846
1.3,3,0,0,2450,0.5,12,1,0,1.9781,9,6.8546
1.3,8,0,0,250,0.8,8,2,0,0.78777,9,6.4264
1.3,9,0,1,1150,0.3,8,3,0,2.4131,9,1.8649
1.3,5,0,1,2250,0.1,14,2,0,2.8994,9,2.7937
1.3,8,0,1,550,0.8,2,1,0,1.479,9,3.4589
1.3,8,1,1,3350,0.9,6,2,0,0.96589,9,5.2413
1.3,7,0,0,3400,0.4,14,1,0,1.8207,9,3.1778
1.3,10,0,1,3850,0.9,8,3,0,8.6129,9,0.47022
1.3,5,0,0,800,0.1,10,1,0,1.1547,9,7.015
1.3,1,1,1,1700,0.7,2,2,3.2e-06,4.8533,9,8.4123
1.3,6,0,1,300,0.7,8,2,0,1.215,9,5.5556
1.3,3,0,0,1150,0.3,12,1,0,1.7831,9,7.6043
1.3,6,1,0,3700,0,8,1,0,0.85874,9,7.8696
1.3,6,0,0,1100,0.6,2,1,0,1.0934,9,6.2454
1.3,9,1,1,1400,0.7,4,1,0,0.86537,9,5.2229
1.3,4,0,0,400,0.4,14,2,0,1.3964,9,7.2507
1.3,10,1,1,850,0.5,16,3,0,1.0346,9,3.9146
1.3,9,1,0,3200,0.6,12,1,0,0.65811,9,6.8378
1.3,4,0,0,350,0.4,14,2,0,1.3889,9,7.2899
1.3,9,0,1,1750,0.8,14,2,0,3.8956,9,1.1551
1.3,10,1,0,3950,0.9,2,2,0,0.48913,9,8.2967
1.3,10,1,0,1050,0.1,8,1,0,0.55874,9,7.2485
1.3,5,0,1,2350,0.6,4,2,0,3.1906,9,2.5439
1.3,5,0,0,2500,0.5,14,1,0,1.639,9,4.9419
1.3,4,0,1,2750,0.1,2,2,0,2.9112,9,3.4995
1.3,7,1,0,3800,0.6,2,1,0,0.67754,9,8.634
1.3,1,1,1,1750,0.8,14,2,0,5.0199,9,8.1004
1.3,10,1,1,1350,0.9,10,3,0,0.93388,9,4.3368
1.3,4,0,1,2050,1,10,1,0,3.0059,9,3.3798
1.3,8,0,0,800,0.3,10,1,0,0.93717,9,5.4019
1.3,3,1,0,800,0.2,6,3,0,1.6107,9,8.3813
1.3,2,0,1,3400,0.9,12,3,0,3.8679,9,5.2354
1.3,2,0,0,1150,0.1,14,2,0,2.5289,9,8.0074
1.3,10,0,1,400,0,16,1,0,1.2619,9,3.2095
1.3,4,0,0,3450,0.5,4,3,0,1.8184,9,5.571
1.3,1,1,0,3000,0.6,2,3,0,4.5436,9,8.9681
1.3,5,1,0,3800,0.8,16,2,0,1.143,9,7.0864
1.3,6,0,0,950,0.4,6,2,0,1.0774,9,6.2651
1.3,8,1,0,2450,0,2,2,0,0.60163,9,8.4437
1.3,7,1,1,3850,0.8,8,1,0,1.0576,9,5.4706
1.3,1,1,1,3500,0.3,14,2,0,5.0199,9,8.1004
1.3,8,1,0,2350,0.2,16,2,0,0.80554,9,6.2846
1.3,7,1,0,1550,0.8,4,2,0,0.71112,9,8.1361
1.3,4,0,0,850,0.3,14,1,0,1.429,9,7.0852
1.3,7,1,0,2750,0.1,14,1,0,0.82565,9,7.0075
1.3,7,0,0,3950,0.9,16,1,0,2.4303,9,2.3806
1.3,4,1,0,1150,0.9,4,3,0,1.2022,9,8.4269
1.3,9,1,0,2550,1,8,3,0,0.6443,9,6.9843
1.3,9,0,1,950,0.5,10,2,0,2.2259,9,2.0216
1.3,9,1,0,350,0.3,14,3,0,0.74502,9,6.0401
1.3,8,0,0,3000,0.2,16,1,0,1.6225,9,3.1202
1.3,8,1,0,200,0,8,2,0,0.68902,9,7.3474
1.3,5,1,1,2550,0.4,6,1,0,1.2901,9,6.3178
1.3,10,0,0,1400,0.9,2,1,0,1.2809,9,3.191
1.3,1,1,1,1500,1,6,2,0,4.9034,9,8.3166
1.3,8,0,1,3100,0.5,10,1,0,5.2497,9,0.96434
1.3,3,0,0,2250,1,6,2,0,1.9961,9,6.7806
1.3,3,0,1,3000,1,2,3,0,3.4635,9,3.9153
1.3,8,0,1,1100,1,6,1,0,2.5252,9,2.0071
1.3,7,1,1,3950,0.8,8,2,0,1.0754,9,5.3802
1.3,9,0,1,2500,0.6,4,2,0,4.8393,9,0.92989
1.3,6,0,1,1400,0.2,6,3,0,2.2445,9,3.0074
1.3,9,1,1,2350,0.6,12,1,0,0.96411,9,4.6675
1.3,4,0,0,3000,0.5,4,1,0,1.7181,9,5.9551
1.3,2,0,0,1900,0.3,4,3,0,2.4672,9,8.2383
1.3,6,1,0,1050,0.5,8,2,0,0.87652,9,7.7009
1.3,9,0,1,1300,0.1,12,1,0,2.5157,9,1.7887
1.3,7,1,0,3750,1,10,1,0,0.77628,9,7.4531
1.3,2,0,0,2250,0.9,14,1,0,2.6815,9,7.6032
1.3,9,1,1,700,1,2,1,0,0.84069,9,5.4056
1.3,2,1,1,2050,0.6,12,1,0,2.7141,9,7.5221
1.3,4,0,1,800,0.4,12,2,0,1.8693,9,5.4165
1.3,9,1,1,1400,0.9,14,1,0,0.98879,9,4.551
1.3,10,0,0,800,0,10,3,0,0.85787,9,4.721
1.3,3,0,0,550,0.7,16,3,0,1.8511,9,7.293
1.3,10,1,1,2050,0.2,6,1,0,0.84005,9,4.8211
1.3,4,1,1,2500,0,12,1,0,1.5891,9,6.3789
1.3,3,1,1,1150,0.4,4,3,0,1.8832,9,7.1831
1.3,9,0,0,1050,1,6,2,0,1.1611,9,3.8755
1.3,3,1,1,2300,0.2,4,1,0,1.8654,9,7.3219
1.3,7,0,0,1250,0.5,2,3,0,1.0739,9,5.3937
1.3,3,1,1,2400,1,6,2,0,1.9034,9,7.111
1.3,8,1,1,550,0.8,10,3,0,1.0464,9,4.8381
1.3,10,0,0,2300,0.2,10,3,0,1.4466,9,2.7996
1.3,7,1,0,1350,0.4,14,3,0,0.88788,9,6.5163
1.3,6,0,0,2700,0,12,2,0,1.4123,9,4.7795
1.3,1,1,0,1950,0.7,6,1,0,4.5841,9,8.9539
1.3,1,1,0,3900,0,10,1,0,4.6334,9,8.8474
1.3,8,0,1,1600,0.5,16,1,0,3.1206,9,1.6223
1.3,6,1,0,2250,0.9,12,2,0,0.93478,9,7.221
1.3,7,1,0,3700,0.3,10,1,0,0.77628,9,7.4531
1.3,7,1,0,1900,0.8,14,1,0,0.82565,9,7.0075
1.3,5,1,0,500,0.6,14,2,0,1.1139,9,7.2717
1.3,2,0,0,2350,0.2,14,2,0,2.6227,9,7.7212
1.3,10,1,1,600,0.4,4,3,0,0.83315,9,4.8611
1.3,6,0,0,3600,0.2,14,1,0,1.699,9,3.9728
1.3,8,0,0,2400,0.3,16,1,0,1.5137,9,3.3444
1.3,9,0,1,1150,0,14,2,0,2.2952,9,1.9606
1.3,5,0,1,300,0.4,12,1,0,1.316,9,6.155
1.3,6,0,1,200,0.7,4,3,0,1.0495,9,6.4318
1.3,6,1,0,2550,0.5,8,1,0,0.85874,9,7.8696
1.3,9,1,1,3250,0.1,6,3,0,0.91673,9,4.9088
1.3,10,1,0,2600,0,6,1,0,0.53405,9,7.5835
1.3,6,0,1,3150,0.1,4,2,0,3.8223,9,1.7672
1.3,6,0,0,2550,0.5,10,1,0,1.5672,9,4.3071
1.3,5,0,0,2000,0.4,12,2,0,1.4948,9,5.4189
1.3,2,0,0,2250,0,6,2,0,2.4724,9,8.23
1.3,3,1,1,2500,0.5,12,1,0,1.9641,9,6.9035
1.3,4,1,1,2600,0.4,2,1,0,1.4657,9,6.997
1.3,8,0,1,3850,0.2,2,2,0,5.702,9,0.89091
1.3,3,0,1,1650,0.3,10,2,0,2.4915,9,5.4185
1.3,3,0,0,1550,0.7,8,1,0,1.835,9,7.4173
1.3,1,1,0,2300,1,10,1,0,4.6334,9,8.8474
1.3,3,1,0,2650,0.1,10,1,0,1.6334,9,8.3162
1.3,7,0,0,450,0.4,10,2,0,0.91976,9,6.2905
1.3,6,1,0,400,0.9,12,3,0,0.96145,9,7.0206
1.3,6,1,0,3650,0.1,10,3,0,0.92788,9,7.2747
