Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
2.1,7,1,1,1700,6,0.2,3800,680,7,16,2,0,12.8006,16,8.83808
2.1,4,1,0,2750,9,0.5,8750,512,10,2,1,0,65.1058,16,0.702612
2.1,8,1,0,850,5,0.3,7650,16,8,4,3,0,15.6586,16,1.86551
2.1,7,0,0,7800,2,0.4,2550,696,3,14,1,0,49.2784,16,0.647375
2.1,9,1,1,1550,7,0.2,1100,920,9,14,1,0,12.2634,16,8.8751
2.1,3,0,0,6200,10,0.2,4750,240,10,14,3,0,57.188,16,0.955774
2.1,8,0,1,9900,3,0.7,4650,256,5,12,1,0,12.8183,16,8.89814
2.1,10,0,1,8950,6,0.2,4950,728,6,8,3,0,12.4445,16,8.90507
2.1,4,0,1,2750,10,0.7,5950,48,2,10,3,0,14.638,16,8.89865
2.1,2,0,0,3800,2,0.6,9850,648,8,6,2,0,17.7295,16,4.38292
2.1,1,0,1,7400,6,1,9700,48,8,14,1,0,24.993,16,8.95685
2.1,7,0,1,5500,9,0.2,4250,688,10,6,3,0,13.0926,16,8.93265
2.1,2,1,1,800,5,0.5,1950,160,10,12,1,0,17.8583,16,8.93618
2.1,7,0,1,2950,5,0.2,1900,232,10,4,2,0,13.0501,16,8.96172
2.1,6,1,0,2000,7,1,8300,880,2,14,2,0,100.7261,16,0.3442885
2.1,7,1,1,2950,7,0.9,5950,640,4,8,2,0,12.6841,16,8.91927
2.1,3,0,1,9300,10,0.4,10000,880,6,10,1,0,15.6436,16,8.93611
2.1,9,0,1,9900,7,0,6250,992,4,4,1,0,12.57,16,8.96809
2.1,5,0,0,4400,4,0.9,9700,296,2,16,3,0,96.9425,16,0.391148
2.1,2,0,0,1850,1,0.8,6800,88,4,6,2,0,9.83975,16,9.00359
2.1,1,1,0,1500,2,0.4,3750,304,9,16,2,0,16.9472,16,8.93921
2.1,6,0,1,2050,10,0.1,5300,600,9,8,3,0,13.4045,16,8.91187
2.1,8,1,1,7000,8,0.2,9950,952,6,16,3,0,12.5113,16,8.80897
2.1,1,1,0,6900,10,0.2,3100,984,3,8,3,0,33.5969,16,4.1709
2.1,3,1,1,6150,7,0.2,900,872,3,12,3,0,15.3316,16,8.88353
2.1,2,1,1,6600,4,0.5,2950,384,7,2,1,6.4e-06,17.7418,16,9.00115
2.1,4,0,1,900,5,0.4,5400,416,8,12,1,0,14.6183,16,8.9115
2.1,7,0,1,8800,10,0.1,3650,80,5,12,1,0,13.14,16,8.90044
2.1,8,0,0,7850,10,0.4,900,648,1,8,2,0,318.1423,16,0.09118192
2.1,10,1,1,1800,9,0,3050,696,10,8,2,0,11.9947,16,8.91485
2.1,5,1,1,6000,10,1,3300,24,4,14,2,0,13.4501,16,8.86559
2.1,8,1,1,8950,6,0.4,6750,728,2,16,1,0,12.4401,16,8.85933
2.1,7,1,0,4350,3,1,6100,160,2,14,1,0,90.7056,16,0.354256
2.1,8,0,0,9950,2,0.7,6350,632,1,16,1,0,102.5226,16,0.2829504
2.1,9,0,1,700,2,0.8,6150,264,1,14,1,0,12.6934,16,8.87933
2.1,10,1,0,8150,9,0,500,744,5,4,3,0,23.8093,16,1.0891
2.1,10,1,1,7700,6,0.3,850,624,7,4,2,0,11.9364,16,8.95836
2.1,9,0,0,7500,10,0.7,1000,808,9,8,3,0,580.3704,16,0.0476572
2.1,10,0,1,3200,1,1,7700,616,9,2,3,0,12.3437,16,8.97774
2.1,9,1,1,4000,1,0.3,3850,888,3,6,2,0,12.178,16,8.93734
2.1,4,1,1,9550,10,0.7,6250,584,6,8,1,0,14.1639,16,8.94337
2.1,5,1,1,3000,1,0.6,4750,512,8,16,1,0,13.4436,16,8.86983
2.1,1,1,1,6000,9,0.4,3050,704,4,14,1,0,24.723,16,8.95638
2.1,4,0,1,3950,3,1,4150,888,4,6,1,0,14.5442,16,8.96176
2.1,9,0,0,1100,10,0,2500,488,4,8,1,0,6.19873,16,4.46201
2.1,7,0,0,8500,10,0.5,5400,592,5,14,3,0,381.1154,16,0.08370585
2.1,9,1,1,9100,4,0.1,2500,704,6,2,1,0,12.1153,16,8.98727
2.1,9,0,1,5500,4,0.4,6250,472,5,10,2,0,12.6662,16,8.89836
2.1,3,1,1,4200,9,0.1,4650,304,9,6,2,0,15.2176,16,8.95241
2.1,4,0,0,4100,9,0.5,8150,184,8,12,1,0,103.9427,16,0.435054
2.1,8,0,0,3750,10,0.4,8700,584,6,16,2,0,169.3196,16,0.1713259
2.1,8,0,0,4250,4,0.8,8700,216,5,10,1,0,130.6852,16,0.2219749
2.1,9,0,0,1650,7,0.6,8950,472,7,10,3,0,96.1293,16,0.287725
2.1,1,0,0,5000,4,0,8150,296,7,4,1,3.2e-06,16.9634,16,8.18905
2.1,5,0,0,8100,5,0.9,1350,104,3,2,1,0,207.7473,16,0.182999
2.1,4,1,1,6800,2,0.3,1800,784,6,8,1,0,14.1639,16,8.94337
2.1,10,1,1,4250,2,0.9,6550,256,8,2,3,0,11.9117,16,8.97693
2.1,6,1,1,4150,8,0.4,8200,912,8,10,1,0,12.9736,16,8.91649
2.1,2,0,1,8150,1,0.2,4950,328,10,2,1,6.4e-06,18.1018,16,9.01068
2.1,1,1,0,3900,4,0.8,8450,672,6,16,1,0,28.914,16,4.85596
2.1,7,1,0,9000,3,0.9,1000,752,7,4,3,0,167.1827,16,0.192203
2.1,8,0,1,4400,10,0.1,4550,48,9,6,1,0,12.7442,16,8.95031
2.1,5,0,1,5150,1,0.5,9050,992,2,8,2,0,13.7767,16,8.92587
2.1,2,0,0,6000,10,0.8,3750,736,4,10,2,0,128.2678,16,0.605371
2.1,10,0,1,6300,6,0.3,500,528,6,8,2,0,12.4267,16,8.91781
2.1,9,0,1,4650,4,0.7,6200,344,8,12,2,0,12.6954,16,8.87794
2.1,10,0,0,5050,7,0.9,2800,288,6,2,3,0,382.6847,16,0.06733696
2.1,7,0,1,4700,2,0.8,2300,816,10,6,3,0,13.0926,16,8.93265
2.1,4,0,0,4050,6,0.7,3250,872,9,6,2,0,86.7323,16,0.521326
2.1,4,0,1,6300,1,0.4,8050,800,3,14,3,0,14.7052,16,8.85802
2.1,9,0,0,3000,10,0.1,6800,72,10,16,3,0,46.7714,16,0.591362
2.1,9,0,1,7650,2,0.7,7950,800,2,14,3,0,12.7556,16,8.83601
2.1,6,1,0,7250,2,1,9300,304,6,4,3,0,71.6033,16,0.484319
2.1,7,1,1,8050,7,0,5100,240,6,12,3,0,12.769,16,8.85995
2.1,1,1,0,6700,5,0.1,7850,856,3,2,3,0,20.7829,16,6.74717
2.1,7,1,0,3000,9,0.2,9450,872,3,2,3,0,52.6572,16,0.610358
2.1,9,1,0,5050,7,0.7,4250,576,7,8,1,0,262.9815,16,0.1058585
2.1,8,1,1,3650,5,0,1900,464,1,2,1,0,12.2673,16,8.98847
2.1,2,0,0,3600,7,0.5,8450,352,3,8,2,0,42.3154,16,1.83571
2.1,3,1,1,3400,2,0.4,7950,232,7,8,2,0,15.2467,16,8.93363
2.1,1,0,1,8800,5,0.3,7800,776,6,2,1,6.93333e-06,24.8824,16,9.0009
2.1,7,0,1,7350,10,1,2300,184,4,10,3,0,13.1597,16,8.88707
2.1,1,1,0,800,5,1,2150,344,5,14,1,0,20.0878,16,7.48894
2.1,10,0,1,2700,1,1,3100,120,3,2,2,0,12.3393,16,8.98163
2.1,3,1,0,2850,3,0.8,4400,512,6,2,3,0,26.1365,16,2.11425
2.1,6,1,1,1000,8,0,3050,720,2,16,3,0,13.1188,16,8.81782
2.1,8,1,1,9150,10,0.6,7000,328,5,14,3,0,12.4777,16,8.83267
2.1,6,1,1,8200,10,0.6,5250,40,9,16,2,0,13.0832,16,8.84178
2.1,3,1,1,1950,4,0,6600,976,6,14,1,0,15.303,16,8.90242
2.1,5,1,0,3250,6,0.6,9400,800,1,14,2,0,71.9851,16,0.53126
2.1,10,0,0,10000,3,0.5,3200,656,10,14,3,0,165.7752,16,0.1554444
2.1,8,0,0,8000,6,0.9,3850,456,8,8,2,0,406.3297,16,0.07139234
2.1,1,0,1,2250,5,0.8,7550,664,10,4,3,0,24.8873,16,8.98545
2.1,8,0,0,3900,5,0.9,7550,296,8,10,2,0,173.0626,16,0.1676204
2.1,10,0,0,3450,5,0.9,5450,480,3,4,3,0,187.6973,16,0.1372893
2.1,8,0,0,5050,10,0.4,3950,168,6,6,1,0,212.123,16,0.1367827
2.1,1,1,1,2050,7,0.9,4900,184,5,6,2,0,24.6376,16,8.98054
2.1,5,0,0,1950,10,0.2,6750,888,4,8,3,0,34.0917,16,1.11226
2.1,9,1,1,7250,5,0,1600,408,1,6,3,0,12.1913,16,8.92757
2.1,6,0,0,7250,9,0,4000,8,9,14,1,0,17.304,16,1.98849
2.1,8,1,0,900,4,0,3800,560,10,14,2,0,5.28977,16,5.52223
2.1,9,0,1,6750,8,0.3,1600,208,10,10,3,0,12.6885,16,8.88278
2.1,9,1,0,7800,8,0.6,8550,712,10,10,3,0,404.5217,16,0.06881912
2.1,7,1,0,9950,2,0.5,8250,920,5,12,1,0,66.8186,16,0.480899
2.1,1,1,0,5700,6,0.5,3250,256,5,16,3,0,35.803,16,3.9103
2.1,1,1,0,2500,6,0.5,7000,784,8,10,3,0,24.483,16,5.72204
2.1,4,1,1,8400,10,0.2,6600,72,5,4,1,0,14.1145,16,8.97801
2.1,9,1,0,7300,10,0.4,4600,624,7,6,1,0,327.4598,16,0.08501447
2.1,1,0,1,1700,1,0,6450,624,4,12,2,0,24.9949,16,9.19142
2.1,10,1,0,7050,7,1,9800,768,9,16,3,0,571.0948,16,0.04540547
2.1,10,0,1,4050,7,1,5850,48,8,4,1,0,12.3595,16,8.96738
2.1,4,0,1,4050,10,1,4500,384,7,4,3,0,14.5373,16,8.96068
2.1,8,0,0,8350,3,0.1,7300,832,10,10,2,0,41.9338,16,0.691776
2.1,10,1,0,950,9,0.9,9500,928,4,14,2,0,94.4341,16,0.274592
2.1,2,1,1,700,5,0.9,6700,424,8,2,2,0,17.7393,16,8.99543
2.1,10,1,0,1250,4,0,4250,464,7,6,3,0,6.17889,16,4.19668
2.1,10,1,0,4800,1,1,7050,136,3,16,2,0,15.3992,16,1.68391
2.1,6,0,1,5700,6,0.7,2650,856,6,10,2,0,13.4158,16,8.90433
2.1,10,0,1,9300,5,0.8,2750,304,10,8,1,0,12.4089,16,8.93059
2.1,1,0,0,8900,10,0.3,9850,88,1,16,3,0,51.3298,16,2.6959
2.1,7,0,0,7450,1,0.9,9000,152,2,2,1,0,19.5245,16,1.63722
2.1,9,0,1,6750,6,0.9,5250,968,5,6,1,0,12.5946,16,8.94895
2.1,8,1,1,1300,3,0.2,3500,288,5,16,2,0,12.4757,16,8.83408
2.1,1,1,1,3200,6,1,7150,952,3,10,2,0,24.6958,16,8.95699
2.1,9,0,1,600,6,0.5,2350,56,2,2,2,0,12.5497,16,8.98191
2.1,6,1,0,8350,3,0,3000,896,4,4,2,0,16.734,16,2.07263
2.1,7,1,0,7450,5,1,9000,168,9,14,2,0,288.3019,16,0.1114561
2.1,9,1,0,950,1,0.2,9050,584,9,8,3,0,5.41369,16,5.60504
2.1,4,0,0,3450,2,0.4,8200,416,6,12,3,0,17.4732,16,2.58732
2.1,9,0,0,2550,6,0.8,7550,224,7,14,1,0,147.2731,16,0.1878064
2.1,8,0,0,1300,3,0.2,1900,584,2,2,1,0,12.2304,16,2.37621
2.1,5,0,1,9400,3,0.1,7800,600,5,8,1,0,13.7589,16,8.93941
2.1,3,1,1,9150,5,0.8,6350,624,7,6,2,0,15.2176,16,8.95241
2.1,2,1,1,5700,9,0.1,1700,792,9,4,2,0,17.7684,16,8.97911
2.1,6,0,1,7750,6,1,1950,224,1,14,3,0,13.5052,16,8.8454
2.1,1,1,0,6550,3,0.9,3800,736,10,2,2,3.2e-06,32.5912,16,4.30503
2.1,3,1,0,1050,8,0.2,2800,712,3,10,1,0,12.793,16,4.32133
2.1,10,1,1,6900,3,0.3,1800,544,3,10,3,0,12.046,16,8.87685
2.1,1,0,1,8950,9,0.6,6800,760,7,8,1,0,24.9189,16,8.98636
2.1,6,1,0,8300,5,0,1350,256,2,8,1,0,16.6977,16,2.07734
2.1,2,1,0,1500,10,0,5150,176,10,2,3,0,9.51174,16,8.25572
2.1,8,0,1,6600,8,0.4,2750,920,5,12,1,0,12.8183,16,8.89814
2.1,9,1,1,7950,2,0.1,3250,312,1,16,3,0,12.3592,16,8.8063
2.1,4,1,1,1100,9,1,1700,616,2,16,2,0,14.2982,16,8.85523
2.1,1,0,1,2350,3,0.7,5600,416,1,8,2,0,24.9367,16,8.96914
2.1,3,1,0,9300,7,0.8,1100,160,10,14,1,0,187.5414,16,0.2945131
2.1,10,0,1,7650,5,0.4,1000,320,10,10,2,0,12.4558,16,8.89696
2.1,4,1,1,5700,9,0.3,2850,792,7,4,2,0,14.1234,16,8.96729
2.1,2,0,1,9050,6,1,5550,248,3,16,2,0,18.3032,16,8.88691
2.1,6,0,1,7250,3,1,2700,264,6,6,1,0,13.3442,16,8.95432
2.1,3,1,0,7900,1,0.6,3050,32,5,12,3,0,12.3988,16,4.45194
2.1,1,0,0,1650,1,0.1,8800,856,9,10,2,0,16.0207,16,9.5507
2.1,9,0,1,3900,8,0.7,10000,208,5,2,1,0,12.5453,16,8.9877
2.1,9,0,0,5900,4,1,8250,512,4,8,3,0,241.0222,16,0.1147563
2.1,2,0,0,3000,1,0.4,6700,928,4,12,3,0,10.6576,16,7.93056
2.1,10,1,0,2250,8,0.4,1000,920,2,12,1,0,90.6863,16,0.28594
2.1,6,0,0,2150,1,0.8,4250,152,9,2,3,0,7.80114,16,4.41247
2.1,6,0,0,1650,7,0.6,3200,120,5,16,1,0,57.8718,16,0.594569
2.1,1,0,0,5700,2,0,2650,96,3,6,3,0,17.2151,16,8.51937
2.1,3,0,0,7500,7,0.3,3650,128,9,8,3,0,67.0206,16,0.815552
2.1,5,0,0,2100,7,1,9500,584,4,10,3,0,108.016,16,0.3510481
2.1,1,1,0,500,8,0.4,8950,568,9,10,2,0,17.6438,16,8.51337
2.1,2,0,0,7250,7,0.9,8800,632,4,10,3,0,121.1926,16,0.6403757
2.1,6,0,0,8250,6,0.4,2250,200,5,2,1,0,149.4468,16,0.2307698
2.1,1,0,1,6050,6,1,7150,16,7,8,3,0,24.9545,16,8.95869
2.1,5,0,1,1450,8,0.4,7300,904,4,12,2,0,13.8349,16,8.88828
2.1,7,1,0,7350,9,0.5,900,688,7,4,2,0,284.337,16,0.1130103
2.1,8,0,0,5550,1,0.7,3800,264,1,12,2,0,16.9813,16,1.70828
2.1,4,0,1,10000,6,0.6,8500,448,7,4,1,0,14.5195,16,8.97863
2.1,1,0,1,7750,1,0.1,1700,536,8,2,3,0,24.8537,16,9.57596
2.1,1,1,0,5600,4,0,4400,264,2,6,1,0,17.0578,16,8.23809
2.1,6,0,0,500,9,0.1,2050,576,6,14,2,0,8.70167,16,3.95428
2.1,3,1,0,8900,2,0.7,3050,80,8,2,2,0,37.2915,16,1.4827
2.1,6,0,0,2750,5,1,1550,520,3,16,1,0,97.2846,16,0.353692
2.1,7,0,1,8250,7,0.9,2000,744,8,10,1,0,13.1153,16,8.91719
2.1,8,1,0,5400,5,0.2,4300,288,8,6,1,0,59.3039,16,0.49267
2.1,3,0,1,3700,6,0.7,9650,784,9,2,2,0,15.5493,16,8.99089
2.1,4,1,1,5250,9,0.3,8100,608,4,6,3,0,14.1659,16,8.93794
2.1,8,0,1,1550,9,0.7,1450,304,8,6,3,0,12.7709,16,8.93116
2.1,10,1,1,2950,9,0.8,2600,744,5,6,1,0,11.9522,16,8.94653
2.1,8,1,0,3250,8,0.3,4250,536,6,14,3,0,81.1137,16,0.360128
2.1,1,1,1,7700,7,0.1,800,272,6,16,1,0,24.7476,16,8.94652
2.1,3,0,0,5600,5,0.8,8250,64,10,2,3,0,86.2805,16,0.634202
2.1,3,0,0,3200,9,0.7,3600,528,9,12,3,0,83.0284,16,0.658315
2.1,7,0,0,1100,7,0.7,9350,248,4,6,2,0,65.8953,16,0.484125
2.1,8,1,1,5350,10,0.4,3900,192,7,14,2,0,12.4466,16,8.85475
2.1,1,0,0,4900,8,0.6,2250,304,4,8,3,0,44.3721,16,3.12154
2.1,5,1,0,3800,10,0.1,7200,792,9,10,3,0,31.508,16,1.21375
2.1,6,0,1,9200,2,0.9,5450,216,9,6,3,0,13.3709,16,8.93425
2.1,10,0,0,6300,6,0.1,9400,64,7,8,3,0,66.2775,16,0.388802
2.1,8,1,1,1950,4,1,3650,520,2,14,3,0,12.4777,16,8.83267
2.1,3,1,0,3250,6,0.6,5350,688,5,14,1,0,46.824,16,1.1796
2.1,5,0,1,7800,9,0.8,9000,8,4,16,2,0,13.8932,16,8.85101
2.1,3,0,0,2300,4,0.3,9350,392,7,16,1,0,18.093,16,3.02187
2.1,6,0,0,9850,4,0,1950,368,10,6,2,0,21.9922,16,1.5646
2.1,3,0,1,2950,2,0.5,2950,672,2,8,1,0,15.6189,16,8.95194
2.1,9,1,1,8600,1,0.5,6800,728,7,16,3,0,12.3592,16,8.8063
2.1,10,0,1,3350,10,0.6,4200,496,2,4,3,0,12.3773,16,8.95338
2.1,7,1,0,9950,8,0.5,4100,904,4,2,1,0,338.3302,16,0.09516502
2.1,4,1,0,6800,8,0,4700,304,7,6,3,0,12.1291,16,3.7607
2.1,4,1,0,650,8,0.7,1650,776,1,8,3,0,22.4271,16,2.03387
2.1,8,0,0,8050,3,0.2,4200,16,2,8,2,0,57.4047,16,0.505339
2.1,8,0,0,950,8,0.6,9950,808,9,12,1,0,68.9207,16,0.420902
2.1,5,0,1,7200,6,0.9,2150,280,7,8,3,0,13.7945,16,8.91436
2.1,10,0,1,3200,8,0.4,700,240,1,8,2,0,12.4267,16,8.91781
2.1,3,1,0,1900,6,0.1,7050,744,3,12,3,0,11.4958,16,4.80165
2.1,3,1,1,7600,9,1,1250,920,10,12,1,0,15.2783,16,8.91842
2.1,4,1,0,6600,7,0.3,900,248,1,4,3,0,73.6667,16,0.619265
2.1,4,0,1,1950,10,0.3,7550,976,6,6,3,0,14.5709,16,8.93966
2.1,4,1,1,2450,1,0.4,7600,176,8,8,1,0,14.1639,16,8.94337
2.1,5,0,0,4650,9,0.8,2050,688,2,14,1,0,209.2015,16,0.1812551
2.1,10,0,1,1250,3,0.5,9550,520,8,12,2,0,12.4849,16,8.8762
2.1,2,0,1,6600,9,1,4800,392,3,16,2,0,18.3032,16,8.88691
2.1,4,1,1,8150,8,0.5,3600,528,5,14,1,0,14.238,16,8.8927
2.1,10,0,1,4900,9,0.1,5950,496,6,16,3,0,12.5788,16,8.80999
2.1,6,0,0,2100,9,1,7800,440,9,10,3,0,163.2196,16,0.210813
2.1,1,0,1,3100,3,0.5,2900,664,8,4,2,0,24.8784,16,9.08268
2.1,9,0,0,7600,6,1,7600,736,1,14,2,0,491.0349,16,0.05632762
2.1,7,0,0,1900,10,0,3100,176,5,4,3,0,7.67882,16,4.15449
2.1,3,0,0,2900,4,0.7,5500,808,8,16,1,0,34.9331,16,1.56512
2.1,6,0,1,8300,10,0.1,1800,584,8,10,3,0,13.438,16,8.8896
2.1,2,1,1,2050,7,0.2,1150,800,4,4,3,0,17.7773,16,8.97177
2.1,2,1,1,6400,6,0.3,4500,472,1,6,2,0,17.7976,16,8.96285
2.1,6,0,0,5000,6,0.5,3500,312,6,14,3,0,114.1477,16,0.3014413
2.1,2,1,0,5250,5,0.9,8250,720,6,8,2,0,60.6547,16,1.29403
2.1,5,1,0,8150,8,0.7,4600,376,10,10,2,0,274.4013,16,0.1393682
2.1,4,1,1,5450,7,0.3,3250,808,5,14,2,0,14.2691,16,8.8733
2.1,9,0,0,3100,9,0.6,9550,648,2,12,2,0,212.6952,16,0.1300397
2.1,2,1,0,4800,5,0,2150,528,10,8,2,0,11.2843,16,6.95558
2.1,2,1,1,4550,3,1,4700,176,6,12,1,0,17.8583,16,8.93618
2.1,7,0,1,6450,5,0.6,1450,456,3,4,1,0,13.0412,16,8.97085
2.1,4,1,0,7200,2,0,6650,744,3,14,2,0,12.6419,16,3.60815
2.1,5,1,1,6650,6,0.9,650,976,6,2,1,0,13.2708,16,8.99276
2.1,8,1,1,4450,1,0.9,4650,96,10,4,3,0,12.3098,16,8.95313
2.1,8,1,1,9250,6,1,6000,272,10,16,3,0,12.5113,16,8.80897
2.1,10,0,0,9550,6,0.5,4300,184,2,4,3,0,349.5128,16,0.07372784
2.1,6,0,0,5800,4,0.1,9750,528,8,2,2,0,29.2108,16,1.17906
2.1,6,1,1,1650,8,1,2000,488,5,16,1,0,13.0476,16,8.86588
2.1,2,0,1,3000,1,0.1,1100,776,10,8,3,0,18.2045,16,9.67609
2.1,7,1,0,6650,4,0,1450,760,6,14,2,0,15.6883,16,2.04822
2.1,7,1,0,9400,8,0.8,1750,728,2,8,1,0,499.5351,16,0.06432584
2.1,8,1,1,3050,10,0.5,5600,440,4,10,1,0,12.3661,16,8.91238
2.1,1,1,0,6250,7,0.2,9650,456,1,16,3,0,27.1688,16,5.15299
2.1,8,1,0,9700,5,0.1,4100,440,2,14,2,0,63.6642,16,0.458835
2.1,2,0,1,4750,4,0.9,8150,192,5,14,2,0,18.2741,16,8.90107
2.1,1,0,1,7800,6,1,9250,640,4,8,2,0,24.9367,16,8.96914
2.1,2,0,0,1600,3,0.8,1200,640,4,6,2,0,16.5924,16,4.97489
2.1,10,1,1,2350,1,0.2,1800,840,4,4,3,0,11.9453,16,8.9517
2.1,7,1,0,750,9,0.7,700,496,6,10,1,0,43.255,16,0.742874
2.1,2,0,1,3800,3,0.5,4800,232,1,10,3,0,18.238,16,8.91866
2.1,6,0,1,1150,1,0,3300,440,3,8,3,0,13.4045,16,8.91187
2.1,9,1,0,8650,6,0.7,9050,896,7,10,3,0,377.4056,16,0.07376368
2.1,9,1,0,8950,2,0.1,4750,360,2,6,1,0,34.2569,16,0.812648
2.1,3,1,0,6000,3,0.4,6550,80,1,4,2,0,29.5164,16,1.87232
2.1,9,0,1,1400,2,1,6800,72,9,14,3,0,12.7556,16,8.83601
2.1,3,1,0,950,4,0.4,4150,880,10,8,2,0,11.4223,16,4.83337
2.1,5,1,0,7500,10,0.9,9250,816,5,6,1,0,408.7952,16,0.09367327
2.1,5,0,0,7750,6,0.2,5100,840,8,10,2,0,68.2458,16,0.555621
2.1,1,1,0,1450,9,0.6,5550,520,8,12,3,0,25.1708,16,5.56436
2.1,3,1,1,800,8,0.8,8850,72,7,8,1,0,15.2289,16,8.95071
2.1,7,0,0,6500,1,0.9,6300,512,9,12,3,0,17.6663,16,1.80579
2.1,1,0,1,8000,8,0.3,6150,112,7,12,3,0,25.0216,16,8.93185
2.1,5,1,1,2600,7,0.2,6900,952,6,6,2,0,13.3336,16,8.94307
2.1,10,1,0,8200,9,0,4100,760,6,6,3,0,23.9709,16,1.08176
2.1,5,1,1,4950,5,0.8,7550,104,5,16,2,0,13.4792,16,8.84643
2.1,7,1,0,950,3,0.6,9750,272,5,10,3,0,15.8119,16,2.03221
2.1,5,0,1,8300,4,0.9,950,744,5,14,3,0,13.8952,16,8.84974
2.1,8,1,1,850,9,0,9550,392,7,6,2,0,12.3301,16,8.93843
2.1,6,1,0,8600,1,0.5,8450,536,10,6,1,0,17.1338,16,2.02573
2.1,10,1,1,1450,1,0.8,2800,176,2,14,3,0,12.1132,16,8.82764
2.1,3,1,0,2900,6,0.2,4200,496,1,12,2,0,19.8421,16,2.7819
2.1,4,0,1,6900,7,0.5,8450,416,4,16,3,0,14.7388,16,8.83784
2.1,6,1,1,4100,6,0.6,9500,920,7,6,2,0,12.9376,16,8.94132
2.1,3,1,0,1800,7,0.5,3500,760,7,12,3,0,28.774,16,1.91836
2.1,9,0,1,6500,7,0.9,8950,368,10,2,1,0,12.5453,16,8.9877
2.1,6,0,0,2500,10,0.8,2000,496,2,10,2,0,154.5718,16,0.2226074
2.1,4,0,1,1150,2,0.9,9900,488,8,14,2,0,14.6741,16,8.8768
2.1,6,0,1,8300,9,0.7,2350,472,2,8,1,0,13.3689,16,8.93617
2.1,6,0,0,5000,1,0.4,600,328,6,10,1,0,13.1236,16,3.4646
2.1,10,0,0,1300,7,0.7,2350,680,5,16,3,0,84.5023,16,0.304948
2.1,9,1,1,5050,10,0.8,7550,256,4,6,3,0,12.1913,16,8.92757
2.1,8,0,0,550,6,0.6,7850,648,8,10,1,0,34.096,16,0.850799
2.1,10,1,0,1150,8,1,5450,16,8,6,1,0,110.5462,16,0.23457
2.1,5,1,1,6500,2,0.6,2400,936,6,10,3,0,13.414,16,8.88941
2.1,9,0,1,1400,10,1,2950,440,6,8,3,0,12.6549,16,8.90634
2.1,8,1,1,3300,6,0.9,9750,168,1,4,3,0,12.3098,16,8.95313
2.1,7,0,1,2850,7,0.4,6550,192,6,10,1,0,13.1153,16,8.91719
2.1,8,0,0,8250,10,0.2,5100,848,2,8,2,0,182.7463,16,0.1587383
2.1,10,1,1,7800,1,0.5,8600,552,1,2,2,0,11.9073,16,8.98097
2.1,6,1,0,6250,1,0.5,3800,152,7,16,1,0,13.6476,16,2.54101
2.1,6,1,0,9650,9,1,5700,472,1,8,1,0,620.9313,16,0.05586242
2.1,5,1,0,1950,8,0.6,5850,880,9,12,1,0,60.1253,16,0.636052
2.1,2,1,0,3250,9,0.3,2850,528,6,12,2,0,30.8289,16,2.54413
2.1,2,1,0,8150,6,0.1,6650,656,4,10,1,0,23.6014,16,3.33059
2.1,10,0,0,7050,4,0,2700,648,8,2,2,0,24.4623,16,1.05374
2.1,9,1,0,5400,2,0.7,950,288,9,10,2,0,59.9038,16,0.464725
2.1,2,1,0,4400,3,0.3,8450,832,5,2,3,0,17.8605,16,4.39664
2.1,10,0,1,3050,6,0.1,7100,952,7,4,1,0,12.3595,16,8.96738
2.1,4,1,1,8950,4,1,7800,456,9,2,1,0,14.0898,16,8.99542
2.1,8,1,1,1350,1,0.2,9750,624,1,14,1,0,12.4155,16,8.87694
2.1,8,0,1,6000,4,0.6,9850,80,5,4,3,0,12.7373,16,8.9547
2.1,10,0,0,8950,4,0.8,5950,352,6,4,3,0,318.8363,16,0.08082149
2.1,2,0,0,1350,2,0.4,6250,712,5,8,3,0,11.3097,16,7.56595
2.1,2,0,1,1550,10,0.3,8700,96,9,2,2,0,18.0993,16,8.99552
2.1,7,1,0,5650,4,0.1,4250,648,5,6,1,0,29.1909,16,1.10129
2.1,4,1,1,4250,2,0.9,6100,368,4,6,2,0,14.1526,16,8.94685
2.1,6,0,1,4500,7,0.5,7350,488,10,4,3,0,13.3373,16,8.95674
2.1,2,0,1,9200,7,1,4700,264,9,14,3,0,18.3052,16,8.88594
2.1,10,0,1,4100,1,0.2,10000,528,3,8,1,0,12.4089,16,8.93059
2.1,7,1,0,8400,2,0.8,2100,224,3,12,2,0,79.9472,16,0.401928
2.1,2,1,0,9250,8,0.1,6050,984,1,4,1,0,30.3305,16,2.59407
2.1,4,0,0,1150,2,0,8950,40,3,8,2,0,6.54428,16,7.11938
2.1,5,0,1,3050,3,0.2,7850,720,4,12,1,0,13.8083,16,8.90545
2.1,5,0,0,1350,9,0.3,7650,768,3,14,2,0,33.5066,16,1.13168
2.1,2,0,0,6400,5,0.6,4650,128,2,12,3,0,54.1252,16,1.43388
2.1,6,0,1,1500,9,0,6750,496,1,6,3,0,13.3709,16,8.93425
2.1,4,0,1,2100,5,0.7,2450,832,10,14,1,0,14.643,16,8.89566
2.1,8,0,1,9600,7,0.5,5150,560,10,8,3,0,12.8045,16,8.90774
