Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
2.1,3,0,0,6650,7,1,900,768,7,16,3,0,169.1065,16,0.3232214
2.1,3,1,0,8400,1,0,4000,632,5,2,3,0,12.6149,16,4.38046
2.1,5,0,0,9550,9,0.4,2100,184,6,14,1,0,219.8185,16,0.1725006
2.1,1,0,0,2900,7,1,2200,968,7,6,1,0,39.8096,16,3.4892
2.1,8,1,1,4300,9,0.8,4200,832,8,12,1,0,12.3908,16,8.89463
2.1,4,1,0,3850,8,1,7500,224,9,4,3,0,149.2147,16,0.3057285
2.1,3,1,0,9600,9,0.4,7550,200,10,8,1,0,133.4097,16,0.4145831
2.1,9,0,0,2350,8,0.7,8150,456,6,12,1,0,167.7781,16,0.1648536
2.1,2,1,1,9950,4,0.8,9600,776,7,8,3,0,17.8445,16,8.9344
2.1,6,0,1,2050,4,0,4800,992,2,4,2,0,13.3284,16,8.96306
2.1,9,1,0,3150,5,0.9,5100,472,4,12,1,0,143.1743,16,0.1944401
2.1,9,0,0,2750,7,1,1450,704,4,2,3,0,208.8172,16,0.1324547
2.1,8,1,0,6150,4,1,5800,488,6,2,1,0,207.7425,16,0.1408698
2.1,3,1,1,750,4,0.5,9950,112,10,6,2,0,15.2176,16,8.95241
2.1,7,0,0,9550,8,0.9,1250,600,1,8,3,0,575.2169,16,0.0554601
2.1,2,0,1,3400,8,0.1,2100,24,10,16,2,0,18.3032,16,8.88691
2.1,7,0,0,8050,2,0.3,3200,752,2,16,2,0,43.4313,16,0.73453
2.1,4,0,0,5300,5,1,1100,40,3,10,1,0,123.0148,16,0.3677882
2.1,2,0,1,1100,4,0.7,9750,376,10,16,1,0,18.2676,16,8.91069
2.1,7,1,1,4700,10,0.2,5250,56,8,14,1,0,12.7404,16,8.87988
2.1,8,0,0,8700,2,1,9300,168,7,6,3,0,119.9345,16,0.2418723
2.1,2,0,1,3650,4,0.5,550,624,9,8,2,0,18.1867,16,9.47977
2.1,2,1,1,8300,10,0.5,3250,720,10,10,2,0,17.8558,16,8.9304
2.1,6,1,1,1800,8,0.6,6950,536,1,14,2,0,13.0541,16,8.86151
2.1,3,0,0,1250,7,0.6,5550,216,6,16,1,0,28.8612,16,1.8944
2.1,9,0,1,6500,1,0.9,8350,56,9,14,2,0,12.7245,16,8.85762
2.1,5,1,0,3700,9,0,3000,704,4,10,3,0,9.15004,16,4.17953
2.1,9,0,1,6150,6,0.2,2900,560,5,2,2,0,12.5497,16,8.98191
2.1,7,0,0,6850,9,0.1,550,96,3,6,3,0,68.3835,16,0.46651
2.1,1,1,0,7800,5,0.9,7550,280,10,14,3,0,54.286,16,2.57941
2.1,4,0,0,500,9,0.3,1900,400,2,2,1,0,13.0824,16,3.46565
2.1,6,0,0,6050,5,1,3750,24,3,6,3,0,209.6387,16,0.1641339
2.1,2,0,0,8300,9,1,7400,560,4,10,2,0,194.1814,16,0.3998818
2.1,5,0,1,9800,4,0.2,6200,912,9,2,1,0,13.6848,16,8.99298
2.1,1,0,0,4650,5,1,9800,256,7,14,1,0,43.6939,16,3.17683
2.1,5,0,1,9050,7,0.9,3200,528,1,14,3,0,13.8952,16,8.84974
2.1,9,0,1,3350,3,0.2,1800,432,10,8,3,0,12.6549,16,8.90634
2.1,9,1,1,3900,9,0.3,4250,624,8,8,1,0,12.1893,16,8.92902
2.1,10,1,1,3850,6,0.1,7800,336,5,12,2,0,12.0529,16,8.87176
2.1,2,1,0,9450,3,1,6000,824,7,4,1,0,62.7379,16,1.2541
2.1,2,1,1,5950,5,0,8450,184,5,12,1,0,17.8583,16,8.93618
2.1,4,0,0,6150,10,0.2,2000,624,4,14,3,0,71.2828,16,0.634218
2.1,1,1,0,2100,7,0.6,8750,944,2,6,1,0,25.9898,16,5.40688
2.1,5,0,1,850,3,0.4,1900,288,5,10,3,0,13.828,16,8.89272
2.1,2,1,0,1000,2,0.8,7450,768,8,2,3,0,11.3357,16,7.82607
2.1,2,1,0,2100,10,0.6,9950,64,9,14,3,0,39.5044,16,1.98507
2.1,4,1,0,6600,2,0.3,4400,224,1,16,2,0,22.3526,16,2.04065
2.1,7,1,1,5400,6,0.5,2100,904,8,12,3,0,12.769,16,8.85995
2.1,2,1,1,7450,1,0,9150,464,4,6,1,0,17.7842,16,8.97739
2.1,8,1,0,8950,4,0,700,24,1,4,2,0,21.6305,16,1.35047
2.1,9,1,0,6050,10,0.1,2800,816,8,2,3,0,80.7699,16,0.344668
2.1,3,1,0,8300,10,0.9,6050,896,8,12,1,0,274.8497,16,0.2010483
2.1,4,1,1,7800,3,1,9800,888,9,12,3,0,14.2666,16,8.87483
2.1,1,1,0,9200,9,0,7600,8,9,8,1,0,18.0041,16,7.80379
2.1,3,1,0,4750,8,0.9,4750,872,3,4,1,0,126.535,16,0.4374821
2.1,7,0,1,800,6,0.8,4550,832,4,2,2,0,13.021,16,8.98356
2.1,1,0,1,4150,1,0.7,5100,776,4,14,2,0,25.0241,16,9.27264
2.1,7,1,1,8500,6,0.5,9250,72,2,4,3,0,12.6347,16,8.95413
2.1,5,0,0,8900,5,0.2,4950,624,5,12,1,0,65.5423,16,0.57854
2.1,5,0,1,5900,2,0.6,3600,816,8,14,1,0,13.833,16,8.88955
2.1,3,1,0,3650,3,0.7,8250,376,10,12,1,0,29.0105,16,1.90476
2.1,1,1,1,5600,10,0.6,6100,552,2,8,2,0,24.6667,16,8.9688
2.1,2,0,1,7050,9,0,2500,504,6,14,3,0,18.3052,16,8.88594
2.1,1,1,1,8750,6,0.9,3300,760,10,4,1,3.2e-06,24.6134,16,9.00055
2.1,6,1,1,4000,7,0.1,4550,496,1,6,3,0,12.9509,16,8.93212
2.1,10,0,1,6000,2,0.8,4200,968,1,14,3,0,12.5452,16,8.83357
2.1,9,0,1,5650,9,0.4,7450,544,8,2,1,0,12.5453,16,8.9877
2.1,4,0,0,1550,10,0.6,5850,168,6,2,1,0,58.6794,16,0.772658
2.1,3,0,0,4250,4,0.3,550,800,6,8,2,0,25.1022,16,2.41187
2.1,9,0,0,5650,9,0.2,8000,928,4,4,2,0,131.945,16,0.209624
2.1,3,1,0,1900,9,1,8650,608,6,10,1,0,66.9928,16,0.825205
2.1,3,0,1,2650,8,0.7,4000,904,9,10,1,0,15.6436,16,8.93611
2.1,6,0,0,600,1,0.8,550,208,2,4,2,0,4.98002,16,9.23512
2.1,10,0,1,800,8,0.2,6850,544,8,8,3,0,12.4445,16,8.90507
2.1,2,1,0,9400,7,0.4,3550,248,3,10,2,0,72.3246,16,1.08483
2.1,1,0,1,9900,2,0.7,4100,216,7,6,3,0,24.9209,16,9.09681
2.1,1,1,1,3900,10,0.4,1050,272,10,8,1,0,24.6489,16,8.98621
2.1,6,0,0,700,1,0.8,6000,536,4,4,2,0,5.16362,16,8.60557
2.1,8,1,0,650,3,1,3150,704,5,6,1,0,18.1679,16,1.60818
2.1,10,0,0,1450,4,0.5,5600,448,9,16,1,0,41.2296,16,0.625007
2.1,8,0,1,5100,6,0.1,9050,256,10,4,1,0,12.7195,16,8.96955
2.1,2,0,0,3550,6,0.1,9600,528,8,2,1,6.4e-06,16.0634,16,4.84869
2.1,2,1,1,550,9,0.7,8300,472,9,6,2,0,17.7976,16,8.96285
2.1,7,1,1,8500,9,0.9,2300,80,6,12,1,0,12.7157,16,8.89712
2.1,5,0,1,3400,1,0,2050,952,5,14,2,0,13.8641,16,8.8696
2.1,8,0,0,4000,7,0.8,900,936,8,16,2,0,215.1716,16,0.1348172
2.1,1,0,0,3750,7,1,2050,336,1,14,1,0,46.74,16,2.9698
2.1,6,0,1,4800,7,0.9,4600,752,6,12,2,0,13.4449,16,8.88504
2.1,10,0,0,1600,7,0.4,500,576,2,12,1,0,58.6043,16,0.439709
2.1,8,1,0,4050,8,0.4,4750,352,10,12,2,0,129.6478,16,0.2253129
2.1,9,1,0,4100,9,0.8,3450,672,6,14,3,0,319.78,16,0.08705618
2.1,3,0,0,10000,2,0.4,7200,240,7,2,3,0,31.4453,16,1.74014
2.1,9,1,0,9050,9,0.4,5000,728,2,8,3,0,362.9081,16,0.0767104
2.1,5,1,1,1600,9,1,1250,24,7,16,3,0,13.5148,16,8.82315
2.1,3,0,1,4900,7,0.7,2450,520,10,14,1,0,15.693,16,8.90485
2.1,2,1,1,6750,10,0,4200,952,9,14,3,0,17.9452,16,8.88365
2.1,1,1,0,1700,3,0.3,8900,616,10,12,1,0,17.4595,16,8.52947
2.1,5,1,1,1800,8,0,3750,752,9,16,1,0,13.4436,16,8.86983
2.1,8,0,1,1550,10,0.8,5200,584,10,14,1,0,12.843,16,8.88104
2.1,2,0,1,750,8,0,6750,240,10,16,2,0,18.3032,16,8.88691
2.1,1,1,1,1200,2,0.7,2000,968,7,8,3,0,24.6845,16,8.95824
2.1,10,0,0,800,4,0.5,3200,872,5,14,3,0,24.2632,16,1.06205
2.1,2,1,1,1350,1,0.3,4000,488,8,10,2,0,17.8558,16,8.9304
2.1,4,1,0,9050,3,0.8,6350,392,5,16,1,0,89.8258,16,0.507803
2.1,1,0,1,4750,6,0,7400,264,3,12,2,0,24.9949,16,8.94599
2.1,2,1,1,2800,9,0.1,5400,448,7,14,3,0,17.9452,16,8.88365
2.1,3,0,0,3200,4,0.9,8200,992,10,6,3,0,47.1218,16,1.15995
2.1,10,0,1,5150,1,0.4,5900,576,10,4,1,0,12.3595,16,8.96738
2.1,2,0,0,8500,3,1,9850,424,1,14,2,0,60.7871,16,1.27673
2.1,1,1,1,2400,1,0.2,9250,848,6,14,3,0,24.7852,16,8.91766
2.1,7,0,0,1550,4,0.1,5000,704,10,16,2,0,12.009,16,2.65647
2.1,3,0,1,1050,2,0.5,5250,568,1,2,2,0,15.5493,16,8.99089
2.1,8,1,1,9800,9,0.5,5050,224,4,12,1,0,12.3908,16,8.89463
2.1,6,0,1,7300,1,0.5,3850,480,10,12,1,0,13.4183,16,8.9027
2.1,6,0,0,9050,7,0.1,950,840,5,16,1,0,63.2097,16,0.54436
2.1,6,0,0,9550,8,0.8,4550,512,9,14,3,0,448.6702,16,0.07669069
2.1,9,0,1,7200,10,0.8,4400,184,6,8,2,0,12.6371,16,8.91887
2.1,3,1,1,6500,2,0.3,9400,552,10,6,1,0,15.2042,16,8.96673
2.1,2,0,0,3500,1,1,5400,200,3,12,2,0,10.9369,16,7.57129
2.1,10,1,0,9250,10,0.7,7350,792,3,10,3,0,784.301,16,0.03306234
2.1,9,0,1,750,6,0.3,3250,584,3,14,3,0,12.7556,16,8.83601
2.1,10,1,1,4500,9,0,5500,856,6,12,2,0,12.0529,16,8.87176
2.1,3,1,0,7150,5,0.2,8500,280,6,12,1,0,34.0775,16,1.62154
2.1,10,0,0,3100,7,0,1200,104,9,2,1,0,12.3708,16,2.08606
2.1,7,1,0,2200,8,0.3,3050,752,7,6,1,0,49.626,16,0.647802
2.1,8,0,1,7100,9,0,4100,312,8,2,1,0,12.6948,16,8.98886
2.1,9,1,0,8000,3,0.4,8150,8,3,16,3,0,96.6712,16,0.287974
2.1,1,0,0,9750,6,1,3950,24,9,14,2,0,83.2163,16,1.6646
2.1,6,1,1,9800,4,0.1,1550,984,1,10,3,0,13.018,16,8.88604
2.1,1,0,1,7000,8,0.4,8900,152,8,10,2,0,24.9658,16,8.95746
2.1,3,1,1,2900,5,0,2400,552,1,14,2,0,15.3341,16,8.8821
2.1,10,1,0,7800,3,0.2,1500,432,4,10,1,0,63.5296,16,0.408169
2.1,3,1,1,4700,8,0.9,4100,192,7,14,2,0,15.3341,16,8.8821
2.1,6,1,0,5250,3,0.2,4550,408,8,10,3,0,28.462,16,1.21842
2.1,4,1,0,7000,3,0.6,6100,960,9,8,3,0,56.0475,16,0.813843
2.1,6,0,1,1650,7,0,7400,336,8,16,3,0,13.5388,16,8.82347
2.1,5,1,1,3800,9,0,6950,144,6,12,1,0,13.3943,16,8.90252
2.1,2,1,1,9850,1,1,7800,600,7,4,2,0,17.7684,16,8.97911
2.1,2,0,0,4350,6,0.9,3600,424,8,14,1,0,64.4562,16,1.2062
2.1,9,0,0,9700,2,0.3,7550,32,7,14,1,0,65.3292,16,0.423376
2.1,1,0,1,7300,6,0.3,2000,680,9,6,2,0,24.9076,16,8.98075
2.1,6,0,1,5850,10,0.1,4600,528,7,10,3,0,13.438,16,8.8896
2.1,9,1,0,9100,10,0.5,7000,872,3,14,3,0,503.407,16,0.05530083
2.1,7,1,1,9200,3,0.4,4500,184,2,14,3,0,12.8026,16,8.83671
2.1,1,0,1,2350,6,0.4,2700,416,10,14,2,0,25.0241,16,8.93428
2.1,3,0,1,6200,5,0.9,5600,296,3,10,3,0,15.688,16,8.90544
2.1,5,0,0,9800,8,0.4,1950,344,4,4,1,0,199.388,16,0.1905524
2.1,6,1,0,9550,1,0.9,2300,296,8,2,1,0,18.5436,16,1.87438
2.1,4,0,0,8150,2,0.9,7050,400,7,12,3,0,54.9889,16,0.822144
2.1,2,0,1,5600,2,0.2,8450,152,2,10,3,0,18.238,16,8.91866
2.1,7,0,0,2950,9,0,4050,120,1,4,1,0,9.91014,16,3.22307
2.1,3,1,0,6300,4,0,6000,640,10,14,3,0,11.2036,16,4.92689
2.1,10,1,0,5750,3,0.8,4000,552,2,8,1,0,137.2969,16,0.1888668
2.1,9,1,1,9500,6,0.8,8950,416,2,6,3,0,12.1913,16,8.92757
2.1,5,1,0,750,6,0.4,8450,504,10,8,2,0,15.0727,16,2.53723
2.1,8,1,1,9500,7,0.2,8350,368,8,4,1,0,12.292,16,8.96849
2.1,4,1,0,2150,7,0,7700,184,8,12,1,0,7.41487,16,6.15327
2.1,6,0,0,6400,7,0.3,6400,504,6,10,2,0,110.065,16,0.3126227
2.1,1,0,1,4200,4,0.5,4500,368,3,4,1,3.2e-06,24.8834,16,9.00054
2.1,2,0,0,8350,9,0.5,2550,80,5,12,1,0,102.0445,16,0.7621648
2.1,6,0,0,600,5,0,7250,608,9,6,3,0,5.02249,16,6.85095
2.1,3,0,0,4900,6,1,9650,472,6,14,1,0,115.6999,16,0.4727176
2.1,3,1,0,8400,1,0.4,1500,952,8,10,3,0,12.7492,16,4.32958
2.1,5,0,1,4350,1,0.6,3850,296,4,10,3,0,13.828,16,8.89272
2.1,7,1,0,4100,6,0.9,950,352,4,6,2,0,178.8972,16,0.1796172
2.1,7,1,0,5350,1,0.6,2600,304,10,16,1,0,13.3523,16,2.40656
2.1,2,0,0,1300,8,0.9,5850,432,8,12,1,0,35.649,16,2.18168
2.1,4,1,1,6900,10,0.5,6750,816,6,2,1,0,14.0898,16,8.99542
2.1,10,1,1,3000,1,0.1,1550,616,2,10,2,0,12.0238,16,8.89325
2.1,3,0,0,2500,6,0.5,600,640,2,2,1,0,33.0573,16,1.65895
2.1,1,0,1,7850,1,0.5,7950,344,8,8,3,0,24.9545,16,9.10064
2.1,9,1,1,5100,4,0.5,9850,72,2,14,3,0,12.3256,16,8.83029
2.1,3,1,1,500,1,0.9,9900,288,7,6,2,0,15.2176,16,8.95241
2.1,7,0,0,6850,6,0.1,7900,448,2,10,3,0,51.3472,16,0.621292
2.1,10,0,0,5650,3,0.8,7550,984,6,16,2,0,145.7542,16,0.1767964
2.1,1,0,0,1700,5,0.4,3200,304,4,4,1,3.2e-06,19.8224,16,7.13869
2.1,6,0,1,9850,4,0.3,6400,104,8,2,2,0,13.2993,16,8.9848
2.1,8,1,0,6600,1,1,950,600,3,2,3,0,16.793,16,1.73965
2.1,4,0,0,1050,9,0.3,7400,352,2,8,3,0,24.1613,16,1.87113
2.1,2,0,1,8350,9,0.1,6750,488,7,10,1,0,18.1936,16,8.95076
2.1,10,0,0,6200,6,0,5950,96,4,2,3,0,21.8657,16,1.1785
2.1,6,1,0,6350,5,0.9,7100,584,3,14,2,0,192.1157,16,0.1805101
2.1,4,0,0,2150,8,0,4050,840,9,8,2,0,7.76828,16,5.81967
2.1,7,0,1,9450,9,0.3,4350,192,5,6,2,0,13.0793,16,8.94176
2.1,8,1,0,5250,5,1,6700,472,9,8,3,0,232.529,16,0.1256245
2.1,8,0,1,2100,6,0.1,5500,120,3,16,3,0,12.9388,16,8.81528
2.1,2,0,0,9100,1,1,8650,240,10,14,2,0,14.3933,16,5.39202
2.1,2,1,0,550,4,1,5600,928,2,4,1,0,13.3311,16,6.61972
2.1,4,0,1,5550,6,0.4,5700,464,1,6,2,0,14.5576,16,8.94833
2.1,5,1,1,3600,7,0.8,8900,320,1,6,1,0,13.3202,16,8.9558
2.1,10,1,1,2600,6,0.3,8300,96,3,4,3,0,11.9453,16,8.9517
2.1,7,0,0,4800,7,1,1150,736,8,10,1,0,279.1664,16,0.1142745
2.1,8,1,0,6950,1,0.6,1000,552,6,2,2,0,17.5054,16,1.6697
2.1,6,0,1,2700,8,0.4,6500,376,7,10,2,0,13.4158,16,8.90433
2.1,9,1,1,6900,1,0.9,5500,312,2,4,2,0,12.1489,16,8.95877
2.1,1,0,0,2350,3,0.7,6750,736,6,10,2,0,21.1262,16,6.80094
2.1,3,1,1,8600,1,0.7,9700,464,3,4,2,0,15.1884,16,8.97158
2.1,4,1,1,650,7,0.4,3000,232,5,6,1,0,14.1392,16,8.96066
2.1,5,1,0,1750,3,1,6000,48,3,12,2,0,29.4109,16,1.30029
2.1,8,0,0,3800,4,0.8,8850,408,4,6,3,0,118.5161,16,0.244767
2.1,3,0,1,4800,2,0.6,4950,352,8,2,1,0,15.5448,16,8.99916
2.1,2,1,0,5450,5,0.9,5550,232,1,10,2,0,62.6582,16,1.25218
2.1,5,1,1,5750,7,0.6,8400,528,7,12,1,0,13.3943,16,8.90252
2.1,1,1,0,5150,5,0.4,8800,744,9,10,2,0,27.7262,16,5.05659
2.1,4,1,1,2200,2,0.7,7450,536,5,10,3,0,14.233,16,8.89577
2.1,5,0,1,6350,7,0.8,4700,448,3,12,3,0,13.8616,16,8.87118
2.1,6,1,0,4950,2,0.7,3000,264,5,6,1,0,38.5544,16,0.900246
2.1,10,1,0,4900,1,0.3,900,824,4,10,2,0,15.5678,16,1.66567
2.1,10,0,0,3200,2,0.6,1750,360,6,16,1,0,38.4921,16,0.669457
2.1,7,0,0,5000,7,0.3,3950,480,5,16,3,0,99.6555,16,0.320119
2.1,2,1,0,6100,6,0,750,776,3,6,1,0,11.9074,16,6.60561
2.1,2,0,1,9900,6,0.6,1300,320,7,10,1,0,18.1936,16,8.95076
2.1,5,0,0,3300,2,0.7,7150,192,7,8,1,0,25.9995,16,1.45951
2.1,8,0,0,7500,8,0.1,2350,848,9,6,3,0,77.1363,16,0.376072
2.1,3,0,1,5550,8,0.1,9400,504,8,4,1,0,15.5695,16,8.98337
2.1,8,1,0,7550,9,0.2,7000,144,3,4,3,0,144.4042,16,0.2022886
2.1,1,1,0,4600,8,1,9750,544,10,8,1,0,58.6865,16,2.39408
2.1,1,0,0,3000,6,0.4,8050,720,2,12,1,0,25.2828,16,5.4912
2.1,10,0,0,4600,4,0.3,6550,488,5,4,2,0,74.6462,16,0.345213
2.1,2,1,1,4850,2,0.3,2250,448,6,4,3,0,17.7773,16,8.97177
2.1,10,0,1,3500,1,0,8200,240,7,4,3,0,12.3773,16,8.95338
2.1,3,0,1,7050,5,0.9,3350,616,10,14,1,0,15.693,16,8.90485
2.1,3,1,0,3400,8,1,2850,264,8,14,1,0,101.7342,16,0.5429188
2.1,6,0,1,8600,7,0.8,4250,752,6,14,1,0,13.443,16,8.88635
2.1,9,1,0,5200,10,0,8500,792,4,14,3,0,15.3064,16,1.81877
2.1,6,1,0,5900,2,0.9,3150,176,5,10,3,0,54.4984,16,0.636327
2.1,5,0,1,7800,5,1,4150,24,7,12,3,0,13.8616,16,8.87118
2.1,1,0,1,1850,5,0.2,8000,856,1,8,1,0,24.9189,16,8.98636
2.1,10,1,0,9200,1,0.7,5700,472,2,8,1,0,26.5289,16,0.977456
2.1,9,1,0,5400,6,0.8,3300,16,10,8,1,0,268.3509,16,0.1037404
2.1,10,1,1,3300,6,0.9,3800,168,5,6,3,0,11.9789,16,8.92661
2.1,4,1,1,9150,2,0.3,7500,896,7,4,2,0,14.1234,16,8.96729
2.1,9,1,1,4900,1,0.7,5850,152,10,12,2,0,12.2654,16,8.87367
2.1,2,0,0,4650,2,0.3,4450,912,9,14,1,0,15.4393,16,5.03566
2.1,7,0,1,1700,6,0.7,7900,760,1,4,1,0,13.0412,16,8.97085
2.1,10,0,0,5700,4,0.9,2350,296,7,4,2,0,224.5547,16,0.1147552
2.1,4,0,1,2650,8,0.4,3350,232,4,8,3,0,14.6045,16,8.91911
2.1,1,1,1,2100,5,1,6950,40,1,10,2,0,24.6958,16,8.95699
2.1,4,0,0,9200,2,0.8,5900,320,1,16,3,0,56.0488,16,0.806598
2.1,9,0,0,1300,6,0.3,6800,120,3,10,2,0,35.5784,16,0.777404
2.1,5,1,0,9900,6,0,8300,56,8,6,3,0,17.0189,16,2.24708
2.1,1,1,1,5100,8,0.7,2250,496,1,6,3,0,24.6509,16,8.97169
2.1,10,0,1,9400,7,0.8,1300,808,4,2,3,0,12.3437,16,8.97774
2.1,2,1,1,6150,6,0.9,8900,368,1,2,2,0,17.7393,16,8.99543
2.1,1,1,0,4600,8,0.5,8850,16,9,2,1,6.93333e-06,37.72,16,3.72571
2.1,1,0,1,7900,5,0.4,2800,168,6,4,1,3.2e-06,24.8834,16,9.00054
2.1,5,0,0,5300,1,0.3,850,624,1,4,1,0,12.3685,16,3.87515
2.1,5,1,1,850,7,0.8,3350,928,6,2,2,0,13.2753,16,8.98565
2.1,5,1,0,4950,3,0.1,6250,624,8,16,2,0,17.2502,16,2.21695
2.1,3,0,0,950,2,0,9250,144,4,16,2,0,7.1753,16,8.65319
2.1,7,1,1,3200,2,1,6700,552,6,16,1,0,12.7651,16,8.86271
2.1,2,0,0,8800,1,1,4350,816,10,2,2,0,14.0349,16,5.70072
2.1,2,1,0,6850,5,0.6,2600,832,5,10,2,0,55.107,16,1.42377
2.1,4,0,1,7100,8,0.3,7600,64,6,2,1,0,14.4948,16,8.99555
2.1,7,1,1,1400,10,0.5,9150,320,8,14,3,0,12.8026,16,8.83671
2.1,3,1,1,7650,6,0.8,9200,208,9,16,2,0,15.3632,16,8.86526
2.1,8,1,1,1050,7,0.9,8550,816,1,12,1,0,12.3908,16,8.89463
2.1,5,0,0,4500,8,1,3250,320,8,10,1,0,223.3623,16,0.1697637
2.1,5,1,0,7350,10,0.6,1150,448,5,10,3,0,271.807,16,0.1406984
2.1,6,1,1,2900,9,0.6,6200,544,9,6,1,0,12.9242,16,8.95284
2.1,3,0,1,1650,8,1,6300,208,5,2,2,0,15.5493,16,8.99089
2.1,8,1,1,7700,8,0.8,1550,128,4,10,2,0,12.3883,16,8.8964
2.1,2,0,0,9650,2,0.5,2000,472,10,16,2,0,27.434,16,2.9549
2.1,7,0,0,2900,7,0.8,8500,88,2,2,1,0,155.0144,16,0.2062117
2.1,9,0,1,6650,2,0.8,7150,736,7,6,3,0,12.6213,16,8.93004
2.1,3,0,1,5950,7,0.6,6950,48,2,2,3,0,15.5537,16,8.98622
2.1,7,1,0,4400,7,1,3900,448,8,12,1,0,251.8405,16,0.1275927
2.1,3,1,1,1050,6,0.2,1150,552,4,10,1,0,15.2536,16,8.93447
2.1,1,1,1,7900,9,0.3,600,968,5,4,1,3.2e-06,24.6134,16,9.00055
2.1,8,1,0,7900,7,0.2,5750,472,8,4,1,0,118.0632,16,0.2476719
2.1,2,0,1,5900,3,0.4,7800,800,6,10,1,0,18.1936,16,8.95076
2.1,8,0,1,8300,6,0.7,9700,168,7,12,1,0,12.8183,16,8.89814
2.1,6,1,1,8500,6,1,10000,712,6,14,1,0,13.023,16,8.88268
2.1,1,1,1,6200,6,0.8,9000,112,1,12,2,0,24.7249,16,8.9454
2.1,2,0,1,7350,2,0.1,2850,760,2,2,2,0,18.0993,16,8.99552
2.1,9,1,0,5450,6,0.2,7950,704,5,10,1,0,79.5358,16,0.350016
2.1,5,0,1,7900,3,0.1,2100,600,9,14,3,0,13.8952,16,8.84974
2.1,9,1,1,8100,7,1,600,152,6,16,1,0,12.2881,16,8.85727
2.1,7,0,1,7950,6,0.1,3250,440,1,6,2,0,13.0793,16,8.94176
2.1,3,0,0,2500,10,0.1,4800,256,6,4,1,0,18.0319,16,3.03999
2.1,6,0,0,5000,10,0.6,5200,376,9,12,1,0,234.6995,16,0.146608
2.1,3,1,1,9700,9,0.2,6750,176,6,6,3,0,15.2309,16,8.94228
2.1,10,1,0,4850,7,0.4,7400,600,8,2,2,0,166.6433,16,0.1556557
2.1,8,0,0,10000,3,0.9,6750,936,4,10,3,0,221.386,16,0.1310328
2.1,2,0,1,5350,7,0.5,8650,64,10,12,2,0,18.2449,16,8.91605
2.1,7,1,1,5150,1,0.9,4200,736,2,8,2,0,12.6841,16,8.91927
2.1,8,0,0,9450,9,1,5950,896,8,12,2,0,837.5205,16,0.03463655
2.1,9,0,0,9300,5,0.4,1450,264,4,16,3,0,204.4046,16,0.1353141
2.1,1,0,1,3250,3,0,1200,872,8,6,1,0,24.8942,16,9.44047
2.1,4,0,1,7450,10,0.8,5300,144,8,2,1,0,14.4948,16,8.99555
2.1,2,0,0,6900,9,0.5,1650,536,2,12,3,0,85.6624,16,0.905985
2.1,6,0,1,2150,10,0,4600,232,4,14,2,0,13.4741,16,8.86583
2.1,8,1,0,6300,3,0.5,5400,328,4,6,1,0,81.7391,16,0.357445
2.1,5,1,0,9950,6,0.5,2650,728,8,4,2,0,178.7279,16,0.2140636
2.1,5,0,1,9300,4,0.7,1350,160,9,4,3,0,13.7273,16,8.95797
2.1,4,1,0,6600,7,0.2,1900,400,1,4,1,0,53.0569,16,0.861725
2.1,4,1,1,7200,6,0.2,7850,440,3,6,3,0,14.1659,16,8.93794
2.1,2,1,1,7650,4,0.3,5950,320,7,12,2,0,17.8849,16,8.91436
2.1,3,0,0,4800,10,0.6,1150,384,10,16,2,0,113.0086,16,0.4836698
2.1,1,1,0,7050,4,0.1,5600,464,1,8,3,0,20.2388,16,6.9238
2.1,2,1,1,7600,10,0.8,4050,704,8,12,1,0,17.8583,16,8.93618
2.1,5,1,1,5850,3,0.7,2450,848,5,2,2,0,13.2753,16,8.98565
2.1,1,0,1,9900,7,0.8,5750,792,1,4,1,3.2e-06,24.8834,16,9.00054
2.1,10,0,0,5500,2,0.3,7100,264,1,8,1,0,42.6234,16,0.60457
2.1,2,0,0,8700,9,0.1,6450,448,7,12,3,0,32.9128,16,2.35801
2.1,9,0,0,1750,6,0,7500,504,4,4,2,0,7.94835,16,3.47982
2.1,6,1,1,7550,10,0.3,7050,784,5,10,3,0,13.018,16,8.88604
2.1,9,0,0,4000,6,0.6,7300,24,5,2,1,0,167.3228,16,0.1655678
2.1,7,1,0,8450,9,0.4,8550,96,5,14,1,0,264.9468,16,0.121281
2.1,1,0,0,8500,3,0.7,2050,256,1,16,1,0,33.8252,16,4.2997
2.1,10,1,1,3800,9,0.6,8500,840,4,12,3,0,12.0796,16,8.85217
2.1,9,1,1,9100,7,0.9,9400,512,2,12,3,0,12.292,16,8.85441
2.1,2,0,0,6350,8,1,7200,408,10,6,3,0,134.7291,16,0.5763352
2.1,10,1,1,3250,4,0.9,2750,592,8,10,3,0,12.046,16,8.87685
2.1,3,1,0,9600,6,0.8,2850,488,10,8,3,0,163.3973,16,0.3378198
2.1,4,0,1,3700,10,0.2,3300,832,10,8,3,0,14.6045,16,8.91911
2.1,2,1,0,4900,9,0.7,4650,56,4,4,1,0,82.6123,16,0.952394
2.1,7,1,1,4250,4,0,6450,272,3,8,1,0,12.6663,16,8.93179
