1.1,1.2,1.3,1.4,2.1,2.2,3.0,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,lambda_parallel_instances,lambda_allocated_memory,ec2_vcpus,ec2_memorylevel,ec2_instances,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,latency,cost,reliability,scalability
0,0,0,0,0,1,0,10,0.0,1.0,950.0,4.0,0.8,5250.0,111.0,3.0,0.0,0.0,13.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4422,0,0.00013096
0,0,0,0,0,1,0,9,1.0,0.0,1800.0,2.0,1.0,9750.0,62.0,8.0,0.0,0.0,56.0,3456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87084,0,2.8082e-05
0,0,0,0,0,1,0,10,0.0,0.0,5050.0,2.0,0.3,8950.0,11.0,1.0,0.0,0.0,21.0,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.431e-17,1.1093,0,2.6132e-05
0,0,0,0,0,1,0,3,1.0,0.0,7800.0,3.0,0.7,1750.0,784.0,5.0,0.0,0.0,36.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627,0,4.9747e-05
0,0,0,0,0,1,0,5,0.0,0.0,8950.0,10.0,0.8,5000.0,377.0,9.0,0.0,0.0,68.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47101e-17,10.2645,0,3.55967e-05
0,0,0,0,0,1,0,2,0.0,1.0,6100.0,5.0,0.0,2200.0,746.0,6.0,0.0,0.0,51.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9078,0,0.00017341
0,0,0,0,0,1,0,10,0.0,0.0,8400.0,8.0,0.4,6450.0,823.0,7.0,0.0,0.0,27.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9137,0,2.5973e-05
0,0,0,0,0,1,0,6,1.0,0.0,5200.0,3.0,0.0,1550.0,11.0,10.0,0.0,0.0,60.0,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55416,0,3.4053e-05
0,0,0,0,0,1,0,9,1.0,1.0,800.0,2.0,0.7,8800.0,49.0,3.0,0.0,0.0,58.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4084,0,0.00012796
0,0,0,0,0,1,0,1,1.0,0.0,7950.0,3.0,0.6,9000.0,165.0,10.0,0.0,0.0,100.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5277,0,0.00012909
