e_SQS,queue_size,timeout,e_S3,e_lambda,parallel_instances,lambda_chunk_size,time,cost
0,0,0,1,1,16,12,125,0.00013092
0,0,0,1,1,8,24,125,0.000130856
0,0,0,1,1,120,64,125,0.0001354001
0,0,0,1,1,300,12,125,0.0001498002
0,0,0,1,1,800,340,125,0.0001898005
0,0,0,1,1,800,8,125,0.0001898005
0,0,0,1,1,180,12,125,0.0001402001
0,0,0,1,1,120,8,125,0.0001354001
0,0,0,1,1,220,12,125,0.0001434001
0,0,0,1,1,500,48,125,0.0001658003
0,0,0,1,1,24,24,125,0.00013156
0,0,0,1,1,120,380,125,0.0001354001
0,0,0,1,1,300,48,125,0.0001498002
0,0,0,1,1,400,8,125,0.0001578003
0,0,0,1,1,12,380,125,0.000130888
0,0,0,1,1,300,410,125,0.0001498002
0,0,0,1,1,600,48,125,0.0001738004
0,0,0,1,1,24,4,125,0.00013156
0,0,0,1,1,16,16,125,0.00013092
0,0,0,1,1,16,48,125,0.00013092
0,0,0,1,1,800,164,125,0.0001898005
0,0,0,1,1,32,16,125,0.00013092
0,0,0,1,1,8,192,125,0.000130856
0,0,0,1,1,24,300,125,0.00013156
0,0,0,1,1,120,12,125,0.0001354001
0,0,0,1,1,50,4,125,0.0001338001
0,0,0,1,1,800,16,125,0.0001898005
0,0,0,1,1,100,24,125,0.0001338001
0,0,0,1,1,180,48,125,0.0001402001
0,0,0,1,1,16,128,125,0.00013092
0,0,0,1,1,500,2,125,0.0001658003
0,0,0,1,1,32,16,125,0.00013092
0,0,0,1,1,8,340,125,0.000130856
0,0,0,1,1,220,1,125,0.0001434001
0,0,0,1,1,220,380,125,0.0001434001
0,0,0,1,1,300,300,125,0.0001498002
0,0,0,1,1,600,64,125,0.0001738004
0,0,0,1,1,220,164,125,0.0001434001
0,0,0,1,1,500,12,125,0.0001658003
0,0,0,1,1,24,64,125,0.00013156
0,0,0,1,1,32,410,125,0.00013092
0,0,0,1,1,800,128,125,0.0001898005
0,0,0,1,1,120,128,125,0.0001354001
0,0,0,1,1,300,12,125,0.0001498002
0,0,0,1,1,600,64,125,0.0001738004
0,0,0,1,1,180,192,125,0.0001402001
0,0,0,1,1,220,256,125,0.0001434001
0,0,0,1,1,800,32,125,0.0001898005
0,0,0,1,1,50,32,125,0.0001338001
0,0,0,1,1,500,410,125,0.0001658003
0,0,0,1,1,500,1,125,0.0001658003
0,0,0,1,1,400,360,125,0.0001578003
0,0,0,1,1,32,380,125,0.00013092
0,0,0,1,1,800,320,125,0.0001898005
0,0,0,1,1,1000,2,125,0.0002058006
0,0,0,1,1,32,16,125,0.00013092
0,0,0,1,1,500,24,125,0.0001658003
0,0,0,1,1,300,256,125,0.0001498002
0,0,0,1,1,500,4,125,0.0001658003
0,0,0,1,1,120,300,125,0.0001354001
0,0,0,1,1,16,4,125,0.00013092
0,0,0,1,1,12,256,125,0.000130888
0,0,0,1,1,800,64,125,0.0001898005
0,0,0,1,1,220,320,125,0.0001434001
0,0,0,1,1,50,300,125,0.0001338001
0,0,0,1,1,12,380,125,0.000130888
0,0,0,1,1,600,360,125,0.0001738004
0,0,0,1,1,400,24,125,0.0001578003
0,0,0,1,1,1000,256,125,0.0002058006
0,0,0,1,1,1000,8,125,0.0002058006
0,0,0,1,1,300,1,125,0.0001498002
0,0,0,1,1,700,300,125,0.0001818004
0,0,0,1,1,8,128,125,0.000130856
0,0,0,1,1,300,64,125,0.0001498002
0,0,0,1,1,12,380,125,0.000130888
0,0,0,1,1,24,192,125,0.00013156
0,0,0,1,1,100,192,125,0.0001338001
0,0,0,1,1,24,360,125,0.00013156
0,0,0,1,1,12,340,125,0.000130888
0,0,0,1,1,220,164,125,0.0001434001
0,0,0,1,1,400,8,125,0.0001578003
0,0,0,1,1,600,12,125,0.0001738004
0,0,0,1,1,500,360,125,0.0001658003
0,0,0,1,1,220,1,125,0.0001434001
0,0,0,1,1,600,64,125,0.0001738004
0,0,0,1,1,100,8,125,0.0001338001
0,0,0,1,1,220,410,125,0.0001434001
0,0,0,1,1,32,300,125,0.00013092
0,0,0,1,1,8,128,125,0.000130856
0,0,0,1,1,120,64,125,0.0001354001
0,0,0,1,1,24,2,125,0.00013156
0,0,0,1,1,300,256,125,0.0001498002
0,0,0,1,1,700,1,125,0.0001818004
0,0,0,1,1,120,2,125,0.0001354001
0,0,0,1,1,120,128,125,0.0001354001
0,0,0,1,1,800,2,125,0.0001898005
0,0,0,1,1,100,340,125,0.0001338001
0,0,0,1,1,50,340,125,0.0001338001
0,0,0,1,1,120,300,125,0.0001354001
0,0,0,1,1,1000,4,125,0.0002058006
0,0,0,1,1,24,256,125,0.00013156
0,0,0,1,1,100,128,125,0.0001338001
0,0,0,1,1,120,410,125,0.0001354001
0,0,0,1,1,1000,192,125,0.0002058006
0,0,0,1,1,8,340,125,0.000130856
0,0,0,1,1,12,64,125,0.000130888
0,0,0,1,1,400,48,125,0.0001578003
0,0,0,1,1,180,340,125,0.0001402001
0,0,0,1,1,400,2,125,0.0001578003
0,0,0,1,1,400,4,125,0.0001578003
0,0,0,1,1,120,8,125,0.0001354001
0,0,0,1,1,600,32,125,0.0001738004
0,0,0,1,1,300,340,125,0.0001498002
0,0,0,1,1,12,340,125,0.000130888
0,0,0,1,1,24,2,125,0.00013156
0,0,0,1,1,1000,32,125,0.0002058006
0,0,0,1,1,220,128,125,0.0001434001
0,0,0,1,1,50,48,125,0.0001338001
0,0,0,1,1,16,256,125,0.00013092
0,0,0,1,1,220,192,125,0.0001434001
0,0,0,1,1,700,16,125,0.0001818004
0,0,0,1,1,300,48,125,0.0001498002
0,0,0,1,1,50,1,125,0.0001338001
0,0,0,1,1,400,410,125,0.0001578003
0,0,0,1,1,50,8,125,0.0001338001
0,0,0,1,1,16,4,125,0.00013092
0,0,0,1,1,120,32,125,0.0001354001
0,0,0,1,1,1000,8,125,0.0002058006
0,0,0,1,1,600,64,125,0.0001738004
0,0,0,1,1,600,24,125,0.0001738004
0,0,0,1,1,8,410,125,0.000130856
0,0,0,1,1,100,380,125,0.0001338001
0,0,0,1,1,8,2,125,0.000130856
0,0,0,1,1,500,300,125,0.0001658003
0,0,0,1,1,100,16,125,0.0001338001
0,0,0,1,1,120,48,125,0.0001354001
0,0,0,1,1,1000,128,125,0.0002058006
0,0,0,1,1,700,380,125,0.0001818004
0,0,0,1,1,100,48,125,0.0001338001
0,0,0,1,1,400,410,125,0.0001578003
0,0,0,1,1,8,24,125,0.000130856
0,0,0,1,1,8,300,125,0.000130856
0,0,0,1,1,50,256,125,0.0001338001
0,0,0,1,1,600,128,125,0.0001738004
0,0,0,1,1,1000,256,125,0.0002058006
0,0,0,1,1,50,256,125,0.0001338001
0,0,0,1,1,220,8,125,0.0001434001
0,0,0,1,1,220,4,125,0.0001434001
0,0,0,1,1,1000,410,125,0.0002058006
0,0,0,1,1,120,8,125,0.0001354001
0,0,0,1,1,400,1,125,0.0001578003
0,0,0,1,1,24,164,125,0.00013156
0,0,0,1,1,300,360,125,0.0001498002
0,0,0,1,1,100,256,125,0.0001338001
0,0,0,1,1,600,8,125,0.0001738004
0,0,0,1,1,100,32,125,0.0001338001
0,0,0,1,1,24,64,125,0.00013156
0,0,0,1,1,300,410,125,0.0001498002
0,0,0,1,1,16,8,125,0.00013092
0,0,0,1,1,12,360,125,0.000130888
0,0,0,1,1,800,192,125,0.0001898005
0,0,0,1,1,180,32,125,0.0001402001
0,0,0,1,1,600,8,125,0.0001738004
0,0,0,1,1,220,48,125,0.0001434001
0,0,0,1,1,300,64,125,0.0001498002
0,0,0,1,1,120,4,125,0.0001354001
0,0,0,1,1,600,164,125,0.0001738004
0,0,0,1,1,180,12,125,0.0001402001
0,0,0,1,1,400,32,125,0.0001578003
0,0,0,1,1,400,164,125,0.0001578003
0,0,0,1,1,8,16,125,0.000130856
0,0,0,1,1,600,16,125,0.0001738004
0,0,0,1,1,50,192,125,0.0001338001
0,0,0,1,1,50,16,125,0.0001338001
0,0,0,1,1,180,340,125,0.0001402001
0,0,0,1,1,400,410,125,0.0001578003
0,0,0,1,1,300,300,125,0.0001498002
0,0,0,1,1,700,24,125,0.0001818004
0,0,0,1,1,400,164,125,0.0001578003
0,0,0,1,1,16,4,125,0.00013092
0,0,0,1,1,16,380,125,0.00013092
0,0,0,1,1,300,360,125,0.0001498002
0,0,0,1,1,100,340,125,0.0001338001
0,0,0,1,1,24,16,125,0.00013156
0,0,0,1,1,800,164,125,0.0001898005
0,0,0,1,1,120,1,125,0.0001354001
0,0,0,1,1,180,48,125,0.0001402001
0,0,0,1,1,32,24,125,0.00013092
0,0,0,1,1,24,8,125,0.00013156
0,0,0,1,1,220,8,125,0.0001434001
0,0,0,1,1,120,48,125,0.0001354001
0,0,0,1,1,800,2,125,0.0001898005
0,0,0,1,1,1000,164,125,0.0002058006
0,0,0,1,1,120,64,125,0.0001354001
0,0,0,1,1,800,256,125,0.0001898005
0,0,0,1,1,1000,256,125,0.0002058006
0,0,0,1,1,600,192,125,0.0001738004
0,0,0,1,1,400,1,125,0.0001578003
0,0,0,1,1,100,2,125,0.0001338001
0,0,0,1,1,100,24,125,0.0001338001
0,0,0,1,1,300,128,125,0.0001498002
