Topology,lambda_parallel_instances,lambda_allocated_memory,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,car_cache,latency,cost,reliability,scalability
1.4,47,1856,1,0,8350,0.2,8,0,0.0050271,0,-4.3173e-10
1.4,31,448,0,1,600,0.8,4,4.44533e-17,10.7016,0,-1.0995e-10
1.4,69,2112,0,0,1150,0.1,6,0,18.7228,0,-3.3701e-10
1.4,34,192,0,0,4550,0.9,5,0,105.2978,0,-4.892867e-11
1.4,70,832,0,1,1750,1,7,4.45196e-17,61.0709,0,5.0982e-09
1.4,39,576,0,1,4050,0.6,10,5.745616e-17,158.6715,0,-3.67e-10
1.4,76,320,1,1,6550,0.5,9,5.5957e-17,0.010129,0,-2.6892e-10
1.4,69,192,1,0,800,0.6,3,0,0.00073312,0,3.9909e-12
1.4,69,1472,1,0,1050,1,2,4.4446e-17,0.0056427,0,-9.1497e-11
1.4,23,1536,1,0,2400,0.2,6,0,0.0021109,0,-2.9962e-10
1.4,37,1088,0,1,8600,0.9,2,5.57333e-17,80.6075,0,-8.2843e-11
1.4,83,448,1,0,1950,0.3,7,0,0.0019028,0,-2.1919e-10
1.4,36,1856,1,1,2550,0.7,4,0,0.015122,0,-2.097e-10
1.4,8,128,1,0,550,0.6,4,0,0.00027094,0,2.8808e-11
1.4,3,2112,1,0,5650,0.1,8,0,0.00059153,0,-4.5731e-10
1.4,49,832,1,1,9700,1,6,4.6366e-17,0.012504,0,3.5257e-09
1.4,67,4544,0,1,2350,0.2,5,0,34.3475,0,-3.41631e-10
1.4,63,2368,1,1,3050,0,5,0,0.020241,0,-2.8363e-10
1.4,48,448,0,1,2500,0.3,6,4.44533e-17,47.706,0,-1.82781e-10
1.4,10,448,0,1,1800,0.5,4,4.44533e-17,26.2969,0,-1.0995e-10
1.4,15,6144,0,1,2900,0.6,7,0,78.9097,0,-5.17981e-10
1.4,71,3072,0,0,550,0.4,9,0,16.5722,0,-5.52584e-10
1.4,88,4352,1,1,3800,0.8,2,0,0.036425,0,-1.3319e-10
1.4,17,2816,0,1,6000,0.2,9,0,158.134,0,-5.517024e-10
1.4,96,960,0,0,5800,0.8,7,0,178.0568,0,-2.995782e-10
1.4,23,576,0,0,1650,0.9,7,5.63296e-17,54.1662,0,-2.4647e-10
1.4,33,4736,0,1,1200,0.6,9,0,42.0229,0,-6.26006e-10
1.4,4,5888,1,1,1550,0.8,10,0,0.014644,0,-7.2224e-10
1.4,50,256,0,0,7850,0.5,3,0,88.4469,0,-3.35029e-11
1.4,41,8384,1,1,700,0.2,9,0,0.023151,0,-7.2606e-10
1.4,76,832,1,1,850,0,1,4.4416e-17,0.013591,0,-2.9158e-11
1.4,11,5184,0,0,4400,0.4,6,7.6682e-17,91.1505,0,-5.70648e-09
1.4,26,1600,0,1,700,1,5,0,17.119,0,-2.74244e-10
1.4,80,832,1,0,2500,0,7,4.452e-17,0.0036155,0,5.8686e-09
1.4,23,2688,1,0,6150,0.1,3,0,0.0038353,0,-1.7763e-10
1.4,45,1600,0,0,500,0.4,4,0,6.6058,0,-1.9963e-10
1.4,28,2240,1,1,2050,0.9,1,0,0.01534,0,-5.087e-11
1.4,68,3200,0,1,500,0.6,4,0,8.0306,0,-2.4963e-10
1.4,12,2368,1,0,1650,0.5,5,0,0.0018374,0,-2.8363e-10
1.4,64,256,1,1,1100,0.5,5,0,0.0094159,0,-9.6037e-11
1.4,5,768,0,0,6350,0.7,6,0,157.3947,0,-2.345376e-10
1.4,73,192,1,0,950,0.5,2,0,0.00076227,0,3.0437e-11
1.4,26,6720,1,1,2400,0.9,3,0,0.011586,0,-2.253e-10
1.4,12,2112,0,0,650,0.3,10,0,20.8635,0,-5.70861e-10
1.4,52,384,0,0,5450,0.2,7,5.682511e-17,110.7684,0,-1.963e-10
1.4,100,128,0,1,6950,0.1,2,0,38.0667,0,7.17632e-11
1.4,93,3968,0,1,600,0.4,7,0,14.1404,0,-4.62893e-10
1.4,3,6144,1,0,950,0.6,10,0,0.0013983,0,-7.2239e-10
1.4,64,128,1,0,1050,0.4,3,0,0.00053349,0,5.2109e-11
1.4,23,640,0,1,2900,0.3,10,0,94.0282,0,-3.91013e-10
1.4,90,832,0,1,6150,0.9,7,4.451959e-17,203.5684,0,6.63895e-09
1.4,43,128,1,1,1400,0.6,9,0,0.0079165,0,-8.6841e-11
1.4,46,2688,1,0,950,0.5,8,3.3722e-17,0.0075482,0,-1.1936e-08
1.4,45,256,1,0,1450,0.9,8,0,0.00071423,0,-1.864e-10
1.4,66,1088,0,0,2000,0.5,6,0,44.4115,0,-2.72976e-10
1.4,48,768,1,0,1050,0.2,7,4.4509e-17,0.0020086,0,-2.7373e-10
1.4,55,192,0,1,700,0.9,8,0,25.9666,0,-1.28806e-10
1.4,17,6144,0,1,3700,0.7,10,0,152.6899,0,-7.223907e-10
1.4,7,1984,0,0,750,1,10,0,36.3278,0,-5.52178e-10
1.4,88,3456,0,1,4300,0,6,0,62.9631,0,-3.83944e-10
1.4,55,9152,0,1,750,0.2,1,3.5838e-17,2.1565,0,4.653e-08
1.4,78,384,1,1,550,1,4,4.4472e-17,0.010363,0,-9.3945e-11
1.4,42,7360,0,1,900,0.8,9,0,35.7502,0,-6.87487e-10
1.4,78,704,1,1,2550,0.3,8,4.4507e-17,0.012744,0,-3.1324e-10
1.4,12,256,1,0,4850,0.4,2,0,0.0003602,0,-1.007e-11
1.4,6,8768,0,0,750,0.6,5,0,14.612,0,-3.97712e-10
1.4,11,128,0,1,1200,0.7,8,0,41.1747,0,-6.48241e-11
1.4,91,3072,1,1,4550,0.9,10,0,0.028437,0,-6.1291e-10
1.4,45,576,1,1,600,0.3,1,0,0.010956,0,-1.1724e-11
1.4,40,1792,0,0,600,0.6,4,0,9.4373,0,-2.087e-10
1.4,9,3456,1,0,1300,0.1,1,0,0.0020931,0,-6.1219e-11
1.4,56,2432,1,1,750,0,4,0,0.019503,0,-2.2497e-10
1.4,86,2816,0,0,8350,0.2,1,4.44374e-17,24.3645,0,-5.59805e-11
1.4,65,704,1,0,8350,0.2,7,9.3697e-17,0.0024797,0,-4.5084e-09
1.4,26,8000,0,1,1100,0.9,7,2.90252e-17,35.4571,0,-5.55471e-10
1.4,64,448,1,1,4150,0.3,8,4.4548e-17,0.0107,0,-2.5587e-10
1.4,30,1024,1,1,5650,0.1,3,0,0.012358,0,-1.3386e-10
1.4,77,448,0,1,1800,0.2,1,4.4418e-17,5.2005,0,-1.0672e-12
1.4,11,832,0,0,3450,0.7,7,4.451959e-17,101.7085,0,5.529754e-10
1.4,4,384,1,1,7150,0.5,2,4.4449e-17,0.0091313,0,-2.5932e-11
1.4,78,1856,1,0,1450,0.8,4,0,0.0081892,0,-2.097e-10
1.4,98,640,0,0,2400,0.1,10,0,65.4194,0,-3.91013e-10
1.4,73,960,0,1,600,0.6,6,0,13.8969,0,-2.54008e-10
1.4,31,640,1,1,5800,0.6,1,0,0.011049,0,-2.1358e-11
1.4,6,832,1,1,1450,0.5,2,0,0.010679,0,-7.2603e-11
1.4,12,1600,0,0,650,1,5,0,15.9054,0,-2.74244e-10
1.4,77,3328,1,1,2400,0.2,9,0,0.027849,0,-5.8592e-10
1.4,85,128,0,1,1100,0,6,0,16.5386,0,-1.71946e-11
1.4,4,192,0,0,2000,0.1,8,0,42.5414,0,-1.28806e-10
1.4,67,1472,1,0,1550,0,9,4.4503e-17,0.0054897,0,-4.5406e-10
1.4,97,6720,1,0,1300,0.5,6,0,0.042601,0,-4.5376e-10
1.4,61,384,1,0,1150,1,7,5.6825e-17,0.0012417,0,-1.963e-10
1.4,40,192,0,0,1600,0.7,8,0,52.7999,0,-1.28806e-10
1.4,11,7040,1,0,4850,0.8,9,0,0.0052665,0,-6.8686e-10
1.4,60,1536,1,1,550,0.1,9,0,0.016024,0,-4.5464e-10
1.4,2,2240,1,0,4400,0.4,10,0,0.00048586,0,-5.7344e-10
1.4,48,1280,0,0,5650,0.1,5,4.44548e-17,76.934,0,-2.56243e-10
1.4,68,960,0,1,950,0.2,1,0,2.7221,0,-2.8334e-11
1.4,55,1728,0,0,1750,0.1,9,0,42.5097,0,-4.83599e-10
1.4,92,832,0,1,5450,0.6,7,4.451959e-17,151.4567,0,6.793025e-09
1.4,47,2944,0,0,2200,0.2,10,0,63.8749,0,-6.12632e-10
1.4,77,1856,0,1,2500,0.8,5,0,54.8713,0,-2.64056e-10
1.4,35,3328,1,0,5150,0.5,4,0,0.0072189,0,-2.5365e-10
1.4,39,6144,1,1,2150,0.4,9,0,0.028326,0,-6.6671e-10
1.4,25,128,0,1,9700,0.5,5,0,182.4915,0,2.099275e-13
1.4,70,320,0,0,1600,0.2,8,0,38.2981,0,-2.16668e-10
1.4,97,192,1,0,500,0.4,2,0,0.00093891,0,3.0437e-11
1.4,54,1472,1,1,500,0.7,10,4.4645e-17,0.01535,0,-5.142e-10
1.4,99,960,0,1,2150,0.3,4,0,26.8889,0,-1.63404e-10
1.4,2,1152,0,0,1050,0,8,0,20.3532,0,-3.71023e-10
1.4,67,704,1,1,750,0.3,9,4.4545e-17,0.012371,0,-3.559e-10
1.4,87,128,0,1,7850,0.8,10,0,355.2783,0,-1.244346e-10
1.4,58,192,0,1,1900,0.9,10,0,88.1646,0,-1.82606e-10
1.4,97,3776,1,1,4300,0.1,1,0,0.034441,0,-6.0554e-11
1.4,12,640,1,0,8350,0.1,2,1.0031e-16,0.00060215,0,-6.2568e-11
1.4,49,7360,0,0,1350,0.5,1,0,4.8646,0,-7.3864e-11
1.4,41,256,1,1,6750,0,6,0,0.0091709,0,-1.2358e-10
1.4,15,832,0,0,8100,0.7,7,4.451959e-17,239.1686,0,8.61126e-10
1.4,95,3200,1,1,4550,0.9,9,0,0.030715,0,-5.7111e-10
1.4,23,448,0,0,900,0.1,9,0,21.6919,0,-2.92062e-10
1.4,94,3776,0,1,900,0.5,9,0,29.3332,0,-5.8815e-10
1.4,14,1856,1,1,1050,0.6,10,0,0.01288,0,-5.3726e-10
1.4,96,1792,1,0,1150,0.4,8,0,0.0096922,0,-4.3105e-10
1.4,47,9600,1,0,850,0.9,9,2.8682e-17,0.030311,0,-7.3036e-10
1.4,11,3648,0,1,5450,0.2,1,0,15.7844,0,-6.05963e-11
1.4,81,128,1,0,1750,0.2,10,0,0.00061525,0,-1.2443e-10
1.4,14,960,1,0,1850,1,10,0,0.00090078,0,-4.4452e-10
1.4,5,1408,0,1,3150,0.4,3,0,32.3484,0,-1.42475e-10
1.4,6,2816,1,1,2900,1,4,4.4453e-17,0.013114,0,-2.3928e-10
1.4,10,1088,0,0,500,0.8,8,5.57333e-17,17.7637,0,-3.75756e-10
1.4,2,192,0,0,3000,0.5,5,0,54.6099,0,-4.89287e-11
1.4,65,5184,0,1,5150,0.3,8,4.460831e-17,131.8024,0,3.061921e-08
1.4,92,8000,0,0,1550,0.2,1,0,4.5513,0,-8.0017e-11
1.4,19,384,1,1,700,0.9,8,4.4472e-17,0.0093832,0,-2.3119e-10
1.4,72,1472,0,0,650,0.2,1,0,1.8239,0,-4.0355e-11
1.4,76,192,1,0,2400,1,7,0,0.00078581,0,-1.0181e-10
1.4,41,192,0,1,1000,0,6,0,14.4991,0,-7.64759e-11
1.4,88,640,1,0,3050,0.9,4,4.4453e-17,0.002954,0,-1.4278e-10
1.4,41,768,1,0,700,0.1,5,0,0.0017478,0,-1.9034e-10
1.4,48,2560,0,0,550,1,1,0,2.7799,0,-5.7715e-11
1.4,95,384,0,1,4850,0.9,7,5.682511e-17,157.364,0,-1.963e-10
1.4,49,512,0,0,2900,0.8,10,0,130.5308,0,-3.558165e-10
1.4,83,448,1,1,500,0.8,9,0,0.011084,0,-2.9206e-10
1.4,23,896,1,0,2200,0.2,2,4.0349e-17,0.0012746,0,1.8359e-09
1.4,46,128,0,0,1400,0.6,3,0,16.8312,0,5.2109e-11
1.4,90,1536,1,0,1300,0.6,2,0,0.0075973,0,-9.1987e-11
1.4,67,256,0,1,600,0.6,8,0,19.0136,0,-1.86395e-10
1.4,91,448,1,0,10000,0.6,10,4.4548e-17,0.0020653,0,-3.333e-10
1.4,4,256,0,0,6950,0.6,8,0,222.9845,0,-1.863955e-10
1.4,55,320,1,0,6750,0.9,8,0,0.00099696,0,-2.1667e-10
1.4,73,1280,1,0,700,0.3,2,0,0.0052137,0,-9.4662e-11
1.4,61,576,1,1,4400,0.6,5,0,0.011388,0,-1.6824e-10
1.4,35,192,0,0,4400,0.8,3,0,57.929,0,3.9909e-12
1.4,1,3968,1,1,1450,1,9,0,0.012707,0,-5.884e-10
1.4,44,256,1,0,1300,0.1,2,0,0.00070153,0,-1.007e-11
1.4,26,1088,0,1,1150,0.3,6,0,22.073,0,-2.72976e-10
1.4,77,6720,0,0,3050,0.5,3,0,33.9656,0,-2.25302e-10
1.4,88,1344,1,0,4400,0.7,3,0,0.0065371,0,-1.4439e-10
1.4,9,1856,0,1,1350,0.7,5,0,28.1911,0,-2.64056e-10
1.4,26,1024,1,0,650,1,2,0,0.0016057,0,-8.3678e-11
1.4,9,1408,0,0,2550,0.6,4,4.44651e-17,40.2471,0,-1.93159e-10
1.4,57,192,1,0,1050,0.1,1,0,0.00064422,0,5.6873e-11
1.4,88,128,0,1,1450,0.4,8,0,40.8676,0,-6.48241e-11
1.4,82,448,0,0,800,0.8,1,4.4418e-17,3.6678,0,-1.0672e-12
1.4,10,7680,1,1,1600,0.3,3,0,0.0052176,0,-2.263e-10
1.4,9,2112,1,1,3700,1,6,0,0.012868,0,-3.3701e-10
1.4,92,7360,0,1,5800,0.5,9,0,190.5227,0,-6.874865e-10
1.4,70,5888,1,1,550,0.8,2,0,0.039249,0,-1.4174e-10
1.4,56,1344,0,1,8850,0.5,3,0,98.5919,0,-1.4439e-10
1.4,3,3456,0,0,2650,0.1,5,0,35.7099,0,-3.197e-10
1.4,15,5888,1,1,2500,0.9,6,0,0.018742,0,-4.3446e-10
1.4,74,5376,0,0,1150,0.9,1,0,5.2203,0,-7.0271e-11
1.4,62,576,0,1,750,0.1,10,5.74562e-17,20.107,0,-3.67e-10
1.4,34,320,0,1,8850,0.3,1,4.44176e-17,28.6725,0,9.94137e-12
1.4,90,704,0,1,550,0,6,4.4431e-17,7.9559,0,-2.2951e-10
1.4,92,256,0,0,5000,0.7,9,0,191.8423,0,-2.109286e-10
1.4,25,1856,0,0,1400,0.5,1,0,5.1516,0,-4.5909e-11
1.4,69,1280,1,1,750,0.7,9,0,0.015825,0,-4.4799e-10
1.4,35,192,0,0,1200,0.2,4,0,13.879,0,-2.24572e-11
1.4,60,1536,0,0,1350,0.8,4,0,23.8061,0,-1.954e-10
1.4,43,1600,1,0,650,0.5,10,4.3312e-17,0.0040698,0,-6.8982e-09
1.4,25,2240,0,0,2400,0.7,4,0,40.1912,0,-2.24157e-10
1.4,39,640,1,1,1000,1,4,4.4453e-17,0.011298,0,-1.4278e-10
1.4,38,512,1,0,2250,0.8,2,0,0.001139,0,-5.65e-11
1.4,21,320,0,1,500,0,9,5.59566e-17,11.222,0,-2.68915e-10
1.4,78,5376,1,0,850,0.7,10,0,0.026792,0,-7.2066e-10
1.4,58,1536,1,1,1350,0.3,10,0,0.01586,0,-5.147e-10
1.4,31,128,1,1,4550,1,4,0,0.0078589,0,2.8808e-11
1.4,76,448,1,1,1200,0.3,8,4.4548e-17,0.010942,0,-2.5587e-10
1.4,19,896,0,0,2500,0.9,5,0,58.5313,0,-2.07118e-10
1.4,64,320,1,0,3150,0.9,5,4.4484e-17,0.0011206,0,-1.1434e-10
1.4,90,1216,1,1,3700,1,5,0,0.016421,0,-2.275e-10
1.4,64,320,1,0,1200,0.5,2,0,0.0011195,0,-1.9851e-11
1.4,28,384,1,1,3250,0,2,4.4449e-17,0.0095307,0,-2.5932e-11
1.4,48,128,0,0,1050,0.6,2,0,8.4157,0,7.1763e-11
1.4,42,6464,1,1,2000,0.1,5,0,0.017879,0,-3.7383e-10
1.4,57,576,0,0,6150,0.7,2,0,51.1241,0,-5.12326e-11
1.4,62,2816,0,1,1050,0.5,10,4.45451e-17,38.6994,0,-6.11943e-10
1.4,82,5376,1,0,7150,0.2,2,0,0.028148,0,-1.4195e-10
1.4,19,5632,0,0,6150,0.2,9,0,161.7062,0,-6.480359e-10
1.4,46,256,0,1,5150,0.4,1,0,18.0796,0,2.63029e-11
1.4,99,1280,1,1,3900,0.5,5,4.4455e-17,0.017871,0,-2.5624e-10
1.4,39,128,0,0,5450,0.4,1,0,19.013,0,9.65064e-11
1.4,32,5888,1,0,6750,0.5,10,0,0.012165,0,-7.2224e-10
1.4,26,1280,0,1,2400,0.3,3,5.61801e-17,23.1956,0,-1.40163e-10
1.4,17,1728,1,1,6350,0.2,6,0,0.013066,0,-3.175e-10
1.4,67,192,1,0,1600,0.5,5,0,0.00071899,0,-4.8929e-11
1.4,24,128,0,0,4050,0.3,8,0,105.3498,0,-6.48241e-11
1.4,80,128,0,1,3700,0.6,10,0,148.7956,0,-1.244346e-10
1.4,17,9152,0,0,950,0.7,4,6.08387e-17,15.7621,0,1.40872e-08
1.4,71,1664,0,1,4550,0.9,1,3.84672e-17,21.5363,0,-1.09857e-08
1.4,16,1280,0,1,1850,0.3,6,3.64597e-17,35.565,0,1.60645e-09
1.4,35,5376,0,0,5000,0.4,3,4.44858e-17,51.657,0,-2.13062e-10
1.4,40,320,0,1,1000,0.9,8,0,38.3256,0,-2.16668e-10
1.4,32,4544,0,1,1150,0.8,8,3.06e-17,40.404,0,-1.40142e-08
1.4,71,320,0,1,4150,0,2,0,20.5743,0,-1.98507e-11
1.4,74,9984,0,0,1350,0.1,4,7.24721e-17,14.4518,0,-3.19076e-10
1.4,57,960,1,0,700,0.4,7,0,0.0029632,0,-2.9958e-10
1.4,89,128,0,1,5000,0,1,0,12.4821,0,9.65064e-11
1.4,93,640,0,1,8600,1,1,0,43.1275,0,-2.13578e-11
1.4,92,1152,0,1,6950,0.4,10,4.449642e-17,237.4679,0,-4.671833e-10
1.4,54,5184,1,1,8100,0.7,3,7.5351e-17,0.031113,0,-2.6136e-08
1.4,71,384,1,0,3350,1,8,4.4472e-17,0.0014085,0,-2.3119e-10
1.4,72,5184,0,0,1500,0.6,4,7.6682e-17,23.6546,0,-3.48435e-08
1.4,64,3776,1,1,950,0.2,5,0,0.026967,0,-3.2068e-10
1.4,77,3968,1,0,850,0.9,6,0,0.018559,0,-3.9092e-10
1.4,47,128,1,1,1900,1,4,0,0.007934,0,2.8808e-11
1.4,20,1024,1,1,1050,0.2,6,0,0.01183,0,-2.6952e-10
1.4,80,128,1,0,4300,0.7,7,0,0.00060973,0,-5.1394e-11
1.4,96,1216,0,1,3250,0.6,8,0,101.0793,0,-3.719038e-10
1.4,54,192,1,0,4850,0,10,0,0.00062477,0,-1.8261e-10
1.4,38,9984,1,0,2350,0.9,7,7.3719e-17,0.025522,0,-5.7882e-10
1.4,7,7360,0,1,4050,0.9,2,0,37.5494,0,-1.49887e-10
1.4,70,5184,0,0,600,0.7,1,4.4426e-17,2.4781,0,-7.1306e-11
1.4,78,1472,0,1,1800,0.7,9,4.45028e-17,67.3335,0,-4.5406e-10
1.4,89,2368,1,1,4700,0.6,10,0,0.023733,0,-5.741e-10
1.4,22,320,1,1,1000,0.4,3,0,0.0093775,0,-5.4775e-11
1.4,30,2560,1,0,1150,0.6,9,0,0.0047145,0,-5.4559e-10
1.4,82,640,0,1,950,0.1,3,4.4441e-17,7.7616,0,-9.883e-11
1.4,98,1408,1,1,3150,0,5,8.2005e-17,0.018698,0,-2.4506e-10
1.4,36,1792,1,0,6150,0.1,1,0,0.0037743,0,-4.6017e-11
1.4,22,1344,0,0,3150,0.3,4,4.44718e-17,40.2011,0,-1.91966e-10
1.4,51,1280,0,0,750,0.8,3,5.618e-17,9.8902,0,-1.4016e-10
1.4,51,384,1,1,6350,0.9,10,0,0.0099165,0,-3.0355e-10
1.4,81,192,0,0,4150,0.4,4,0,56.4208,0,-2.24572e-11
1.4,81,128,0,0,4850,0.4,4,0,67.9478,0,2.88083e-11
1.4,44,576,0,0,8600,1,5,0,211.4906,0,-1.682359e-10
1.4,38,576,0,1,600,0.5,4,0,8.8333,0,-1.2927e-10
1.4,35,3200,1,1,800,1,6,0,0.019193,0,-3.8608e-10
1.4,48,704,0,0,1500,0.8,1,5.5698e-17,6.7231,0,-1.9736e-11
1.4,23,2560,0,1,3700,0.8,6,4.45009e-17,99.5873,0,-3.57147e-10
1.4,100,256,0,1,3800,1,10,0,191.3547,0,-2.565388e-10
1.4,7,2048,0,0,4400,0.5,7,0,114.5892,0,-3.933053e-10
1.4,81,2560,0,1,1350,0.3,7,4.45313e-17,30.2322,0,-4.17799e-10
1.4,15,448,1,1,1150,1,6,4.4453e-17,0.0097115,0,-1.8278e-10
1.4,73,5888,1,1,1050,0.7,9,0,0.040374,0,-6.6659e-10
1.4,48,7040,0,0,7850,0.5,5,0,143.8555,0,-3.781181e-10
1.4,28,192,1,0,700,0.4,6,0,0.00043224,0,-7.6476e-11
1.4,97,1600,0,0,500,0.5,10,4.33123e-17,18.0136,0,-1.48982e-08
1.4,98,256,0,1,5150,0.6,9,0,186.0769,0,-2.109286e-10
1.4,68,7360,1,0,550,0.7,7,0,0.032762,0,-5.3421e-10
1.4,47,1472,0,1,1550,1,9,4.45028e-17,68.2357,0,-4.5406e-10
1.4,60,192,0,0,800,0.9,2,0,7.2415,0,3.0437e-11
1.4,86,5632,1,0,5450,0.2,1,0,0.030902,0,-6.984e-11
1.4,17,1408,1,1,1400,0.7,4,4.4465e-17,0.012385,0,-1.9316e-10
1.4,62,960,0,0,3350,0.9,8,0,124.036,0,-3.453817e-10
1.4,18,1600,1,1,1050,0.3,8,0,0.012691,0,-4.1779e-10
1.4,29,896,1,1,3150,0.1,1,0,0.011726,0,-2.7332e-11
1.4,69,320,1,1,4550,0.9,3,0,0.010029,0,-5.4775e-11
1.4,89,128,0,1,8600,0.6,5,0,172.5032,0,2.099275e-13
1.4,13,448,1,1,500,0.9,10,4.4548e-17,0.0096728,0,-3.333e-10
1.4,68,128,0,1,550,0.2,4,0,6.5523,0,2.8808e-11
1.4,17,960,1,0,1150,0.8,9,0,0.0010442,0,-3.9414e-10
1.4,80,128,0,1,2350,0,8,0,46.8068,0,-6.48241e-11
1.4,73,192,1,1,1600,0.9,2,0,0.0085823,0,3.0437e-11
1.4,47,1280,1,0,550,0.1,6,3.646e-17,0.0034911,0,5.2805e-09
1.4,61,3968,1,0,2000,1,5,0,0.014749,0,-3.2509e-10
1.4,30,384,1,1,500,0.7,9,4.4506e-17,0.0095666,0,-2.643e-10
1.4,67,576,1,1,2700,0.1,6,0,0.011549,0,-2.0781e-10
1.4,82,2048,0,1,8850,0,5,0,109.1781,0,-2.896167e-10
1.4,79,256,1,0,5800,0.6,8,0,0.0010769,0,-1.864e-10
1.4,27,1280,1,0,900,0.1,10,0,0.0020779,0,-4.9231e-10
1.4,26,640,0,0,4300,0.5,7,0,112.5417,0,-2.659311e-10
1.4,21,704,0,1,1150,0.1,3,5.6018e-17,9.1763,0,-1.0362e-10
1.4,84,3456,0,1,1400,0.4,3,0,14.3751,0,-1.89484e-10
1.4,44,128,0,0,900,0.8,5,0,20.5714,0,2.09928e-13
1.4,7,704,0,1,6950,0.9,3,5.60178e-17,97.839,0,-1.03618e-10
1.4,45,128,1,0,3250,1,4,0,0.0004446,0,2.8808e-11
1.4,70,960,0,0,800,0.7,1,0,3.323,0,-2.8334e-11
1.4,2,768,0,0,1050,0.4,1,4.4419e-17,3.6183,0,-2.123e-11
1.4,95,128,1,1,650,0.2,4,0,0.0081593,0,2.8808e-11
1.4,43,3776,1,1,700,0.2,2,0,0.022207,0,-1.2552e-10
1.4,46,320,0,0,3150,0.7,10,0,134.1962,0,-2.806004e-10
1.4,43,4928,0,0,2700,1,1,0,12.9387,0,-6.52052e-11
1.4,7,6720,1,1,5150,1,4,3.0216e-17,0.0033267,0,-4.6617e-09
1.4,43,384,0,0,6950,0.3,2,4.44488e-17,43.7645,0,-2.59323e-11
1.4,29,8384,1,0,1250,0.4,9,0,0.016444,0,-7.2606e-10
1.4,33,640,1,1,500,0,3,4.4441e-17,0.011112,0,-9.883e-11
1.4,27,192,0,0,2500,1,1,0,12.0687,0,5.68726e-11
1.4,9,4352,1,0,700,0.7,3,0,0.0026437,0,-2.0252e-10
1.4,53,128,1,1,2400,0.6,9,0,0.0079635,0,-8.6841e-11
1.4,88,128,0,0,2550,0.6,3,0,30.8573,0,5.2109e-11
1.4,21,3200,0,1,4300,1,2,0,42.8627,0,-1.30643e-10
1.4,48,1024,0,0,10000,0,1,0,24.7177,0,-3.61439e-11
1.4,99,8384,1,0,1750,0.3,10,0,0.05557,0,-7.9577e-10
1.4,94,128,0,1,750,0.2,2,0,4.3685,0,7.1763e-11
1.4,71,576,0,0,6550,0.8,2,0,58.1234,0,-5.12326e-11
1.4,40,384,1,1,600,0.4,3,0,0.0097307,0,-5.9731e-11
1.4,95,576,0,0,3450,0.5,3,0,38.0402,0,-9.00007e-11
1.4,74,8000,1,1,850,0.8,5,0,0.039694,0,-3.9222e-10
1.4,13,704,0,1,9400,0.7,3,5.601782e-17,118.3306,0,-1.036182e-10
1.4,68,192,1,1,700,0,1,0,0.0085452,0,5.6873e-11
1.4,58,4928,1,1,3050,0.4,1,0,0.030429,0,-6.5205e-11
1.4,24,2432,0,0,2550,0.6,9,4.55244e-17,89.1715,0,4.88587e-09
1.4,48,7040,1,1,2400,0.7,7,0,0.022196,0,-5.338e-10
1.4,19,1024,1,1,800,0.9,3,0,0.011776,0,-1.3386e-10
1.4,58,192,1,0,1550,0.7,1,0,0.00065158,0,5.6873e-11
