Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,lambda_parallel_instances,lambda_allocated_memory,latency,cost,reliability,scalability
2.2,9,0,0,1950,10,0.9,6200,59,2,8,8768,2.969e-17,5.1864,0,2.7763e-05
2.2,3,1,1,5550,7,1,3900,416,7,25,128,0,1.6475,0,0.00014974
2.2,2,1,0,2750,8,0.6,9950,83,4,80,9600,0,1.4693,0,6.9852e-05
2.2,3,0,1,8050,1,0,5700,101,3,38,2368,3.7664e-17,1.6961,0,0.00015413
2.2,2,0,0,500,3,0.7,5900,123,1,63,2112,0,0.96245,0,8.3564e-05
2.2,6,1,1,8850,8,0.1,9200,342,4,90,5184,0,1.4695,0,0.00013341
2.2,3,1,1,4200,2,0.2,900,72,10,54,128,0,1.6476,0,0.00014976
2.2,7,1,1,5300,1,0.1,8850,87,7,51,512,0,1.4479,0,0.00013155
2.2,7,0,0,9000,4,0.1,8050,396,3,48,192,0,1.3435,0,3.1227e-05
2.2,1,0,0,8000,1,0.9,8300,243,8,77,4736,0,1.3757,0,0.00012081
2.2,7,0,1,5550,6,0.4,8050,42,6,31,9984,3.135e-17,1.5045,0,0.00013664
2.2,6,1,0,4650,2,0,2250,54,2,68,256,0,0.52684,0,3.3434e-05
2.2,9,1,0,4500,10,0.3,4950,481,2,38,192,0,3.698,0,2.7907e-05
2.2,9,0,1,5450,6,0.5,5750,20,5,21,256,0,1.4609,0,0.00013276
2.2,7,1,0,9850,3,0.2,8000,9,1,79,192,0,1.5376,0,3.1572e-05
2.2,3,0,0,3550,1,0.2,9700,14,3,23,2240,0,0.61494,0,4.9203e-05
2.2,10,1,0,1150,1,0.3,7650,823,5,71,1216,0,0.35499,0,2.6126e-05
2.2,6,0,1,600,9,0,2250,25,1,16,704,4.4507e-17,1.5202,0,0.00013807
2.2,2,0,0,1250,9,0.2,8550,25,3,85,384,4.4449e-17,0.92586,0,6.8504e-05
2.2,3,1,0,7950,9,0.2,8450,530,8,42,1024,0,1.7856,0,4.9747e-05
2.2,7,1,1,3100,4,0.8,6550,10,3,55,6720,0,1.4624,0,0.00013258
2.2,8,1,0,5850,3,0.2,7300,96,1,91,320,0,1.1259,0,2.8904e-05
2.2,3,1,0,2350,5,0,6600,9,6,33,9600,0,0.60101,0,5.0717e-05
2.2,7,0,0,3900,9,0.3,6150,96,6,37,1152,0,2.5733,0,3.1266e-05
2.2,6,1,1,7500,8,0.6,4700,62,5,45,1856,0,1.4693,0,0.00013348
2.2,9,1,1,6500,1,0.5,4300,28,10,81,256,0,1.4087,0,0.00012802
2.2,2,0,1,1750,6,0.6,8000,530,6,61,256,0,1.9078,0,0.00017341
2.2,2,0,1,7550,4,0,4450,79,1,63,640,0,1.9085,0,0.00017341
2.2,4,1,0,9050,8,0,8550,129,1,73,960,3.752765421586e-17,180143985.7688,0,-20015.99830146
2.2,5,0,1,8050,4,0.3,7700,173,4,93,9600,3.9527e-17,1.5531,0,0.00014081
2.2,7,0,0,9750,5,0.7,850,173,8,50,3456,0,6.3543,0,3.1269e-05
2.2,4,1,1,7900,7,0.8,8050,8,8,63,4928,4.4476e-17,1.5789,0,0.00014322
2.2,2,1,1,6500,8,0.2,7100,149,1,98,7040,0,1.8744,0,0.00016941
2.2,5,1,0,7750,4,0.2,4150,10,6,28,256,0,1.2892,0,3.6068e-05
2.2,7,1,1,3600,10,0.4,6100,22,10,99,384,0,1.4491,0,0.00013159
2.2,8,0,1,7150,6,0.5,2750,51,3,58,9152,2.9846e-17,1.4799,0,0.00013415
2.2,2,0,1,4950,10,0.7,650,19,8,90,448,4.443e-17,1.9091,0,0.00017351
2.2,8,1,0,4300,7,0.7,1750,255,10,65,256,0,4.676,0,3.0238e-05
2.2,4,0,1,9650,5,0.5,6050,310,8,23,256,0,1.6163,0,0.00014692
2.2,6,1,1,5800,3,0.5,2900,16,1,70,1600,0,1.472,0,0.00013367
2.2,6,0,0,2500,5,0.7,850,165,8,97,128,0,1.7003,0,3.3068e-05
2.2,10,1,0,9700,6,0.2,2600,72,10,13,256,0,3.6427,0,2.622e-05
2.2,1,1,0,2400,3,0.2,6100,16,4,50,128,0,1.3935,0,0.00012388
2.2,6,0,1,6700,1,0.8,1150,13,10,59,512,0,1.58,0,0.00014481
2.2,10,0,0,8650,6,0,8650,8,9,2,1408,4.4776e-17,0.87594,0,2.6015e-05
2.2,4,0,1,4800,10,0,3850,21,2,21,192,0,1.6167,0,0.00014693
2.2,4,1,0,4700,4,0.9,8750,11,5,91,192,0,2.0411,0,4.2471e-05
2.2,10,1,0,550,10,0.6,3100,123,6,27,1216,0,1.1789,0,2.6146e-05
2.2,9,1,1,1000,3,1,4700,31,6,91,768,0,1.4098,0,0.00012803
2.2,5,0,1,9050,5,0,6050,65,8,66,192,0,1.5474,0,0.00014062
2.2,5,0,0,7800,2,0.4,3900,36,5,99,2816,4.4622e-17,1.1266,0,3.6267e-05
2.2,10,0,0,7550,2,0.3,3150,59,9,21,256,0,1.4679,0,2.6025e-05
2.2,9,1,0,6600,1,0.7,10000,255,10,79,384,0,0.63548,0,2.9129e-05
2.2,1,1,1,6400,3,0.6,9400,117,4,44,3200,0,2.4039,0,0.00021847
2.2,3,0,0,7450,7,0,7150,8,9,58,6144,0,0.70637,0,5.0024e-05
2.2,2,1,0,4200,3,0.5,7300,65,10,46,832,0,1.0547,0,6.9459e-05
2.2,5,0,1,5000,6,0.6,7500,79,8,53,9984,4.44388625569e-17,14073750.3878,0,1563.75001166
2.2,7,1,1,4350,1,0.9,8800,746,7,21,384,0,1.448,0,0.00013148
2.2,2,0,1,2650,8,0.3,8400,557,7,90,1856,0,1.9083,0,0.0001734
2.2,1,1,1,2950,5,1,3900,11,8,19,7040,0,2.4082,0,0.00021884
2.2,6,1,1,9300,4,0.6,6250,33,4,29,960,0,1.4689,0,0.00013343
2.2,3,1,0,4100,5,0.5,2550,416,10,88,1024,0,1.2962,0,5.3309e-05
2.2,10,0,1,4850,2,0.3,3500,149,5,38,7680,0,1.4432,0,0.00013105
2.2,10,1,1,4550,1,0,6150,15,10,32,4928,4.4707e-17,1.395,0,0.00012664
2.2,1,1,1,2300,6,0.2,1850,33,9,86,256,0,2.4035,0,0.00021848
2.2,3,1,1,2350,9,0.3,8950,111,5,9,192,0,1.6477,0,0.00014973
2.2,9,1,0,5100,1,0,2300,44,10,58,128,0,0.56953,0,2.7958e-05
2.2,3,1,0,9900,4,1,9650,823,7,25,256,0,3.2904,0,4.9747e-05
2.2,2,1,0,2600,7,0.4,6650,416,9,89,512,0,1.154,0,6.9415e-05
2.2,3,0,1,8300,2,1,8150,11,8,81,512,0,1.6968,0,0.00015421
2.2,7,0,0,2500,2,0.9,4250,220,7,29,4736,3.308291207e-17,9851625.1441,0,1094.6249407
2.2,9,0,0,8250,1,0.1,3500,645,6,18,192,0,0.81095,0,2.7685e-05
2.2,6,1,0,9100,4,0.1,3350,746,2,75,832,3.8403768379e-17,67553995.5631,0,-7505.99934559
2.2,3,0,1,3500,3,0.4,8950,11,4,92,448,4.4489e-17,1.697,0,0.00015418
2.2,7,0,1,3600,1,0.6,9850,149,6,50,320,0,1.4996,0,0.00013624
2.2,7,1,0,6750,6,0.5,1300,952,1,9,128,0,4.029,0,3.1538e-05
2.2,10,1,1,600,6,0.5,8150,92,8,98,7040,3.01753246773e-17,56294996.7369,0,-6254.99935601
2.2,4,1,1,7400,8,1,6900,83,4,87,576,0,1.5673,0,0.00014245
2.2,4,0,0,9450,4,1,2600,72,3,48,448,0,4.04,0,4.1904e-05
2.2,4,0,1,3150,1,0.4,3000,62,2,79,256,0,1.6167,0,0.00014694
2.2,4,0,1,5700,1,0.8,6750,14,3,54,3200,0,1.6225,0,0.00014742
2.2,9,0,1,4000,1,0.7,8300,62,9,21,512,0,1.4608,0,0.00013275
2.2,9,1,1,7700,1,0.7,7100,25,3,21,5184,0,1.411,0,0.00012817
2.2,1,0,1,2550,1,0.1,4650,243,5,34,1088,0,2.54,0,0.00023298
2.2,1,0,0,7800,7,0.6,7200,96,6,97,256,0,2.1827,0,0.00011644
2.2,8,1,0,7700,4,0.7,4250,15,7,80,1664,0,4.411,0,2.9196e-05
2.2,6,0,1,9700,6,0.6,2350,28,10,11,256,0,1.5194,0,0.00013811
2.2,3,1,0,4400,3,0.5,4150,21,1,95,1280,4.4482e-17,1.0082,0,5.003e-05
2.2,3,0,0,5500,5,0.6,3050,377,1,69,5888,0,1.8346,0,4.905e-05
2.2,10,1,1,5600,3,0.1,6100,677,4,29,320,0,1.3893,0,0.00012613
2.2,1,1,0,7300,8,0.2,7050,326,4,25,320,0,1.6396,0,0.00011841
2.2,3,1,1,7900,2,0.3,750,9,5,3,5888,0,1.6489,0,0.0001498
2.2,7,1,0,4850,5,0.2,1550,135,6,75,3776,0,1.3272,0,3.1599e-05
2.2,6,0,0,9100,7,0.3,8700,243,10,61,512,0,3.6944,0,3.4866e-05
2.2,6,1,0,6100,9,0.1,3700,21,6,81,128,0,1.4226,0,3.3442e-05
2.2,10,0,1,3300,2,0,2200,30,2,74,4352,0,1.4479,0,0.0001314
2.2,6,1,0,1350,6,0.8,8650,436,3,69,192,0,1.3504,0,3.3366e-05
2.2,7,0,1,4450,6,0.7,3200,15,9,31,5184,4.4592e-17,1.5061,0,0.00013669
2.2,6,0,0,1150,2,0.6,950,13,3,56,1408,8.505090863993e-17,135107989.3608,0,-15011.99872475
2.2,5,0,0,9750,9,0.8,2150,8,2,44,256,0,9.837,0,3.567e-05
2.2,8,1,0,1150,1,0.5,1700,310,7,81,1088,0,0.38558,0,3.0544e-05
2.2,10,0,0,4000,3,0.3,8200,38,5,97,128,0,1.3232,0,2.6037e-05
2.2,3,1,0,5550,3,0.5,4600,200,7,58,2944,7.73620490382e-17,21110624.3809,0,-1407.37483372
2.2,2,0,1,8800,8,0.8,8550,585,7,41,8768,0,1.9085,0,0.00017341
2.2,8,1,1,4550,5,0.4,600,784,8,97,1216,0,1.4186,0,0.0001289
2.2,9,1,0,5850,10,1,4400,784,6,35,9152,0,14.2977,0,2.78987e-05
2.2,5,0,0,9850,2,0.4,7350,255,7,52,192,5.61716561515e-17,28147498.9885,0,-3127.49970563
2.2,6,0,1,7500,1,0.6,3550,59,2,21,1088,3.7966e-17,1.5201,0,0.00013805
2.2,3,0,1,7000,8,0.5,9500,210,5,18,2368,0,1.6953,0,0.00015409
2.2,5,0,1,5800,9,0.2,6050,129,1,68,128,0,1.5473,0,0.00014061
2.2,6,1,0,8350,9,0.1,1100,21,3,49,3648,0,1.817,0,3.3948e-05
2.2,10,0,0,9750,5,0.5,2050,10,5,17,4160,0,6.6453,0,2.6195e-05
2.2,3,0,0,8850,1,0.7,2000,12,8,54,2816,8.3837e-17,0.8041,0,5.8094e-05
2.2,2,0,1,6400,3,0.8,9800,44,9,9,5888,4.0522e-17,1.909,0,0.00017347
2.2,8,0,1,6900,9,0.8,8600,83,1,43,384,0,1.4714,0,0.00013361
2.2,7,1,1,6700,8,0.4,1550,396,4,71,2112,0,1.4481,0,0.00013154
2.2,1,0,0,8400,6,0.4,6650,17,6,58,832,4.4429e-17,1.8441,0,0.00011655
2.2,3,1,1,9100,7,0.6,4500,106,4,12,8768,0,1.6485,0,0.00014977
2.2,8,1,1,1950,4,0.5,3050,557,5,76,6144,0,1.4196,0,0.00012886
2.2,3,1,1,2050,7,0.6,2550,952,7,64,832,4.38710292171e-17,16888500.2503,0,-1876.49969501
2.2,9,1,1,5200,8,0.3,9000,173,6,74,576,0,1.4081,0,0.00012798
2.2,9,0,0,4250,1,0.8,4300,87,5,69,256,0,0.56585,0,2.7749e-05
2.2,7,1,1,1100,10,0,2100,106,2,26,6464,3.4417e-17,1.4495,0,0.00013156
2.2,8,0,0,9800,7,0.4,8250,677,3,59,8384,0,6.5163,0,2.8614e-05
2.2,3,0,1,5800,7,0.9,9000,54,5,48,768,4.4496e-17,1.6958,0,0.00015414
2.2,9,0,0,5300,4,1,6950,19,3,10,2112,0,5.0365,0,2.7772e-05
2.2,10,1,1,6100,8,0.1,1400,165,9,14,2240,5.1031e-17,1.3895,0,0.00012616
2.2,9,1,0,3150,7,0.6,6500,16,1,13,768,0,3.4188,0,2.7947e-05
2.2,6,0,0,7700,5,0.9,4850,677,1,92,1984,0,5.6377,0,3.3039e-05
2.2,4,0,0,1400,10,0.4,4700,11,6,56,384,0,1.1808,0,4.1972e-05
2.2,10,0,1,8650,6,0.6,5200,11,7,33,9984,0,1.455,0,0.00013198
2.2,3,1,0,3450,6,0.3,1450,326,9,27,2944,0,1.0555,0,4.9711e-05
2.2,5,1,0,4250,6,0.5,9750,1000,9,24,8000,0,2.0527,0,3.5988e-05
2.2,1,0,0,6150,10,0.6,2950,190,6,77,2560,0,2.3059,0,0.00011647
2.2,6,0,1,7550,6,0.1,1500,62,5,85,6720,2.9706e-17,1.526,0,0.00013872
2.2,7,1,0,7000,8,0.8,8050,210,2,72,640,0,8.554,0,3.1514e-05
2.2,3,1,0,7350,10,0.9,3400,784,10,46,3968,0,5.8008,0,5.3291e-05
2.2,5,1,1,5600,1,0.2,6600,18,9,44,8384,0,1.5103,0,0.00013722
2.2,7,1,1,9250,6,0.9,4850,864,1,10,6464,0,1.449,0,0.00013151
2.2,9,0,0,2700,3,1,6400,10,8,27,256,0,2.0419,0,2.7788e-05
2.2,7,0,0,9500,5,0.4,7900,83,2,81,256,0,3.9987,0,3.1237e-05
2.2,5,1,1,6450,10,0,9850,20,4,99,1088,0,1.4998,0,0.00013629
2.2,2,1,1,3400,7,0.1,4550,111,3,95,960,0,1.8646,0,0.00016944
2.2,5,0,0,8400,7,0.3,1800,49,4,96,6144,3.1681577566e-17,28147500.5642,0,3127.4997775
2.2,3,0,0,1650,9,0.1,2700,243,8,69,192,0,0.69778,0,4.9067e-05
2.2,7,1,0,9150,9,0.1,4550,149,4,26,3776,3.16145130052e-17,78812995.6723,0,-8756.99924393
2.2,10,1,1,1800,4,0.2,7450,481,5,67,832,0,1.3893,0,0.00012614
2.2,3,0,1,8300,4,1,7200,530,2,24,1024,0,1.6954,0,0.00015408
2.2,10,1,0,4700,2,0.6,5500,295,2,80,256,0,1.3708,0,2.6209e-05
2.2,3,0,1,4450,5,0.8,800,220,3,32,1088,4.1102908769e-17,4222126.3462,0,469.12511525
2.2,9,0,0,7200,6,0.1,7750,59,8,17,2368,0,1.7332,0,2.7774e-05
2.2,1,1,0,3200,8,0.8,7350,436,9,35,1024,0,1.8388,0,0.00011841
2.2,7,0,0,8500,4,0.9,700,907,2,72,8384,0,5.4136,0,3.1216e-05
2.2,9,0,1,5000,4,0.2,2100,16,6,1,192,0,1.4615,0,0.00013273
2.2,9,1,0,7400,1,0.5,5550,11,10,4,2432,0,0.68829,0,2.7936e-05
2.2,5,0,0,3300,3,0.2,3400,295,3,52,1856,0,0.70565,0,3.5628e-05
2.2,3,1,0,5200,1,0.5,4000,18,3,57,192,0,0.63695,0,4.9779e-05
2.2,3,1,1,7750,4,0.7,2500,33,4,20,384,0,1.6478,0,0.00014976
2.2,1,0,1,3850,10,0.7,5850,18,5,95,2560,0,2.4439,0,0.00022212
2.2,9,1,0,8000,6,0.7,1050,44,5,34,128,0,7.998,0,2.7954e-05
2.2,5,1,0,8150,4,0.6,4300,295,8,66,9600,0,2.7496,0,3.6018e-05
2.2,10,0,1,8550,1,0.4,9600,396,3,23,256,0,1.4415,0,0.00013101
2.2,4,0,0,4350,8,0.6,6550,14,5,42,384,0,2.8509,0,4.1966e-05
2.2,4,1,1,8300,3,0.3,4900,295,7,11,192,5.59857108303e-17,22517999.7038,0,-2501.99965058
2.2,7,1,1,4900,10,0.6,700,8,1,77,1664,3.4675e-17,1.4529,0,0.00013184
2.2,5,1,1,4700,10,0.6,9450,35,9,51,9600,0,1.506,0,0.00013675
2.2,4,0,1,5100,10,0.6,3450,255,2,21,256,0,1.6164,0,0.00014691
2.2,4,1,0,2450,7,0.2,2100,28,3,75,192,6.45731604995e-17,45035997.1366,0,-5003.99954352
2.2,5,1,1,8750,8,0.9,1800,15,3,26,256,0,1.497,0,0.00013607
2.2,9,1,1,5250,8,0,900,746,1,39,960,3.83e-17,1.4091,0,0.00012792
2.2,3,1,0,2400,9,0,8600,75,8,57,128,0,0.5886,0,4.9758e-05
2.2,9,0,1,1100,10,0.8,9550,49,6,2,1088,0,1.4613,0,0.00013269
2.2,2,0,0,5600,8,0.9,700,135,1,5,704,0,2.8804,0,6.84e-05
2.2,7,1,1,9600,9,0.4,1250,8,6,62,5632,0,1.4622,0,0.00013239
2.2,4,1,0,7700,9,0.5,5850,26,10,47,2112,0,4.2035,0,4.2604e-05
2.2,10,0,0,7700,2,0.6,4050,68,5,18,576,0,2.1804,0,2.598e-05
2.2,9,0,1,9850,3,0.7,1450,342,1,62,448,0,1.4618,0,0.00013276
2.2,5,1,1,9400,4,0.4,5850,14,3,86,256,0,1.4974,0,0.0001361
2.2,10,1,1,4500,7,1,4700,1000,9,49,7040,0,1.3901,0,0.00012612
2.2,2,0,1,5800,9,0.8,3600,10,4,76,8768,4.498e-17,1.9344,0,0.00017536
2.2,8,0,0,7500,3,0.9,650,359,7,48,128,0,3.8574,0,2.8632e-05
2.2,1,0,1,4450,8,0.7,6350,56,4,2,8768,2.9624e-17,2.4363,0,0.00022144
2.2,2,0,0,8950,2,0.1,1000,396,9,35,9984,0,1.0442,0,8.1409e-05
2.2,3,0,1,2000,9,0.8,5200,149,1,22,256,0,1.6953,0,0.00015408
2.2,1,1,1,3250,5,0.2,3550,157,8,100,128,0,2.4029,0,0.00021842
2.2,10,1,0,9500,3,1,3750,26,7,93,2048,0,6.3226,0,2.6518e-05
2.2,10,1,0,6100,9,0.4,6750,157,6,21,1344,0,6.2755,0,2.6157e-05
2.2,6,0,1,3500,3,0.2,8250,557,7,92,1536,0,1.5196,0,0.00013806
2.2,6,1,0,3800,5,0.1,7500,111,2,6,192,0,0.7615,0,3.3368e-05
2.2,1,0,0,3650,2,0.9,5950,1000,3,23,1152,0,1.4612,0,0.00012226
2.2,5,1,1,4250,9,0.3,1800,281,1,70,1792,0,1.4986,0,0.000136
2.2,1,1,1,5350,2,0.1,1550,72,6,83,5184,4.4426e-17,2.4076,0,0.00021886
2.2,4,1,1,5950,2,1,550,21,2,98,1856,0,1.5732,0,0.00014288
2.2,5,1,1,1700,4,0.3,8950,17,5,71,704,0,1.4984,0,0.00013611
2.2,9,1,1,3450,9,0.9,2850,746,1,14,256,0,1.4082,0,0.00012795
2.2,1,1,1,3200,3,0.5,1400,220,9,93,8768,0,2.4056,0,0.00021857
2.2,9,1,0,2700,4,0.2,3650,101,8,61,192,6.01126130195e-17,25332748.772,0,2814.74979503
2.2,7,0,0,9900,9,0.2,4350,18,8,87,576,4.4626e-17,4.0909,0,3.137e-05
2.2,3,0,1,3900,5,0.2,7150,396,6,26,320,5.668121766e-17,2111064.0205,0,234.56263467
2.2,3,1,0,3450,3,0.5,1100,359,3,94,7040,0,0.90898,0,4.9724e-05
2.2,6,1,0,4100,8,1,6800,12,8,54,3328,3.8069e-17,5.4899,0,3.3833e-05
2.2,10,0,0,5700,3,0.6,8800,181,6,23,448,0,2.8038,0,2.5936e-05
2.2,4,1,1,5950,1,0.4,6700,10,8,58,192,0,1.5677,0,0.00014246
2.2,6,0,0,7400,4,0.3,850,111,3,98,128,0,1.8274,0,3.3071e-05
2.2,6,0,1,1950,10,0.4,5150,614,3,60,4544,0,1.5212,0,0.00013802
2.2,2,1,1,6600,6,0.7,9700,10,10,30,1664,0,1.8658,0,0.00016956
2.2,2,1,1,3050,5,0.8,8250,14,5,96,960,3.9646e-17,1.8668,0,0.00016964
2.2,1,1,1,6650,2,0.3,5050,123,2,78,1536,3.5546919761e-17,4222127.0548,0,469.12517964
2.2,10,1,1,1550,5,0.2,9000,106,2,26,6464,3.0609e-17,1.3912,0,0.00012617
2.2,3,1,0,7350,2,0,6000,42,10,5,6144,0,0.67374,0,4.9801e-05
2.2,4,1,0,800,9,0.6,5050,54,10,4,640,0,0.92889,0,4.2429e-05
2.2,8,0,1,3900,8,0,6600,14,8,54,1728,3.8617e-17,1.4747,0,0.00013383
2.2,2,1,0,4100,1,0.9,9000,310,8,14,448,0,0.84356,0,7.3084e-05
2.2,10,1,1,5250,7,0,4050,8,6,43,3776,0,1.3954,0,0.00012659
2.2,8,0,0,5600,6,0.3,2450,157,5,62,128,0,2.6044,0,2.8636e-05
2.2,5,0,0,5050,5,0.7,6800,15,3,14,1344,3.775375911507e-17,112589993.429,0,-12509.99892925
2.2,1,0,0,2400,9,0.6,6300,101,7,30,512,0,1.6738,0,0.00011643
2.2,8,1,1,4750,1,0.1,7700,68,8,96,384,0,1.4192,0,0.0001289
2.2,2,0,0,2700,6,0.4,3150,106,7,21,960,0,1.1199,0,6.843e-05
2.2,2,0,1,4950,2,0,5500,51,6,95,1472,4.33736863325e-17,11259000.9787,0,1251.00007009
2.2,2,0,1,1000,7,0.1,5400,31,7,39,768,0,1.9085,0,0.00017348
2.2,1,0,1,4800,6,1,1350,10,9,70,5184,9.10160943637e-17,33776999.6923,0,-3752.999463
2.2,6,1,0,9050,2,0.6,7350,255,8,79,1088,0,1.6187,0,3.3375e-05
2.2,4,1,0,4500,10,0.6,7750,49,6,91,6720,2.966e-17,3.3846,0,4.3104e-05
2.2,5,0,1,5500,3,0.8,3550,416,10,88,512,0,1.5279,0,0.00014275
2.2,7,0,1,4700,6,0.1,7150,149,6,66,9600,0,1.5039,0,0.00013643
2.2,8,1,1,2550,5,1,6750,142,4,1,9600,0,1.4202,0,0.00012887
2.2,3,1,1,6200,2,0.1,3800,243,1,16,8384,0,1.6497,0,0.00014975
2.2,10,0,0,6400,6,0.6,9150,200,8,28,256,0,6.6648,0,2.6013e-05
2.2,9,0,0,3300,6,0.4,9300,1000,7,82,4544,0,2.4667,0,2.7658e-05
2.2,1,0,0,2500,3,0.3,3100,281,8,29,128,0,1.3924,0,0.00012181
2.2,4,0,0,2400,4,0.8,3500,907,10,85,1664,0,0.97701,0,1.7889e-05
2.2,2,0,0,1350,10,0.9,7050,38,3,61,384,0,1.5684,0,6.8456e-05
2.2,4,0,1,9250,6,0.5,8900,157,2,12,256,0,1.6163,0,0.00014691
2.2,10,0,1,4250,8,0.7,7250,14,10,33,9152,0,1.4541,0,0.00013193
2.2,6,1,0,6600,4,1,9800,784,1,37,192,0,4.0258,0,3.3366e-05
2.2,2,1,0,3650,5,0.7,3800,26,9,89,5632,0,1.4071,0,7.0448e-05
2.2,2,0,0,900,7,0.1,6000,190,6,7,5888,0,0.80717,0,6.84e-05
2.2,4,1,1,9600,3,0.2,5300,106,1,5,3648,0,1.5676,0,0.00014237
2.2,5,1,1,5550,10,0.4,8200,1000,7,26,5888,3.39226932906e-17,28147499.1685,0,-3127.49960527
2.2,1,0,1,4800,8,0.2,9900,149,5,94,640,0,2.4361,0,0.00022144
2.2,6,0,1,5800,6,0.3,2300,111,8,37,1024,0,1.5196,0,0.00013809
2.2,9,1,1,9500,3,0,2000,14,7,2,4352,0,1.4094,0,0.00012794
2.2,3,1,0,9550,4,0.8,1400,200,3,81,6144,3.6301424378e-17,4222127.351,0,469.12501101
2.2,1,1,1,4600,2,0.8,2000,54,9,90,1088,0,2.404,0,0.00021852
2.2,4,0,1,9200,10,0.4,7650,68,7,75,256,0,1.6165,0,0.00014694
2.2,7,0,1,6800,1,0.3,1650,135,7,80,2944,0,1.5016,0,0.00013636
2.2,10,0,1,4950,7,0.1,3250,123,5,12,5184,0,1.4425,0,0.00013098
2.2,5,0,0,5950,5,0.5,5300,38,2,32,192,5.9072e-17,2.3902,0,3.5613e-05
2.2,2,0,0,8900,2,1,8500,75,2,26,4736,0,1.4143,0,6.8456e-05
2.2,5,0,1,8750,9,0,7000,458,3,8,1792,3.5593907398e-17,7036875.9651,0,781.87507591
2.2,1,1,0,6900,1,0.9,2550,326,3,8,832,0,1.3954,0,0.00012434
2.2,6,1,1,4300,1,0.7,1350,36,7,41,7680,0,1.4736,0,0.00013392
2.2,10,0,1,1150,2,0,8800,530,1,1,512,0,1.4419,0,0.00013098
2.2,9,1,1,1500,9,0.7,8250,359,5,76,7040,0,1.4098,0,0.00012797
2.2,2,1,0,3050,9,0.2,2500,377,4,38,128,0,1.0805,0,6.9413e-05
2.2,6,1,0,4150,4,0.1,5450,585,10,74,1344,0,0.70962,0,3.5172e-05
2.2,10,0,0,600,1,0.2,7750,377,4,6,320,0,0.40517,0,3.4518e-05
2.2,6,1,0,2850,2,0.9,5100,42,4,72,704,4.4507e-17,0.91108,0,3.3453e-05
2.2,4,1,0,7950,8,0.8,2900,35,9,14,2688,4.45e-17,5.7932,0,4.2475e-05
2.2,10,0,0,1000,2,0.1,7700,530,10,10,256,0,0.38484,0,2.7074e-05
2.2,5,1,1,2550,1,0.7,4300,23,1,47,1600,0,1.4994,0,0.0001362
2.2,8,1,1,4050,8,0.4,6400,458,2,51,4544,0,1.4207,0,0.00012883
2.2,4,0,1,1400,8,0.7,8850,481,4,11,2688,0,1.6166,0,0.0001469
2.2,1,1,0,3150,7,0.6,5300,10,10,28,2688,9.1907e-17,1.6514,0,0.00011862
2.2,1,0,0,1500,3,1,7050,46,10,7,1216,0,1.5054,0,0.00012834
2.2,9,1,1,1550,6,0.9,2900,54,3,43,2432,0,1.4102,0,0.00012799
2.2,10,0,1,7000,8,0.4,8350,165,9,9,128,0,1.4415,0,0.00013101
2.2,1,1,0,3650,5,1,9850,22,4,20,256,0,1.7456,0,0.00011845
2.2,7,1,0,8550,8,0.4,2950,359,4,38,8384,0,5.5307,0,3.1502e-05
2.2,5,0,0,3450,2,0,1750,35,3,65,640,0,0.51026,0,3.568e-05
2.2,8,0,1,650,6,0.3,2000,8,9,72,3648,0,1.4812,0,0.00013427
2.2,10,0,0,8900,5,0.5,7450,17,5,24,256,0,6.2495,0,2.6054e-05
2.2,10,1,0,1650,7,1,950,255,9,75,8768,0,3.2452,0,2.6295e-05
2.2,10,0,1,6100,4,0.5,8400,23,10,65,1600,0,1.4454,0,0.00013126
2.2,5,1,0,8800,4,0.3,7700,27,2,58,256,0,1.7913,0,3.6062e-05
2.2,6,1,0,6050,3,0.3,5900,72,9,4,320,0,1.2036,0,3.3416e-05
2.2,1,1,0,3700,5,0.9,7050,25,5,66,320,0,1.7093,0,0.00011848
2.2,10,1,0,9450,5,0.2,750,157,10,65,1984,0,3.0019,0,2.7238e-05
2.2,3,1,0,6050,6,0.8,6400,129,4,58,128,0,2.7482,0,4.975e-05
2.2,2,1,1,2100,5,0.2,7150,27,1,10,9600,4.4464e-17,1.8671,0,0.00016956
2.2,10,1,1,1600,10,0.4,8350,12,3,35,384,0,1.3903,0,0.00012619
2.2,8,1,0,4950,7,0.4,7000,59,1,95,4928,0,3.298,0,2.9007e-05
2.2,9,1,1,6750,2,0.7,7950,83,9,16,3456,0,1.4091,0,0.00012794
2.2,2,1,1,1150,10,0,5300,44,3,78,1536,0,1.8658,0,0.00016956
2.2,3,0,1,3750,8,0,5600,220,8,43,384,0,1.6953,0,0.00015407
2.2,2,0,0,3650,3,0.6,6700,79,4,63,6464,0,1.0826,0,6.8684e-05
2.2,9,1,1,5550,1,0.4,8900,8,2,20,2112,0,1.4103,0,0.00012803
2.2,5,0,1,7000,8,0.9,9250,505,6,18,1408,4.72902828386e-17,28147499.2183,0,-3127.49960063
2.2,9,1,0,5900,5,0.2,10000,1000,9,78,4352,5.70377337689e-17,25332749.7429,0,-2814.74973926
2.2,7,0,1,3050,10,0.5,6550,200,1,5,448,0,1.5002,0,0.00013622
2.2,1,1,0,5850,1,0,7650,10,6,18,3648,0,1.4114,0,0.00012668
