Topology,lambda_parallel_instances,lambda_allocated_memory,car_cache,latency,cost,reliability,scalability
1.2,20,4160,3,0,0.18861,0,1.668e-05
1.2,18,1856,10,0,0.17799,0,1.6013e-05
1.2,67,320,10,0,0.17708,0,1.6013e-05
1.2,39,128,3,0,0.18366,0,1.668e-05
1.2,91,5632,6,0,0.21595,0,1.668e-05
1.2,57,128,2,0,0.22042,0,2.0013e-05
1.2,22,4736,4,8.7329e-17,0.19916,0,1.7503e-05
1.2,32,384,3,0,0.18401,0,1.668e-05
1.2,43,320,6,1.0039e-16,0.18409,0,1.668e-05
1.2,66,2560,4,0,0.20251,0,1.7513e-05
1.2,96,384,8,4.4472e-17,0.1805,0,1.6263e-05
1.2,40,5184,4,7.6682e-17,0.20596,0,1.7494e-05
1.2,71,576,9,0,0.18539,0,1.668e-05
1.2,76,832,5,0,0.17931,0,1.6013e-05
1.2,38,896,4,4.0349e-17,0.19438,0,1.7516e-05
1.2,8,896,7,3.855e-17,0.18909,0,1.7156e-05
1.2,31,768,2,0,0.2213,0,2.0013e-05
1.2,48,448,1,4.4418e-17,0.22112,0,2.0013e-05
1.2,89,320,7,1.0103e-16,0.18996,0,1.7156e-05
1.2,16,9152,6,4.4484e-17,0.19325,0,1.668e-05
1.2,90,3072,5,0,0.19228,0,1.6013e-05
1.2,61,576,6,0,0.18513,0,1.668e-05
1.2,80,448,3,4.4453e-17,0.18509,0,1.668e-05
1.2,35,5888,1,0,0.2332,0,2.0013e-05
1.2,21,448,4,4.4453e-17,0.19307,0,1.7513e-05
1.2,73,6144,1,0,0.24855,0,2.0013e-05
1.2,8,128,2,0,0.22019,0,2.0013e-05
1.2,3,960,3,0,0.18362,0,1.668e-05
1.2,92,2944,5,0,0.19195,0,1.6013e-05
1.2,8,1344,7,0,0.1893,0,1.7156e-05
1.2,61,768,2,0,0.22241,0,2.0013e-05
1.2,82,384,6,4.4472e-17,0.18485,0,1.668e-05
1.2,81,1152,4,4.4496e-17,0.19747,0,1.7513e-05
1.2,87,128,8,0,0.17931,0,1.6263e-05
1.2,91,960,5,0,0.18052,0,1.6013e-05
